courseId,aliasTerm,canonicalDisplayTerm,classification,explanation,source
course_8_la_chute_de_constantinople_1453,grekiska diasporan och renässansen,Den grekiska diasporan och renässansen,referenceHistorique,Grekiska forskare som flydde från Konstantinopel tog med sig sina manuskript till Italien och bidrog på ett avgörande sätt till renässansen. Bysans fall påskyndade paradoxalt nog västvärldens intellektuella väckelse.,short_form
course_8_la_chute_de_constantinople_1453,plundringen av Konstantinopel vid det fjärde korståget,plundringen av Konstantinopel vid det fjärde korståget (1204),evenementConnexe,"Korsfararna, avledda av Venedig, plundrade Christian Konstantinopel i tre dagar 1204. Detta trauma försvagade Bysans permanent och förklarar den bysantinska misstroen mot väst under belägringen 1453.",short_form
course_8_la_chute_de_constantinople_1453,Plundringen av Konstantinopel vid det 4:e korståget,Plundringen av Konstantinopel vid det 4:e korståget (1204),evenementConnexe,"Korsfararna, avledda av Venedig, plundrade Christian Konstantinopel i tre dagar 1204. Detta trauma försvagade Bysans permanent och förklarar den bysantinska misstroen mot väst under belägringen 1453.",short_form
course_9_l_empire_azteque,fem solarnas kosmogoni,De fem solarnas kosmogoni,concept,Aztekisk myt: universum har redan skapats och förstörts fyra gånger. Den nuvarande femte solen hålls bara vid liv genom mänskliga offer. Denna kosmologi gjorde uppoffringar kosmiskt nödvändiga - utan dem skulle solen stanna.,short_form
course_10_la_decouverte_de_l_amerique_1492,spanska Reconquista (1492),Den spanska Reconquista (1492),evenementConnexe,Triumfen av erövringen av Granada frigjorde resurser och skapade ett momentum av nationell ambition som förklarar Isabella från Kastiliens stöd för Columbus.,short_form
course_10_la_decouverte_de_l_amerique_1492,Antisepsis,Antisepsis (Semmelweis och Lister),concept,Redan före anestesi dödade postoperativa infektioner patienter. Semmelweis (1847) sedan Lister (1867) införde hygien: handtvätt och steriliserade instrument. Dessa två revolutioner - anestesi och antisepsis - förvandlade kirurgi.,short_form
course_10_la_decouverte_de_l_amerique_1492,spanska Reconquista,Den spanska Reconquista,evenementConnexe,Triumfen av erövringen av Granada frigjorde resurser och skapade ett momentum av nationell ambition som förklarar Isabella från Kastiliens stöd för Columbus.,short_form
course_10_la_decouverte_de_l_amerique_1492,Spanska Reconquista,Spanska Reconquista (1492),evenementConnexe,Triumfen av erövringen av Granada frigjorde resurser och skapade ett momentum av nationell ambition som förklarar Isabella från Kastiliens stöd för Columbus.,short_form
course_11_la_prise_de_la_bastille_1789,stora rädslan,Den stora rädslan,evenementConnexe,"En våg av panik och bonderevolt som spred sig över den franska landsbygden mellan juli och augusti 1789, vilket ledde till förstörelsen av herrgårdsregister.",short_form
course_12_la_strategie_de_napoleon_a_ulm_1805,kontinentala systemet,Det kontinentala systemet,concept,"Napoleonsk ekonomisk politik (1806) som förbjöd all europeisk handel med England, för att förstöra den ekonomiskt. Dess ofullkomliga tillämpning tvingade Napoleon att invadera den iberiska halvön och sedan Ryssland.",short_form
course_13_la_bataille_de_waterloo_1815,heliga alliansen,Den heliga alliansen,concept,"Pakt undertecknad 1815 mellan Ryssland, Österrike och Preussen för att försvara monarkiska principer mot revolutionära idéer. Det var instrumentet för att undertrycka liberala uppror under 1820-1830-talen.",short_form
course_14_la_commune_de_paris_1871,fransk-preussiska kriget (1870-1871),Det fransk-preussiska kriget (1870-1871),evenementConnexe,"Konflikt utlöst av Napoleon III, som slutade med det förkrossande nederlaget vid Sedan och tillfångatagandet av kejsaren. Den förödmjukande kapitulationen och belägringen av Paris skapade grogrunden för kommunen.",short_form
course_14_la_commune_de_paris_1871,First International,International Workingmen's Association (First International),lieuInstitution,"Organisation grundad i London 1864 och sammanförde fackföreningar och arbetarpartier från flera länder. Även om kommunen inte var dess direkta verk, firade Marx den som den första erfarenheten av arbetarmakt.",short_form
course_14_la_commune_de_paris_1871,fransk-preussiska kriget,Det fransk-preussiska kriget,evenementConnexe,"Konflikt utlöst av Napoleon III, som slutade med det förkrossande nederlaget vid Sedan och tillfångatagandet av kejsaren. Den förödmjukande kapitulationen och belägringen av Paris skapade grogrunden för kommunen.",short_form
course_20_hiroshima_et_nagasaki_1945,sovjetiska invasionen av Manchuriet (9 augusti 1945),Den sovjetiska invasionen av Manchuriet (9 augusti 1945),evenementConnexe,Stalin förklarade krig mot Japan exakt samma dag som Nagasaki-bomben invaderade Manchuriet. Vissa historiker tror att detta sovjetiska hot var lika avgörande som bomberna i det japanska beslutet att kapitulera.,short_form
course_20_hiroshima_et_nagasaki_1945,sovjetiska invasionen av Manchuriet,Den sovjetiska invasionen av Manchuriet,evenementConnexe,Stalin förklarade krig mot Japan exakt samma dag som Nagasaki-bomben invaderade Manchuriet. Vissa historiker tror att detta sovjetiska hot var lika avgörande som bomberna i det japanska beslutet att kapitulera.,short_form
course_21_rosa_parks_et_montgomery_1955,Brown mot Board of Education,Brown mot Board of Education (1954),evenementConnexe,USA:s högsta domstolsutslag som förklarar att segregation i offentliga skolor är grundlagsstridig. Detta beslut gav rättslig fart åt Civil Rights Movement och förklarar varför Montgomery då också utmanades i domstol.,short_form
course_22_la_crise_des_missiles_de_cuba_1962,MAD,Mutually Assured Destruction (MAD),concept,Kärnkraftsdoktrin som säger att varken USA eller Sovjetunionen kunde överleva ett kärnvapenkrig. Denna logik av balanserad terror avskräckte alla från att attackera och strukturerar hela dynamiken i Kubakrisen.,short_form
course_22_la_crise_des_missiles_de_cuba_1962,Mutually Assured Destruction,Mutually Assured Destruction (MAD),concept,Kärnkraftsdoktrin som säger att varken USA eller Sovjetunionen kunde överleva ett kärnvapenkrig. Denna logik av balanserad terror avskräckte alla från att attackera och strukturerar hela dynamiken i Kubakrisen.,short_form
course_22_la_crise_des_missiles_de_cuba_1962,Bay of Pigs Invasion,Bay of Pigs Invasion (april 1961),evenementConnexe,"Misslyckat invasionsförsök av Kuba av exilkubanska utbildade av CIA. Det förödmjukande misslyckandet försvagade Kennedy, uppmuntrade Chrusjtjov att ta risker och stärkte Castro, vilket skapade förutsättningarna för 1962 års kris.",short_form
course_23_la_guerre_d_algerie_1954_1962,Generalernas putsch,Generalernas putsch (april 1961),evenementConnexe,"Kuppförsök av fyra generaler som motsatte sig självständighet. De Gaulle krossade den på fyra dagar tack vare ett radiotal. Det följdes av skapandet av OAS, en pro-fransk terrororganisation för Algeriet.",short_form
course_23_la_guerre_d_algerie_1954_1962,generals putsch,generals putsch (april 1961),evenementConnexe,"Kuppförsök av fyra generaler som motsatte sig självständighet. De Gaulle krossade den på fyra dagar tack vare ett radiotal. Det följdes av skapandet av OAS, en pro-fransk terrororganisation för Algeriet.",short_form
course_25_le_genocide_armenien_1915_1916,Committee of Union and Progress,The Young Turks (Committee of Union and Progress),referenceHistorique,"Turkisk nationalistisk rörelse som störtade Sultan Abdul Hamid II 1908. Enver-Talaat-Cemal-triumviratet, extremistiska nationalister, organiserade folkmordet i samband med kriget, i ett projekt för ett ""etniskt rent Turkiet"".",short_form
course_25_le_genocide_armenien_1915_1916,The Young Turks,The Young Turks (Committee of Union and Progress),referenceHistorique,"Turkisk nationalistisk rörelse som störtade Sultan Abdul Hamid II 1908. Enver-Talaat-Cemal-triumviratet, extremistiska nationalister, organiserade folkmordet i samband med kriget, i ett projekt för ett ""etniskt rent Turkiet"".",short_form
course_25_le_genocide_armenien_1915_1916,hamidiska massakrerna (1894-1896),De hamidiska massakrerna (1894-1896),evenementConnexe,"Första vågen av armeniska massakrer under Sultan Abdul Hamid II, som orsakade mellan 100 000 och 300 000 dödsfall. Detta osanktionerade prejudikat visade framtida osmanska myndigheter att sådana brott kunde förbli ostraffade.",short_form
course_25_le_genocide_armenien_1915_1916,juridiska definitionen av folkmord,Den juridiska definitionen av folkmord,concept,"Termen ""folkmord"" myntades av rättsforskaren Raphael Lemkin 1944 specifikt med armenier i åtanke. FN-konventionen (1948) definierar det som avsikten att ""helt eller delvis"" förstöra en nationell, etnisk, ras eller religiös grupp.",short_form
course_25_le_genocide_armenien_1915_1916,kommittén för unionen och framsteg,Unga turkar (kommittén för unionen och framsteg),referenceHistorique,"Turkisk nationalistisk rörelse som störtade Sultan Abdul Hamid II 1908. Enver-Talaat-Cemal-triumviratet, extremistiska nationalister, organiserade folkmordet i samband med kriget, i ett projekt för ett ""etniskt rent Turkiet"".",short_form
course_25_le_genocide_armenien_1915_1916,hamidiska massakrerna,De hamidiska massakrerna,evenementConnexe,"Första vågen av armeniska massakrer under Sultan Abdul Hamid II, som orsakade mellan 100 000 och 300 000 dödsfall. Detta osanktionerade prejudikat visade framtida osmanska myndigheter att sådana brott kunde förbli ostraffade.",short_form
course_25_le_genocide_armenien_1915_1916,Hamidianska massakrer,Hamidianska massakrer (1894-1896),evenementConnexe,"Första vågen av armeniska massakrer under Sultan Abdul Hamid II, som orsakade mellan 100 000 och 300 000 dödsfall. Detta osanktionerade prejudikat visade framtida osmanska myndigheter att sådana brott kunde förbli ostraffade.",short_form
course_27_la_naissance_de_l_ue_de_la_ceca_a_maastr,inre marknadens fyra friheter,Den inre marknadens fyra friheter,concept,"Fri rörlighet för varor, människor, tjänster och kapital - grunderna för den gemensamma marknaden i Romfördraget. De representerar den djupaste ekonomiska integration som någonsin uppnåtts mellan suveräna stater.",short_form
course_28_le_genocide_rwandais_1994,The Arusha Accords,The Arusha Accords (augusti 1993),evenementConnexe,"Fredsavtal mellan huturegeringen och RPF (Rwandan Patriotic Front). Hutuextremister, som vägrade all maktdelning, organiserade folkmordet för att förhindra att det genomfördes.",short_form
course_28_le_genocide_rwandais_1994,Rwandan Patriotic Front,Rwandan Patriotic Front (RPF),concept,Politisk och militär rörelse bildad av exil-tutsi i Uganda. Under ledning av Paul Kagame inledde den offensiven som avslutade folkmordet i juli 1994.,short_form
course_28_le_genocide_rwandais_1994,Arusha Accords,Arusha Accords (augusti 1993),evenementConnexe,"Fredsavtal mellan huturegeringen och RPF (Rwandan Patriotic Front). Hutuextremister, som vägrade all maktdelning, organiserade folkmordet för att förhindra att det genomfördes.",short_form
course_30_la_blitzkrieg_1940,sickle cut,Sichelschnitt-planen (sickle cut),concept,"General von Mansteins plan: koncentrera pansarenheter i Ardennerna för att bryta igenom centrum och nå Engelska kanalen och omringa de fransk-brittiska arméerna i Belgien. Djärv och riskabel, denna plan var en total framgång.",short_form
course_30_la_blitzkrieg_1940,Dunkirk,Operation Dynamo (Dunkirk),evenementConnexe,"Maritim evakuering av 338 000 franska och brittiska soldater omringade vid Dunkerque av en improviserad flottilj av militära och civila fartyg. Detta ""mirakel"" tillät Storbritannien att fortsätta kriget, men lämnade Frankrike utan armé.",short_form
course_30_la_blitzkrieg_1940,Sichelschnitt plan,Sichelschnitt plan (sickle cut),concept,"General von Mansteins plan: koncentrera pansarenheter i Ardennerna för att bryta igenom centrum och nå Engelska kanalen och omringa de fransk-brittiska arméerna i Belgien. Djärv och riskabel, denna plan var en total framgång.",short_form
course_31_le_plan_marshall_1947_1952,The Kominform,The Kominform (1947),evenementConnexe,"Internationell kommunistisk organisation skapad av Stalin som svar på Marshallplanen, för att samordna europeiska kommunistpartier. Den tvingade Tjeckoslovakien och Polen, som hade accepterat Marshallstöd, att vägra det.",short_form
course_31_le_plan_marshall_1947_1952,Kominform,Kominform (1947),evenementConnexe,"Internationell kommunistisk organisation skapad av Stalin som svar på Marshallplanen, för att samordna europeiska kommunistpartier. Den tvingade Tjeckoslovakien och Polen, som hade accepterat Marshallstöd, att vägra det.",short_form
course_32_la_guerre_du_vietnam_1955_1975,Tet Offensive,Tet Offensive (januari 1968),evenementConnexe,"Samtidig Viet Cong attack mot mer än 100 amerikanska städer under det vietnamesiska nyåret. Militärt ett misslyckande för Hanoi, förstörde det trovärdigheten för Johnson-administrationen i USA.",short_form
course_34_la_decolonisation_panorama_1945_1975,The Atlantic Charter,The Atlantic Charter (1941),concept,"Gemensam Roosevelt-Churchill-deklaration som bekräftar folkens rätt till självbestämmande. Används av självständighetsrörelser som ett argument mot deras kolonisatörer, skapade det en ideologisk motsättning som imperier inte kunde lösa.",short_form
course_34_la_decolonisation_panorama_1945_1975,Atlantic Charter,Atlantic Charter (1941),concept,"Gemensam Roosevelt-Churchill-deklaration som bekräftar folkens rätt till självbestämmande. Används av självständighetsrörelser som ett argument mot deras kolonisatörer, skapade det en ideologisk motsättning som imperier inte kunde lösa.",short_form
course_34_la_decolonisation_panorama_1945_1975,Bandung-konferensen,Bandung-konferensen (1955),evenementConnexe,"Första mötet för oberoende asiatiska och afrikanska länder (29 nationer), som bekräftar principerna om alliansfrihet och antikolonialism. Det markerade födelsen av ""tredje världen"" som en internationell politisk kraft.",short_form
course_35_l_apartheid_et_mandela_1948_1994,Sharpeville massakern,Sharpeville massakern (mars 1960),evenementConnexe,Polisen öppnade eld mot en fredlig demonstration mot lagar och dödade 69 personer. Den globala chocken ledde till att ANC förbjöds och fick Mandela att skapa motståndets väpnade flygel.,short_form
course_36_la_revolution_culturelle_en_chine_1966_1,Det stora språnget framåt,Det stora språnget framåt (1958-1962),concept,Program för tvångskollektivisering lanserat av Mao som orsakade den största svälten i mänsklighetens historia: mellan 15 och 55 miljoner dödsfall. Dess misslyckande förklarar Maos politiska åsidosättande och hans behov av att återta kontrollen via kulturrevolutionen.,short_form
course_36_la_revolution_culturelle_en_chine_1966_1,stora språnget framåt (1958-1962),Det stora språnget framåt (1958-1962),concept,Program för tvångskollektivisering lanserat av Mao som orsakade den största svälten i mänsklighetens historia: mellan 15 och 55 miljoner dödsfall. Dess misslyckande förklarar Maos politiska åsidosättande och hans behov av att återta kontrollen via kulturrevolutionen.,short_form
course_36_la_revolution_culturelle_en_chine_1966_1,stora språnget,Det stora språnget,concept,Program för tvångskollektivisering lanserat av Mao som orsakade den största svälten i mänsklighetens historia: mellan 15 och 55 miljoner dödsfall. Dess misslyckande förklarar Maos politiska åsidosättande och hans behov av att återta kontrollen via kulturrevolutionen.,short_form
course_36_la_revolution_culturelle_en_chine_1966_1,Stora språnget framåt,Stora språnget framåt (1958-1962),concept,Program för tvångskollektivisering lanserat av Mao som orsakade den största svälten i mänsklighetens historia: mellan 15 och 55 miljoner dödsfall. Dess misslyckande förklarar Maos politiska åsidosättande och hans behov av att återta kontrollen via kulturrevolutionen.,short_form
course_37_la_shoah_mecanismes_d_un_genocide,"""ondskans banalitet""","""ondskans banalitet"" (Hannah Arendt)",concept,"Ett filosofiskt koncept utvecklades under Eichmannrättegången: de värsta brotten kan begås av vanliga, byråkratiska individer som ""gör sitt jobb"" utan att reflektera över de moraliska konsekvenserna av sina handlingar.",short_form
course_38_le_11_septembre_2001,sovjetisk-afghanska kriget (1979-1989),Det sovjetisk-afghanska kriget (1979-1989),referenceHistorique,"USA beväpnade den afghanska mujahideen för att bekämpa sovjeterna. Dessa islamistiska nätverk, särskilt Bin Ladens, utbildade och finansierade under det kalla kriget, blev sedan Al-Qaida.",short_form
course_38_le_11_septembre_2001,sovjetisk-afghanska kriget,Det sovjetisk-afghanska kriget,referenceHistorique,"USA beväpnade den afghanska mujahideen för att bekämpa sovjeterna. Dessa islamistiska nätverk, särskilt Bin Ladens, utbildade och finansierade under det kalla kriget, blev sedan Al-Qaida.",short_form
course_38_le_11_septembre_2001,Sovjet-afghanska kriget,Sovjet-afghanska kriget (1979-1989),referenceHistorique,"USA beväpnade den afghanska mujahideen för att bekämpa sovjeterna. Dessa islamistiska nätverk, särskilt Bin Ladens, utbildade och finansierade under det kalla kriget, blev sedan Al-Qaida.",short_form
course_40_la_guerre_de_secession_americaine_1861_1,Emancipationsförklaringen,Emancipationsförklaringen (1 januari 1863),evenementConnexe,"Lincolns dekret om att befria slavar i de konfedererade staterna. Det förvandlade kriget till ett moraliskt korståg mot slaveriet, hindrade Storbritannien från att erkänna konfederationen och öppnade armén för svarta soldater.",short_form
course_40_la_guerre_de_secession_americaine_1861_1,Emancipation Proclamation,Emancipation Proclamation (1 januari 1863),evenementConnexe,"Lincolns dekret om att befria slavar i de konfedererade staterna. Det förvandlade kriget till ett moraliskt korståg mot slaveriet, hindrade Storbritannien från att erkänna konfederationen och öppnade armén för svarta soldater.",short_form
course_41_pourquoi_le_ciel_est_il_bleu,synliga ljusspektrumet,Det synliga ljusspektrumet,concept,Vitt solljus består av alla regnbågens färger (från 380 nm för violett till 700 nm för rött). Varje färg motsvarar en annan våglängd som interagerar olika med materia.,short_form
course_42_pourquoi_reve_t_on,Rapid Eye Movement,REM-sömn (Rapid Eye Movement),concept,"Sömnfasen kännetecknas av snabba ögonrörelser, muskelförlamning och intensiv hjärnaktivitet nära vakenhet. Detta är den fas där de flesta drömmar inträffar och där minneskonsolidering är mest aktiv.",short_form
course_42_pourquoi_reve_t_on,freudianska teorin om drömmar,Den freudianska teorin om drömmar,concept,"För Freud (The Interpretation of Dreams, 1900) uttrycker drömmar förträngda begär i symbolisk form. Denna teori är nu mycket kritiserad av neurovetenskap, som istället tillskriver dem en roll i minnet och känslomässig konsolidering.",short_form
course_43_pourquoi_la_glace_flotte_t_elle,onormala expansionen av vatten,Den onormala expansionen av vatten,concept,Till skillnad från nästan alla ämnen är vatten tätare vid 4°C än vid 0°C. Vid kylning från 4°C till 0°C expanderar den. Denna anomali är avgörande för vattenlivet: is flyter och isolerar det flytande vattnet under den.,short_form
course_44_pourquoi_l_eau_de_mer_est_elle_salee,hydrologiska cykeln och saltansamling,Den hydrologiska cykeln och saltansamling,concept,"Vatten avdunstar från haven och lämnar salter efter sig. Det faller tillbaka som regn, löser upp mineraler från stenar och transporterar dem tillbaka till haven via floder. Denna ackumuleringsprocess har pågått i 4 miljarder år.",short_form
course_45_pourquoi_y_a_t_il_des_saisons,"23,5°","Jordens axiella lutning (23,5°)",concept,"Jordaxelns lutning på 23,5° i förhållande till dess omloppsplan – och inte avståndet från solen – orsakar årstiderna. Samma lutning pekar alltid mot Polstjärnan och skapar växelvis solstånd och dagjämningar.",short_form
course_47_pourquoi_baille_t_on,synaptogenèse,Synaptogenes,concept,Processen att bilda synapser mellan nervceller i nervsystemet. Fostrets gäspning tros bidra till att stimulera denna utveckling.,content_link
course_50_comment_le_savon_tue_t_il_les_virus,amfifila tvålmolekylen,Den amfifila tvålmolekylen,concept,En molekyl med en hydrofil ände (vattenälskande) och en hydrofob ände (fettälskande). Denna dubbla natur gör att den kan föra in sig själv i lipidmembranen hos virus och fysiskt sönderdela dem.,short_form
course_50_comment_le_savon_tue_t_il_les_virus,virala lipidhöljet,Det virala lipidhöljet,concept,"Vissa virus (coronavirus, influensa, HIV) är omgivna av ett fettmembran. Detta är deras svaga punkt: tvål löser upp det och förstör viruset. Virus utan hölje (norovirus, poliovirus) är mer resistenta mot tvål.",short_form
course_52_la_decouverte_de_l_electricite_et_ses_ap,The War of Currents,The War of Currents (Edison vs. Tesla),evenementConnexe,"Edison försvarade likström (DC), Tesla och Westinghouse växelström (AC). AC vann för att den kan transporteras över långa sträckor. Edison organiserade offentliga elstötningar av djur för att visa ""faran"" med AC.",short_form
course_52_la_decouverte_de_l_electricite_et_ses_ap,War of Currents,War of Currents (Edison vs. Tesla),evenementConnexe,"Edison försvarade likström (DC), Tesla och Westinghouse växelström (AC). AC vann för att den kan transporteras över långa sträckor. Edison organiserade offentliga elstötningar av djur för att visa ""faran"" med AC.",short_form
course_57_l_invention_d_internet,lanseringen av Sputnik,lanseringen av Sputnik (1957),evenementConnexe,"Den första sovjetiska konstgjorda satelliten, dess lansering skapade en chockvåg i USA. Denna rädsla ledde till skapandet av ARPA och, indirekt, ARPANET - Internets förfader - för att upprätthålla decentraliserad kommunikation i händelse av en kärnvapenattack.",short_form
course_59_la_decouverte_de_l_anesthesie,Antisepsis,Antisepsis (Semmelweis och Lister),concept,"Redan före anestesi dödade postoperativa infektioner patienter. Semmelweis (1847) sedan Lister (1867) införde hygien: handtvätt, steriliserade instrument. Dessa två revolutioner - anestesi och antisepsis - förändrade kirurgi.",short_form
course_59_la_decouverte_de_l_anesthesie,drottning,Victoria (drottning),personnage,Sovereign of the United Kingdom vars användning av kloroform under hennes förlossningar 1853 och 1857 hjälpte till att ta bort religiösa tabun angående anestesi.,short_form
course_59_la_decouverte_de_l_anesthesie,Antisepsi,Antisepsi (Semmelweis och Lister),concept,"Redan före anestesi dödade postoperativa infektioner patienter. Semmelweis (1847) sedan Lister (1867) införde hygien: handtvätt, steriliserade instrument. Dessa två revolutioner - anestesi och antisepsis - förändrade kirurgi.",short_form
course_61_le_big_bang,Den kosmiska mikrovågsbakgrunden,Den kosmiska mikrovågsbakgrunden (CMB),concept,"Fossil strålning sänds ut 380 000 år efter Big Bang, när universum svalnade tillräckligt. Upptäckt av Penzias och Wilson 1965 (Nobel 1978), är det ett av de mest direkta bevisen för Big Bang - ett slags ""eko"" av universums födelse.",short_form
course_61_le_big_bang,kosmiska mikrovågsbakgrunden (CMB),Den kosmiska mikrovågsbakgrunden (CMB),concept,"Fossil strålning sänds ut 380 000 år efter Big Bang, när universum svalnade tillräckligt. Upptäckt av Penzias och Wilson 1965 (Nobel 1978), är det ett av de mest direkta bevisen för Big Bang - ett slags ""eko"" av universums födelse.",short_form
course_61_le_big_bang,kosmiska mikrovågsugn bakgrunden,Den kosmiska mikrovågsugn bakgrunden,concept,"Fossil strålning sänds ut 380 000 år efter Big Bang, när universum svalnade tillräckligt. Upptäckt av Penzias och Wilson 1965 (Nobel 1978), är det ett av de mest direkta bevisen för Big Bang - ett slags ""eko"" av universums födelse.",short_form
course_61_le_big_bang,kosmisk mikrovågsbakgrund,kosmisk mikrovågsbakgrund (CMB),concept,"Fossil strålning sänds ut 380 000 år efter Big Bang, när universum svalnade tillräckligt. Upptäckt av Penzias och Wilson 1965 (Nobel 1978), är det ett av de mest direkta bevisen för Big Bang - ett slags ""eko"" av universums födelse.",short_form
course_63_comment_se_forment_les_tremblements_de_t,seismologi,Andromeda (seismologi),concept,Namnet på ett omfattande europeiskt projekt och sensornätverk som syftar till att använda befintlig undervattensfiberoptik för att detektera seismiska vibrationer på havsbotten.,short_form
course_63_comment_se_forment_les_tremblements_de_t,magnitudskala,magnitudskala (Richter/Moment),concept,"Logaritmisk mätning av energin som frigörs av en jordbävning. Varje grad representerar 31,6 gånger mer energi: en jordbävning på magnituden 8 frigör 1 000 gånger mer energi än en 6.",short_form
course_64_la_catastrophe_de_tchernobyl_1986,sovjetiska RBMK-reaktorn,Den sovjetiska RBMK-reaktorn,concept,"Vattenkyld och grafitmodererad kärnreaktor. Dess design innehöll ett fatalt fel: vid låg effekt blev den instabil och kunde springa iväg. Detta fel, känt för sovjetiska ingenjörer, doldes av ideologiska skäl.",short_form
course_66_y_a_t_il_de_la_vie_ailleurs_dans_l_unive,Guldlockszonen,Den beboeliga zonen (Guldlockszonen),concept,"Område runt en stjärna där temperaturen tillåter vatten att existera i flytande form på en planets yta. Varken för nära eller för långt - ""precis som Guldlock"". Vårt solsystem har tre potentiella planeter: Venus, Jorden, Mars.",short_form
course_66_y_a_t_il_de_la_vie_ailleurs_dans_l_unive,beboeliga zonen (Guldlockszonen),Den beboeliga zonen (Guldlockszonen),concept,"Område runt en stjärna där temperaturen tillåter vatten att existera i flytande form på en planets yta. Varken för nära eller för långt - ""precis som Guldlock"". Vårt solsystem har tre potentiella planeter: Venus, Jorden, Mars.",short_form
course_66_y_a_t_il_de_la_vie_ailleurs_dans_l_unive,beboeliga zonen,Den beboeliga zonen,concept,"Område runt en stjärna där temperaturen tillåter vatten att existera i flytande form på en planets yta. Varken för nära eller för långt - ""precis som Guldlock"". Vårt solsystem har tre potentiella planeter: Venus, Jorden, Mars.",short_form
course_66_y_a_t_il_de_la_vie_ailleurs_dans_l_unive,Goldilocks zone,beboelig zon (Goldilocks zone),concept,"Område runt en stjärna där temperaturen tillåter vatten att existera i flytande form på en planets yta. Varken för nära eller för långt - ""precis som Guldlock"". Vårt solsystem har tre potentiella planeter: Venus, Jorden, Mars.",short_form
course_71_qu_est_ce_que_l_effet_de_serre_vraiment,GHG,Växthusgaser (GHG),concept,"Gaser som absorberar infraröd strålning som sänds ut av jorden och återutsänder den, vilket värmer upp atmosfären. De viktigaste är: vattenånga (naturlig), CO₂, metan (CH₄, 80x starkare än CO₂ under 20 år) och N₂O.",short_form
course_72_pourquoi_dort_on,glymphatiska systemet,Det glymphatiska systemet,concept,"Ett nätverk av hjärnkanaler som öppnas under djup sömn för att dränera metaboliskt avfall från hjärnan, särskilt beta-amyloidproteiner kopplade till Alzheimers sjukdom. Kronisk sömnbrist är korrelerad med en ökad risk för demens.",short_form
course_74_pourquoi_certaines_especes_sont_elles_im,odödlig manet,Turritopsis dohrnii (odödlig manet),personnage,En liten manet som kan återgå till sitt ungdomspolypstadium efter vuxenstadiet - och börja om på obestämd tid. Denna process av cellulär transdifferentiering är unik och inspirerar forskning om cellulär omprogrammering.,short_form
