# History
30,History,Cold War & Contemporary World,The Blitzkrieg (1940),What central tactical principle defines the German doctrine of Bewegungskrieg ?,The Schwerpunkt (concentration of forces at one point),general Trench warfare,Systematic encirclement without aerial combat,Dispersion of armor among the infantry,"German doctrine relies on the massive concentration (Schwerpunkt) of armor to break through the front, unlike the French who dispersed their tanks.",What major strategic error did general Gamelin commit in May 1940 ?,Judging the Ardennes massif impassable for armor,Sending too many troops to The Maginot Line,Refusing help from the British Expeditionary Force,Declaring Paris an open city from the start of the invasion,"The French high command thought that the geography of the Ardennes would stop the tanks, which allowed the Germans to surprise the reserve troops stationed at Sedan.",What was the main role of the Stukas in the Blitzkrieg strategy ?,Serving as mobile artillery and terrorizing ground troops,Transporting paratroopers behind the lines,Ensuring only photographic reconnaissance,Defending German factories against bombings,Stukas (dive bombers) acted as an extension of the artillery to destroy HQ and spread panic thanks to their Sirens.,"Why was the 1918 armistice carriage reused on June 22, 1940 ?",For a symbolic staging erasing the German humiliation,Because it was the only neutral Location available near Paris,To honor the French fighters of the Great War,It was an express request from general de Gaulle,Hitler wanted to humiliate France by forcing it to sign its surrender in the exact spot and in the same carriage where Germany had lost in 1918.,What is the conclusion of historian Marc Bloch on the 1940 defeat ?,It is an intellectual defeat of the French command,The lack of courage of soldiers on the ground,The betrayal of the British ally at Dunkirk,The overwhelming numerical superiority of German tanks,"In 'Strange Defeat', Bloch explains that the French command failed to adapt its thinking to the speed of modern war, remaining stuck in the patterns of 1914."
31,History,Cold War & Contemporary World,The Marshall Plan (1947-1952),Where did George Marshall deliver his speech proposing the European reconstruction plan in June 1947?,At Harvard University,At the US Congress,At the UN General Assembly,At the Paris Conference,It was during the graduation ceremony at Harvard that Marshall outlined his vision for European reconstruction.,What condition did Marshall impose for European countries to receive the aid?,European countries must develop a coordinated plan for reconstruction,Each country must commit to joining NATO immediately,Recipient countries must accept American military bases,Each government must sign a total free trade treaty,Marshall insisted on a collective and coordinated approach among Europeans rather than individual aid requests.,What was the approximate amount of aid provided by the Marshall Plan?,13 billion dollars,3 billion dollars,50 billion dollars,100 billion dollars,"Between 1948 and 1952, the United States released approximately 13 billion dollars, mainly in the form of grants of goods.",What was the USSR's reaction to the Marshall Plan offer?,"It rejected it, seeing it as a tool of American economic influence",It agreed to participate under certain conditions,It offered to pay back half of the sums paid,It ignored the offer without making an official statement,Stalin perceived the plan as American interference and forced his satellite countries to refuse it to maintain his control over the East.,What distinction did George Marshall receive in 1953 for this initiative?,The Nobel Peace Prize,The Nobel Prize in Economics,The Presidential Medal of Freedom,The Pulitzer Prize for History,This award honored the fact that his plan had stabilized the global order and prevented new major conflicts in Europe.
32,History,Cold War & Contemporary World,The Vietnam War (1955-1975),What is the main source of fragility for Ngo Dinh Diem's regime in South Vietnam?,It is an authoritarian and Catholic regime that alienates a predominantly Buddhist population,He refuses American financial aid out of nationalism,He is a secret member of the North's Communist Party,He resigns as early as 1960 to make way for the American military,Diem's regime was perceived as a corrupt dictatorship disconnected from the religious (Buddhism) and social realities of the majority of Vietnamese.,What Event allows Lyndon B. Johnson to send massive troops to Vietnam without a declaration of war?,The Gulf of Tonkin Resolution in 1964,The 1954 Geneva Accords,The 1968 Tet Offensive,The signing of the Paris Peace Accords,"Following a naval incident (real or supposed), Congress passes this resolution which gives the president ""carte blanche"" to intervene militarily.",Why is the 1968 Tet Offensive considered the major turning point of the war?,It causes a psychological defeat in the United States by showing that the war was not won,It marks the entry of the Soviet Union and China into the war,It allows the United States to definitively invade North Vietnam,It leads to the immediate capture of President Richard Nixon,"Although the NLF suffered heavy military losses, the media impact of the offensive shattered the American public's confidence in its government.","What is the ""Vietnamization"" of the conflict advocated by Richard Nixon?",The withdrawal of American troops in order to let the South Vietnamese army lead the fighting alone,The forced annexation of North Vietnam by the United States,The requirement for all American soldiers to speak Vietnamese,The replacement of soldiers by high-tech bots,Vietnamization aimed to disengage the United States from an unpopular conflict while continuing to materially support the South.,Which image symbolizes the end of the American presence in Vietnam in April 1975?,The helicopter evacuation from the roof of the United States embassy in Saigon,The signing of the peace treaty by Ho Chi Minh at the White House,The victory parade of American troops in Hanoi,The total destruction of the city of Saigon by an atomic bomb,The fall of Saigon and the hasty evacuation of the last American personnel iconically mark the total failure of the intervention.
33,History,Cold War & Contemporary World,The Nuremberg trials (1945-1946),What position did Churchill initially defend regarding the fate of Nazi leaders?,Executing them without a trial by politics decision,Granting them amnesty to promote peace in Europe,Judging them before a court composed solely of neutral judges,Locking them up for life in a distant penal colony,"Unlike the Americans who wanted a trial, Churchill (and initially the British) feared that a trial would serve as a platform for the Nazis and preferred summary execution.",Which American jurist was the main architect of the trial and the evidence strategy?,Robert Jackson,Thomas Jefferson,George Marshall,Franklin Roosevelt,"Robert Jackson, United States attorney general, imposed the idea of a trial based on irrefutable documentary evidence rather than simple testimonies.",Which charge was specifically created to judge the extermination of populations?,The crime against humanity,The crime of high treason,The classic war crime,The crime of international sedition,The crime against humanity was defined at the Nuremberg trial to describe acts of persecution and systematic extermination that did not fit into the classic framework of war crimes.,How did the Nuremberg tribunal handle the defense of 'I was following orders'?,It was rejected as a ground for exoneration of responsibility,It was accepted for all lower-ranking military personnel,It allowed the acquittal of half of the defendants,It was deemed admissible only for civilian ministers,"Nuremberg established the principle that an illegal order does not justify a crime. Each individual remains responsible for their actions before humanity, even if they are obeying a superior.",What was the main role of documentary evidence according to the prosecutors?,To establish an indisputable historical truth for the future,To speed up the trial to finish before the winter of 1945,To demonstrate that the Allied soldiers had committed no faults,To avoid having camp survivors testify because they were too traumatized,Robert Jackson wanted the documents written by the Nazis themselves to serve as definitive historical evidence to prevent any future denialism.
34,History,Cold War & Contemporary World,Decolonization: an overview (1945-1975),"Which 1941 document, signed by Churchill and Roosevelt, proclaims the right of peoples to self-determination?",Atlantic Charter,United Nations Declaration,Marshall Plan,San Francisco Charter,"Signed in August 1941, this declaration defines the Allied war aims and lays the foundations for a world based on self-determination, although Churchill attempted to exclude his colonies from it.",What is the main characteristic of British decolonization?,A mostly negotiated decolonization to maintain economic ties,A systematic maintenance by military force in India,A total and immediate abandonment of financial interests,The prohibition for former colonies to join the Commonwealth,The United Kingdom prioritized dialogue with nationalist elites in order to transform its empire into a zone of commercial influence called the Commonwealth.,Why did the OAU advocate for the intangibility of borders in 1963?,To prevent their questioning from triggering systematic wars,Because these borders perfectly corresponded to local ethnicities,At the express request of the UN to facilitate humanitarian aid,Because they were based on perfect natural geographical criteria,"Even if the borders resulting from colonization were considered unfair and artificial, African leaders feared that wanting to change them would open a Pandora's box of infinite territorial conflicts.","Which major Event marked the entry of the ""Third World"" onto the diplomatic stage in 1955?",Bandung Conference,Évian Accords,Creation of the UN,Proclamation of Ghana's independence,The Bandung Conference brought together 29 African and Asian countries that asserted their desire to no longer depend on the great powers and condemned colonialism.,"What is the Concept of ""Neocolonialism""?",Neocolonialism,The return of military troops to re-occupy territories,An artistic Movement inspired by former colonial cultures,The right of colonizers to keep their citizenship after independence,"Neocolonialism refers to the maintenance of unequal power relations through debt, multinational investments, or control of resources, without direct territorial control."
35,History,Cold War & Contemporary World,Apartheid and Mandela (1948-1994),Which 1950 Law constitutes the foundation of apartheid by classifying every inhabitant into a racial category?,The Population Registration Act,The Bantu Education Act,The Group Areas Act,The Pretoria Constitution,"The 1950 Population Registration Act is the fundamental Law that defines the racial categories (Whites, Blacks, Metis, Indians) upon which the entire legal framework of apartheid is based.",How long did Nelson Mandela remain imprisoned before his release in 1990?,27 years,15 years,32 years,46 years,"Mandela was imprisoned from 1963 to 1990. These 27 years of captivity, mainly spent in the Robben Island penal colony, made him a World symbol of resistance to oppression.",Which dramatic 1960 Event led Mandela to found the armed wing of the ANC?,The Sharpeville massacre,The Rivonia Trial,The Soweto riots,The arrest of Steve Biko,"After the Sharpeville massacre (69 deaths), Mandela concluded that the strategy of systematic non-violence was ineffective against the regime's brutality and co-founded 'The Spear of the Nation'.",What result did the ANC and Nelson Mandela achieve in the 1994 elections?,62.6% of the vote,51.2% of the vote,82.4% of the vote,95.0% of the vote,"Mandela was elected president in the first multiracial elections with 62.6% of the vote, a clear victory but one that required the formation of a government of national unity to maintain stability.",What was the fundamental principle of the Truth and Reconciliation Commission?,Amnesty in exchange for a full confession,The systematic condemnation of former ministers,The expulsion of former white leaders,The mandatory payment of compensation by the State,The TRC was based on the exchange of truth for amnesty: perpetrators of crimes related to politics were pardoned if they publicly and fully recounted their acts before the victims.
36,History,Cold War & Contemporary World,The Cultural Revolution in China (1966-1976),Which dramatic Event weakened Mao's power before 1966?,The great famine resulting from the Great Leap Forward,The defeat against Japan in Manchuria,The invasion of China by the Soviet Union,The Boxer Rebellion in Beijing,"The economic failure of the Great Leap Forward (1958-1962) caused millions of deaths and forced Mao to cede power to pragmatists, which pushed him to launch the Cultural Revolution to take revenge.",Who are the Red Guards during the Cultural Revolution?,Students and high schoolers radicalized by Mao's ideology,The elite of the Chinese professional army,Mercenaries paid by Western powers,Elderly peasants refusing collectivization,The Red Guards were mainly young people (students and high schoolers) mobilized by Mao to purge society of its 'counter-revolutionary' elements.,What fate does Mao reserve for urban youth at the end of the 1960s?,They are sent to the countryside to be re-educated by peasants,They are integrated into high-tech factories in Shanghai,They are allowed to go study in Western universities,They are appointed as leading cadres of the Communist Party,"To end the anarchic chaos of the **Gardes rouges**, Mao orders their deportation to remote rural areas to be 're-educated' in contact with the harsh peasant reality.",Which **Événement** marks the symbolic and **Politique** end of the Cultural Revolution?,The death of Mao Zedong and the arrest of the **Bande des Quatre**,The coronation of **Napoléon III** in Beijing,The total destruction of the Forbidden City by the crowds,The independence of **Taïwan** recognized by China,The death of Mao in September 1976 and the immediate fall of the radicals (the **Bande des Quatre**) allow moderates to regain power and stop the **Mouvement**.,What is the official position of the Communist Party on this **Période** since 1981?,It is a 'grave error' committed by Mao Zedong,It is the golden age of Chinese technological development,It is a minor **Événement** that has left little mark on the **Histoire** of the country,It is a brilliant victory against the American invasion,"In 1981, the Party officially admitted that the Cultural Revolution was a disastrous error, while preserving the figure of Mao as the historical founder of the regime."
37,History,Cold War & Contemporary World,The Holocaust: mechanisms of a genocide,What do the Nuremberg **Loi**s adopted in September 1935 stipulate?,Jews are stripped of German citizenship and marriages between Jews and non-Jews are forbidden,Jews must wear a yellow star in public and are banned from public schools,All Jews of foreign nationality are deported out of the Reich,Jews are required to sell their businesses to Aryan citizens immediately,"The Nuremberg **Loi**s set the legal framework for racial exclusion by affecting citizenship and 'purity of blood'. The yellow star would only be imposed later, during the war.",What was the main operating method of the **Einsatzgruppen** starting from 1941?,Massacre by mass shootings at the edge of **Commune** pits in Eastern Europe,The transport of victims by trucks to the extermination camps in Poland,The internment of Jewish populations in overcrowded ghettos,The use of gas vans for the mobile extermination of politics opponents,"The Einsatzgruppen practiced the 'Shoah by bullets', direct executions behind the Soviet front. Death centers (gassing) appeared later to industrialize the process.",What was the main function of the Wannsee Conference (1942)?,To coordinate administrative logistics and transport between the various ministries,To take the formal decision to murder the Jews for the first time,To sign an armistice between Nazi Germany and the Soviet Union,To develop racial criteria to define who is Jewish according to the Law,"The conference did not decide on the extermination (already underway), but organized the bureaucratic cooperation essential for deporting 11 million people on a European scale.","At Auschwitz-Birkenau, what happened to people deemed ""unfit for work"" upon their arrival?",They were immediately taken to the gas chambers,They were sent back to their country of origin by train,They were placed in medical quarantine before being released,They were immediately assigned to agricultural forced labor,"During the selection on the ramp, those who could not serve as a labor force (children, the elderly) were eliminated the same day to maintain the camp's reception capacity.",What proportion of the European Jewish population was exterminated during the Shoah?,Two-thirds (approximately 6 million out of 9 million),Half of the World's Jewish population at the time,A quarter of the total population of Central Europe,Nearly 95% of Jews residing in Western Europe,The figure of 6 million victims represents approximately 66% of the pre-war European Jewish population (9 million).
38,History,Cold War & Contemporary World,"September 11, 2001",How was Osama bin Laden initially linked to the United States?,He benefited from indirect logistical support via Pakistan to fight the Soviet occupation in Afghanistan,He was a secret agent directly employed by the CIA under cover in New York,He received fighter pilot training at air bases in Florida,He was President Bush's personal advisor for oil affairs before entering religion,"During the Soviet-Afghan War, the United States supported the mujahideen (including bin Laden) to weaken the USSR, which allowed the future leader of Al-Qaeda to structure his network.",At what time does the first plane hit the World Trade Center?,At 8:46 am,At 9:03 am,At 9:11 am,At 9:37 am,"At 8:46 am, American Airlines Flight 11 hits the North Tower. The second plane (United Flight 175) hits the South Tower at 9:03 am.",Why did United Flight 93 crash in a field instead of a major target?,The passengers led a revolt against the terrorists to retake control of the plane,The plane was shot down by a missile fired by the US Air Force to protect Washington,The hijackers took the wrong direction following a failure of their GPS system,The plane ran out of kerosene following a significant delay during takeoff,"Thanks to phone calls, the passengers of Flight 93 learned about the other attacks and attacked the terrorists, forcing the plane to crash before reaching its target (the Capitol or the White House).",Which country do the United States invade immediately in October 2001?,Afghanistan,Iraq,Iran,Pakistan,Afghanistan is invaded first because the Taliban regime protected Osama bin Laden and Al-Qaeda training camps there.,What was one of the major legislative impacts in the United States after September 11?,The adoption of the PATRIOT Act massively increasing surveillance powers,The total ban on access to US territory for Arab nationals,The abolition of the CIA to replace it with a single intelligence service,The requirement for every citizen to own a firearm to prevent future hijackings,"The PATRIOT Act, passed in October 2001, profoundly modified American law by facilitating wiretapping and surveillance without a warrant to fight terrorism."
39,History,Cold War & Contemporary World,Athenian democracy,Which reform does Solon introduce in 594 BC to resolve the Athenian social crisis?,He abolishes debt slavery and cancels the debts of peasants,He establishes total equality between the rich and the poor,He created the drawing of lots for all public positions,He granted citizenship to deserving slaves,"Solon put an end to the 'seisachtheia' (the shaking off of burdens), freeing the peasants whose bodies served as collateral for creditors.",Which Institution is responsible for preparing the Laws debated at the Ekklesia?,The Boule (Council of Five Hundred),The Heliaia court,The council of Generals,The college of Archons,The Boule is the technical council drawn by lot that manages the agenda of the Ekklesia and the daily administration of the city.,What was the main role of the 'misthos' established under Pericles?,To allow poor citizens to participate in Politics without losing their income,To pay soldiers for their military campaigns,To finance the construction of temples on the Acropolis,To help metics pay their taxes,"By remunerating public participation, Pericles made democracy accessible to those who had to work for a living.",Why is Athenian democracy described as exclusionary?,It reserved power for a minority of free men (about 10-15% of the population),It forbade the poor from voting despite the reforms,It required knowing how to read and write to access the Ekklesia,It punished with death any citizen who did not vote,"Citizenship was a closed privilege excluding women, slaves, and metics, meaning the vast majority of inhabitants.",What criticism did Plato make toward democracy?,He saw it as the unstable reign of opinion and of the Demagogue,He thought the drawing of lots was too slow for the administration,He reproached the Ekklesia for not voting for enough military budgets,He considered that women should have participated in power,"Plato feared that the crowd, manipulated by skilled speakers (demagogues), would make unjust or irrational decisions."
40,History,Cold War & Contemporary World,The American Civil War (1861-1865),How many slaves were working in the American South on the eve of the Civil War?,4 million slaves,"500,000 slaves",10 million slaves,1 million slaves,"The Southern economic system relied on a population of 4 million captives, which represented a colossal financial and social stake for the planters.",Which political Event triggers the secession of the first Southern States in 1860?,The election of Abraham Lincoln to the presidency,The assassination of the incumbent president,The immediate vote on the 13th Amendment,The North's official declaration of war,"Lincoln was elected without any Southern votes, which convinced the Southern States that they no longer had any influence within the Union.",Which battle in September 1862 is documented as the bloodiest day in American History?,Antietam,Gettysburg,Fort Sumter,Appomattox,"The Battle of Antietam caused 23,000 casualties in a single day, surpassing all Other single clashes in United States History.",What is the major diplomatic effect of the Emancipation Proclamation of 1863?,It prevents European powers from supporting the Confederacy,It causes France's immediate entry into the war against the North,It instantly puts an end to the fighting in Georgia,It forces the general Lee to resign from his command,"By making abolition the goal of the war, Lincoln made it morally impossible for England or France to ally with the South.",Where and when does the general Robert E. Lee sign the surrender of his army?,At Appomattox in April 1865,At Gettysburg in July 1863,At Washington in December 1865,At Fort Sumter in April 1861,"The surrender at Appomattox Court House on April 9, 1865, marks the effective end of major military operations for the Confederacy."

# Sciences
"ID",Matière,Sous-catégorie,Titre,QCM1 — Question,QCM1 — ✅ Bonne réponse,QCM1 — ❌ Mauvaise 1,QCM1 — ❌ Mauvaise 2,QCM1 — ❌ Mauvaise 3,QCM1 — Explication,QCM2 — Question,QCM2 — ✅ Bonne réponse,QCM2 — ❌ Mauvaise 1,QCM2 — ❌ Mauvaise 2,QCM2 — ❌ Mauvaise 3,QCM2 — Explication,QCM3 — Question,QCM3 — ✅ Bonne réponse,QCM3 — ❌ Mauvaise 1,QCM3 — ❌ Mauvaise 2,QCM3 — ❌ Mauvaise 3,QCM3 — Explication,QCM4 — Question,QCM4 — ✅ Bonne réponse,QCM4 — ❌ Mauvaise 1,QCM4 — ❌ Mauvaise 2,QCM4 — ❌ Mauvaise 3,QCM4 — Explication,QCM5 — Question,QCM5 — ✅ Bonne réponse,QCM5 — ❌ Mauvaise 1,QCM5 — ❌ Mauvaise 2,QCM5 — ❌ Mauvaise 3,QCM5 — Explication
1,Sciences,Our daily life explained,Why is the sky blue?,How many times more effectively is blue scattered than red by the atmosphere?,9 times more,2 times more,50 times more,It is not scattered more effectively,"According to Rayleigh's Law, scattering is inversely proportional to the 4th power of the wavelength, which makes blue about 9 times more scattered than red.",Why do our eyes perceive the sky as blue rather than violet?,The Sun emits more blue and our eyes are more sensitive to it,Violet is totally absorbed by space,Violet light does not pass through the atmosphere,Blue is the only color scattered by nitrogen,"Although violet is scattered more, the solar spectrum contains more blue and the physiology of the human eye favors the detection of blue over violet.",Which physicist theorized this scattering phenomenon in 1871?,Lord Rayleigh,Isaac Newton,Albert Einstein,James Clerk Maxwell,"John William Strutt, known as Lord Rayleigh, mathematically described in 1871 how light is scattered by molecules much smaller than its wavelength.",Why does the sun appear red when it sets?,"Light passes through more air, filtering out all the blue",The sun cools down in the evening and changes color,The Earth moves away from the sun at the end of the day,Air molecules change their nature with darkness,"At the horizon, the path of light through the atmosphere is longer; short waves (blue) are scattered before arriving, leaving only red to pass through.",What is the dominant color of the Mars sky during the day?,Pinkish-orange,Azure blue,Emerald green,Deep black,"Mars' atmosphere is rich in iron oxide dust that scatters light differently than Earth, often giving a pinkish or orange tint to the sky."
2,Sciences,Our daily life explained,Why do we dream?,During which phase of sleep do the vast majority of complex dreams occur?,REM sleep (Rapid Eye Movement),Deep slow-wave sleep,Light slow-wave sleep,The falling asleep phase,REM sleep is characterized by intense brain activity while the body undergoes complete Muscle atonia.,What is the supposed role of the 'threat simulation' Theory?,To train the brain to handle real dangers in a risk-free environment,To eliminate toxins accumulated in the muscles during the day,To predict future Events through unconscious signals,To prevent the brain from waking up too early through visual stimuli,This Theory suggests that dreaming allows for testing reactions to aggression or dangers to improve survival chances.,What neurochemical explanation justifies the forgetting of dreams upon waking?,The drastic drop in Norepinephrine levels preventing long-term memorization,The brain actively erases dreams to avoid confusing them with reality,Daylight instantly destroys dream neurotransmitters,Cerebral glucose is completely depleted at the end of the REM phase,"Without Norepinephrine, the brain cannot transfer dream information to permanent memory storage.",What biologically characterizes a lucid dream?,"The reactivation of the Prefrontal cortex, the seat of logic and self-reflection",A partial awakening of the motor system allowing Movement during the dream,A perfect synchronization of both brain hemispheres,The total absence of rapid eye movements during the REM phase,The lucid dream occurs when an area linked to critical consciousness (the Prefrontal cortex) activates while the rest of the brain is dreaming.,What is the function of the Muscle atonia mechanism during dreaming?,To prevent the sleeper from physically acting out the actions they dream about,To allow the joints to regenerate without pressure,To force the brain to consume less oxygen during the night,To induce a drop in blood pressure to protect the heart,"The brain paralyzes the voluntary muscles to protect the individual, thus avoiding injuries caused by sudden movements."
3,Sciences,Our daily life explained,Why does ice float?,At what temperature is the density of liquid water at its maximum?,4°C,0°C,100°C,20°C,"At 4°C, the water molecules are at their closest to each other. Below this, the pre-crystalline organization begins to spread them apart.",By approximately what percentage does the volume of water increase when passing to a solid state?,9%,1%,25%,50%,"The hexagonal crystalline structure of ice imposes a spacing that increases the volume by 9%, thereby reducing the density by the same amount.",What structure do water molecules adopt when freezing?,A hexagonal crystalline structure,A compact cubic structure,A rigid linear chain,A random spherical stack,Hydrogen bonds stabilized at 0°C impose this hexagonal geometry which creates characteristic 'voids' in the ice.,Why can aquatic life survive under a frozen lake?,The ice on the surface acts as a thermal insulator for the liquid water below,The ice releases oxygen by melting from the bottom,Fish produce their own heat to melt the ice,The pressure of the ice prevents water from reaching 0°C,"The low thermal conductivity of the surface ice layer prevents the entire body of water from freezing, maintaining the bottom temperature between 0 and 4°C.",What is the name of the phenomenon where rocks burst due to water freezing?,Frost weathering,Hydrogen sedimentation,Thermal expansion,Crystalline sublimation,"This is one of the mechanical effects of the increase in water volume when freezing (9%), which exerts destructive pressure inside cracks."
4,Sciences,Our daily life explained,Why is seawater salty?,What is the average salt concentration of seawater?,About 35 to 37 grams per litre,3.5 grams per litre,100 grams per litre,1 gram per litre,"The world ocean's average salinity is about 3.5%, which corresponds to 35-37 grams of dissolved minerals per litre of water.",What is the primary initial source of sodium and chloride ions in the oceans?,The erosion of continental rocks by acid rain,The melting of polar glaciers,The perspiration of marine organisms,Industrial human pollution,"Rainwater charged with carbonic acid erodes continental rocks, releasing minerals that are transported by rivers to the sea.",Why doesn't salt escape the oceans during the water cycle?,Salt is too heavy to evaporate with water molecules,Salt is held by algae at the bottom of the water,Ocean currents suck the salt toward the center of the Earth,Salt is absorbed by clouds but falls back down immediately,"Evaporation only affects pure water; dissolved salts remain in the ocean, leading to their progressive concentration over billions of years.",What is the main characteristic of the Dead Sea water?,It is 10 times saltier than the ocean (340 g/L),It is less salty than the ocean because of its altitude,It contains only fresh water from the Jordan River,Its salinity is the same as that of the Atlantic,"Due to extreme evaporation in a closed basin, the Dead Sea reaches a record concentration preventing macroscopic life.",What is the impact of salinity on ocean currents?,"It increases the density of water, causing it to sink and creating deep currents","It prevents water from freezing, slowing down currents","It makes water lighter, favoring only surface currents","It has no impact, only winds direct the oceans","Salt makes water heavier. At the poles, very salty and cold water sinks to the bottom, powering the global conveyor belt of the Thermohaline circulation."
5,Sciences,Our daily life explained,Why are there seasons?,What is the major misconception about the cause of the seasons?,The seasons are said to be caused by the Earth-Sun distance,The seasons would be identical in both hemispheres,The Earth's axis would change orientation every month,Sunspots would cause winter seasons,"Many wrongly believe that the Earth is closer to the Sun in summer, when it is actually at perihelion (closer) in January.",What is the value of the tilt of the Earth's axis of rotation?,23.5°,90°,5.4°,45.5°,The tilt of 23.5° relative to the plane of the Ecliptic is the fundamental constant that generates seasonal cycles.,Toward which point in space does the Earth's axis constantly point?,The North Star,The center of the galaxy,Venus,The star Sirius,"The Earth's axis maintains a fixed tilt in space, always pointing towards the North Star despite the Earth's **Movement** around the Sun.",How does the angle of incidence influence the heat received on the ground?,An oblique ray spreads its energy over a larger surface area,An oblique ray is colder because of its different color,Oblique rays bounce off the air before hitting the ground,The distance traveled in space is longer for oblique rays,"Energy concentration is at its maximum when rays are vertical; when they are oblique, the energy is diluted over a wider surface.",Why are the seasons reversed between Australia and France?,Because the tilt of the axis orients the two hemispheres differently in relation to the Sun,Because Australia is closer to the Sun in December,Because of the rotation of the Earth on its axis every 24 hours,Australia is located on the plane of the **Ecliptic**,"Due to the tilt of the axis, when the Northern Hemisphere leans towards the Sun, the Southern Hemisphere leans away, creating opposite seasons."
6,Sciences,Our daily life explained,How do planes fly?,What are the four forces that balance each other out during stable flight?,"Lift (upwards), weight (downwards), thrust (forwards) and drag (backwards)","Suction (upwards), gravity (downwards), propulsion (forwards) and friction (backwards)","Sustentation, terrestrial attraction, impulse and aerodynamic resistance","Pressure (downwards), depression (upwards), traction (forwards) and friction (backwards)",These four forces are the pillars of aerodynamics: lift against weight (vertical axis) and thrust against drag (horizontal axis).,Why is the explanation of lift by **Bernoulli** alone incomplete?,"Lift also comes from the **Air deflection** downwards by the tilted wing, through action-reaction","**Bernoulli** only applies to incompressible fluids, yet air is compressible at high speed","**Bernoulli** lift is only sufficient for curved wings, not for straight wings",The **Bernoulli** effect is too weak to lift heavy planes,"If only the curved **Bernoulli** profile mattered, a plane could not fly upside down; one must also rely on **Air deflection** (**Newton**'s **Law**s).",Which flight control system replaces direct mechanical connections today?,Fly-by-wire,Autopilot,Servo-control,Drive-by-wire,"Fly-by-wire converts the pilot's movements into computer-processed electrical signals, replacing old cables and pulleys.",What is the role of the ailerons on an aircraft's wings?,Controlling roll,Reducing drag at high speed,Increasing lift during takeoff,Controlling pitch,"The ailerons tilt in opposite directions to rotate the aircraft on its longitudinal axis, which is known as roll.",What are flaps and leading-edge slats used for?,Increasing lift at low speed,Increasing the aircraft's maximum speed,Reducing the weight of the aircraft,Preventing turbulence at high altitude,"By modifying the wing's curvature, these devices allow the aircraft to stay airborne even when it slows down for landing."
7,Sciences,Our daily life explained,Why do we yawn?,Which popular theory about yawning has been scientifically refuted?,The oxygen deprivation theory,The thermoregulation theory,The social empathy theory,The alertness theory,"Studies have shown that breathing oxygen-enriched air does not decrease yawning, proving that it is not a respiratory reflex.","According to the thermoregulation theory, what is the effect of yawning?",Cooling the brain to maintain its performance,Warming the blood before it reaches the brain,Increasing blood pressure in the legs,Reducing the temperature of the lungs only,"Yawning acts as a heat exchanger, using inhaled air and the stretching of the sinuses to cool the cranial area.",Which neurological system explains why yawning is contagious?,Mirror neurons,The reward system (Dopamine),The optic nerve only,The primary visual cortex,"Mirror neurons make us internally simulate the actions observed in others, which triggers the reflex through empathy.",At what stage of human life do the first yawns appear?,At the 11th week of pregnancy,Right at birth (first breath),At around 6 months of age after birth,At the 24th week of pregnancy,"Yawning is one of the first reflexes observed in the fetus, playing a major role in its neurological development.","In children, when does yawning become contagious?",Between 4 and 5 years old,From birth,At around 18 months of age,During adolescence,The contagiousness of yawning requires empathy skills that only mature in children between the ages of 4 and 5.
8,Sciences,Our daily life explained,How does memory work?,Approximately how many items can working memory (short-term) hold?,"About 7 items, plus or minus 2",3 items,20 items,50 items,"According to Miller's rule cited in the course, the brain's immediate processing capacity is limited to about 7 units of information.",What is the main difference between episodic memory and semantic memory?,"Episodic memory concerns personal experience, while semantic memory concerns general knowledge","Episodic memory is unconscious, while semantic memory requires effort",Episodic memory lasts for a shorter time than semantic memory,Episodic memory only concerns strong emotions,"Episodic memory stores contextualized events from our life (memories), while semantic memory manages facts and **Concepts** (knowledge).",What is the crucial role of **The hippocampus** according to neuroscientific research?,It indexes and transfers memories to the cortex for consolidation,It serves as a permanent storage area for all memories,It is solely responsible for **procedural memory** and motor skills,It destroys useless memories to avoid saturation,The **hippocampus** acts as a gateway: it processes incoming information and helps its transfer to the **neocortex** during sleep.,What did Elizabeth Loftus's work on memory highlight?,Memory is a malleable **Reconstruction** subject to false memories,Memory is an infallible recording if the witness is sincere,One cannot implant false memories in a healthy adult,Forgetting is systematically due to an organic brain disease,"Her studies show that external suggestions can modify or create memories from scratch, proving that memory is a constant **Reconstruction**.","Specifically, what happens during sleep for memorization?",The **hippocampus** replays information to stabilize it in the cortex,The brain stops processing information to rest,The **working memory** empties without transferring anything,Neurons disconnect to erase the day,The course states that sleep is the consolidation phase where the dialogue between the **hippocampus** and the **neocortex** perpetuates the day's learning.
