courseId,aliasTerm,canonicalDisplayTerm,classification,explanation,source
course_15_la_belle_epoque_1871_1914,υπόθεση Ντρέιφους (1894-1906),Η υπόθεση Ντρέιφους (1894-1906),evenementConnexe,"Ένας Εβραίος αξιωματικός, ο Άλφρεντ Ντρέιφους, καταδικάστηκε άδικα για κατασκοπεία από ένα αντισημιτικό γενικό επιτελείο. Η υπόθεση διέλυσε τη Γαλλία μεταξύ των Ντρέιφουζαρντ και των αντιντρεϋφουσάρδων, αποκαλύπτοντας βαθιές εντάσεις μέσα στη γαλλική κοινωνία.",short_form
course_15_la_belle_epoque_1871_1914,θετικισμός του Auguste Comte,Ο θετικισμός του Auguste Comte,concept,"Φιλοσοφία σύμφωνα με την οποία η επιστήμη θα λύσει όλα τα ανθρώπινα προβλήματα. Το κυρίαρχο δόγμα της Belle Époque, εξηγεί την αισιοδοξία αυτής της περιόδου και τη βάναυση συντριβή της από τον πόλεμο του 1914.",short_form
course_15_la_belle_epoque_1871_1914,υπόθεση Ντρέιφους,Η υπόθεση Ντρέιφους,evenementConnexe,"Ένας Εβραίος αξιωματικός, ο Άλφρεντ Ντρέιφους, καταδικάστηκε άδικα για κατασκοπεία από ένα αντισημιτικό γενικό επιτελείο. Η υπόθεση διέλυσε τη Γαλλία μεταξύ των Ντρέιφουζαρντ και των αντιντρεϋφουσάρδων, αποκαλύπτοντας βαθιές εντάσεις μέσα στη γαλλική κοινωνία.",short_form
course_16_la_bataille_de_verdun_1916,The Battle of the Somme,The Battle of the Somme (1916),evenementConnexe,"Η γαλλο-βρετανική επίθεση ξεκίνησε την 1η Ιουλίου 1916, για να ανακουφίσει τον Βερντέν. Προκάλεσε 60.000 απώλειες Βρετανών μόνο την πρώτη μέρα - την πιο θανατηφόρα ημέρα στη βρετανική στρατιωτική ιστορία.",short_form
course_16_la_bataille_de_verdun_1916,μάχη του Σομ,Η μάχη του Σομ,evenementConnexe,"Η γαλλο-βρετανική επίθεση ξεκίνησε την 1η Ιουλίου 1916, για να ανακουφίσει τον Βερντέν. Προκάλεσε 60.000 απώλειες Βρετανών μόνο την πρώτη μέρα - την πιο θανατηφόρα ημέρα στη βρετανική στρατιωτική ιστορία.",short_form
course_16_la_bataille_de_verdun_1916,Μάχη του Σομ,Μάχη του Σομ (1916),evenementConnexe,"Η γαλλο-βρετανική επίθεση ξεκίνησε την 1η Ιουλίου 1916, για να ανακουφίσει τον Βερντέν. Προκάλεσε 60.000 απώλειες Βρετανών μόνο την πρώτη μέρα - την πιο θανατηφόρα ημέρα στη βρετανική στρατιωτική ιστορία.",short_form
course_18_la_grande_depression_1929,Gold Standard,Το Gold Standard,concept,"Ένα νομισματικό σύστημα όπου τα νομίσματα ήταν μετατρέψιμα σε χρυσό με σταθερή ισοτιμία, περιορίζοντας την ικανότητα των κρατών να δημιουργούν χρήματα. Εξάπλωσε μηχανικά την αμερικανική κρίση σε ολόκληρο τον κόσμο: όταν οι Ηνωμένες Πολιτείες μείωσαν την προσφορά χρήματος, όλες οι χώρες που συνδέονται με τον χρυσό υπέφεραν.",short_form
course_18_la_grande_depression_1929,New Deal του Ρούσβελτ (1933),Το New Deal του Ρούσβελτ (1933),evenementConnexe,"Ένα σύνολο αμερικανικών προγραμμάτων που συνδυάζουν οικονομικά κίνητρα (δημόσια έργα μεγάλης κλίμακας), οικονομική μεταρρύθμιση (FDIC, SEC) και κοινωνική προστασία. Δεν τερμάτισε την κρίση, αλλά δημιούργησε τα θεμέλια του αμερικανικού κράτους πρόνοιας.",short_form
course_18_la_grande_depression_1929,New Deal του Ρούσβελτ,Το New Deal του Ρούσβελτ,evenementConnexe,"Ένα σύνολο αμερικανικών προγραμμάτων που συνδυάζουν οικονομικά κίνητρα (δημόσια έργα μεγάλης κλίμακας), οικονομική μεταρρύθμιση (FDIC, SEC) και κοινωνική προστασία. Δεν τερμάτισε την κρίση, αλλά δημιούργησε τα θεμέλια του αμερικανικού κράτους πρόνοιας.",short_form
course_20_hiroshima_et_nagasaki_1945,σοβιετική εισβολή στη Μαντζουρία (9 Αυγούστου 1945),Η σοβιετική εισβολή στη Μαντζουρία (9 Αυγούστου 1945),evenementConnexe,"Ο Στάλιν κήρυξε τον πόλεμο στην Ιαπωνία ακριβώς την ημέρα της βόμβας στο Ναγκασάκι, εισβάλλοντας στη Μαντζουρία. Μερικοί ιστορικοί πιστεύουν ότι αυτή η σοβιετική απειλή ήταν τόσο καθοριστική όσο οι βόμβες στην απόφαση της Ιαπωνίας να παραδοθούν.",short_form
course_20_hiroshima_et_nagasaki_1945,σοβιετική εισβολή στη Μαντζουρία,Η σοβιετική εισβολή στη Μαντζουρία,evenementConnexe,"Ο Στάλιν κήρυξε τον πόλεμο στην Ιαπωνία ακριβώς την ημέρα της βόμβας στο Ναγκασάκι, εισβάλλοντας στη Μαντζουρία. Μερικοί ιστορικοί πιστεύουν ότι αυτή η σοβιετική απειλή ήταν τόσο καθοριστική όσο οι βόμβες στην απόφαση της Ιαπωνίας να παραδοθούν.",short_form
course_21_rosa_parks_et_montgomery_1955,νόμοι του Τζιμ Κρόου,Οι νόμοι του Τζιμ Κρόου,concept,"Σύνολο πολιτειακών νόμων που καθιερώνουν τον φυλετικό διαχωρισμό στον Αμερικανικό Νότο μετά το 1877. Το όνομά τους προέρχεται από μια στερεότυπη μινστράλ που παρουσιάζει το Σχήμα. Οργάνωσαν τον πλήρη διαχωρισμό σε σχολεία, συγκοινωνίες, νοσοκομεία και όλους τους δημόσιους χώρους.",short_form
course_21_rosa_parks_et_montgomery_1955,Brown v. Board of Education,Brown v. Board of Education (1954),evenementConnexe,Απόφαση του Ανωτάτου Δικαστηρίου των ΗΠΑ που κηρύσσει αντισυνταγματικό τον διαχωρισμό στα δημόσια σχολεία. Αυτή η απόφαση έδωσε νομική ώθηση στο Κίνημα Πολιτικών Δικαιωμάτων και εξηγεί γιατί τότε ο Μοντγκόμερι αμφισβητήθηκε επίσης στα δικαστήρια.,short_form
course_22_la_crise_des_missiles_de_cuba_1962,MAD,Αμοιβαία Εξασφαλισμένη Καταστροφή (MAD),concept,Πυρηνικό δόγμα που δηλώνει ότι ούτε οι Ηνωμένες Πολιτείες ούτε η ΕΣΣΔ θα μπορούσαν να επιβιώσουν από έναν πυρηνικό πόλεμο. Αυτή η λογική του ισορροπημένου τρόμου απέτρεψε τους πάντες να επιτεθούν και δομεί ολόκληρη τη δυναμική της κουβανικής κρίσης.,short_form
course_22_la_crise_des_missiles_de_cuba_1962,Αμοιβαία Εξασφαλισμένη Καταστροφή,Αμοιβαία Εξασφαλισμένη Καταστροφή (MAD),concept,Πυρηνικό δόγμα που δηλώνει ότι ούτε οι Ηνωμένες Πολιτείες ούτε η ΕΣΣΔ θα μπορούσαν να επιβιώσουν από έναν πυρηνικό πόλεμο. Αυτή η λογική του ισορροπημένου τρόμου απέτρεψε τους πάντες να επιτεθούν και δομεί ολόκληρη τη δυναμική της κουβανικής κρίσης.,short_form
course_22_la_crise_des_missiles_de_cuba_1962,The Bay of Pigs Invasion,The Bay of Pigs Invasion (Απρίλιος 1961),evenementConnexe,"Αποτυχημένη απόπειρα εισβολής στην Κούβα από Κουβανούς εξόριστους εκπαιδευμένους από τη CIA. Η ταπεινωτική αποτυχία αποδυνάμωσε τον Κένεντι, ενθάρρυνε τον Χρουστσόφ να πάρει ρίσκα και ενίσχυσε τον Κάστρο, δημιουργώντας τις προϋποθέσεις για την κρίση του 1962.",short_form
course_23_la_guerre_d_algerie_1954_1962,πραξικόπημα των στρατηγών,Το πραξικόπημα των στρατηγών,evenementConnexe,"Αποτυχημένη απόπειρα πραξικοπήματος στο Αλγέρι τον Απρίλιο του 1961 από τέσσερις στρατηγούς (Challe, Jouhaud, Zeller, Salan) που αντιτάχθηκαν στην πολιτική αυτοδιάθεσης του Charles de Gaulle.",short_form
course_24_la_bataille_de_dien_bien_phu_1954,Οι Συμφωνίες της Γενεύης,Οι Συμφωνίες της Γενεύης (Ιούλιος 1954),evenementConnexe,"Συμφωνίες που τερματίζουν τον πόλεμο της Ινδοκίνας: Το Βιετνάμ χωρίστηκε στον 17ο παράλληλο. Οι εκλογές επανένωσης που είχαν προγραμματιστεί για το 1956 δεν έγιναν ποτέ, σπέρνοντας τους σπόρους του αμερικανικού πολέμου που επρόκειτο να ακολουθήσει.",short_form
course_24_la_bataille_de_dien_bien_phu_1954,συμφωνίες της Γενεύης,Οι συμφωνίες της Γενεύης,evenementConnexe,"Συμφωνίες που τερματίζουν τον πόλεμο της Ινδοκίνας: Το Βιετνάμ χωρίστηκε στον 17ο παράλληλο. Οι εκλογές επανένωσης που είχαν προγραμματιστεί για το 1956 δεν έγιναν ποτέ, σπέρνοντας τους σπόρους του αμερικανικού πολέμου που επρόκειτο να ακολουθήσει.",short_form
course_25_le_genocide_armenien_1915_1916,σφαγές των Χαμιδών (1894-1896),Οι σφαγές των Χαμιδών (1894-1896),evenementConnexe,"Πρώτο κύμα σφαγών των Αρμενίων υπό τον Σουλτάνο Αμπντούλ Χαμίτ Β', προκαλώντας μεταξύ 100.000 και 300.000 θανάτους. Αυτό το μη εγκεκριμένο προηγούμενο έδειξε στις μελλοντικές οθωμανικές αρχές ότι τέτοια εγκλήματα θα μπορούσαν να μείνουν ατιμώρητα.",short_form
course_25_le_genocide_armenien_1915_1916,Νεότουρκοι,Οι Νεότουρκοι,referenceHistorique,"Τουρκικό εθνικιστικό κίνημα που ανέτρεψε τον Σουλτάνο Αμπντούλ Χαμίτ Β' το 1908. Η τριάδα Ενβέρ-Ταλαάτ-Τσεμάλ, εξτρεμιστές εθνικιστές, οργάνωσαν τη γενοκτονία στο πλαίσιο του πολέμου, σε ένα έργο για μια «εθνικά καθαρή Τουρκία».",short_form
course_25_le_genocide_armenien_1915_1916,σφαγές των Χαμιδών,Οι σφαγές των Χαμιδών,evenementConnexe,"Πρώτο κύμα σφαγών των Αρμενίων υπό τον Σουλτάνο Αμπντούλ Χαμίτ Β', προκαλώντας μεταξύ 100.000 και 300.000 θανάτους. Αυτό το μη εγκεκριμένο προηγούμενο έδειξε στις μελλοντικές οθωμανικές αρχές ότι τέτοια εγκλήματα θα μπορούσαν να μείνουν ατιμώρητα.",short_form
course_26_la_creation_de_l_onu_1945,Διεθνές Δικαστήριο της Δικαιοσύνης (ICJ),Το Διεθνές Δικαστήριο της Δικαιοσύνης (ICJ),lieuInstitution,"Το δικαστικό όργανο του ΟΗΕ με έδρα τη Χάγη, το οποίο επιλύει διαφορές μεταξύ κρατών. Σε αντίθεση με το ΔΠΔ (το οποίο κρίνει άτομα), κρίνει κράτη. Οι αποφάσεις της είναι δεσμευτικές αλλά δεν έχει μηχανισμό επιβολής.",short_form
course_26_la_creation_de_l_onu_1945,Διάσκεψη της Γιάλτας,Η Διάσκεψη της Γιάλτας,evenementConnexe,"Συνάντηση Ρούσβελτ, Τσόρτσιλ και Στάλιν που θέτει τα θεμέλια της μεταπολεμικής παγκόσμιας τάξης: διαίρεση της Ευρώπης σε ζώνες επιρροής, προϋποθέσεις για την είσοδο των Σοβιετικών εναντίον της Ιαπωνίας, δημιουργία δομής του ΟΗΕ.",short_form
course_26_la_creation_de_l_onu_1945,Διεθνές Δικαστήριο της Δικαιοσύνης,Το Διεθνές Δικαστήριο της Δικαιοσύνης,lieuInstitution,"Το δικαστικό όργανο του ΟΗΕ με έδρα τη Χάγη, το οποίο επιλύει διαφορές μεταξύ κρατών. Σε αντίθεση με το ΔΠΔ (το οποίο κρίνει άτομα), κρίνει κράτη. Οι αποφάσεις της είναι δεσμευτικές αλλά δεν έχει μηχανισμό επιβολής.",short_form
course_26_la_creation_de_l_onu_1945,Διεθνές Δικαστήριο Δικαιοσύνης,Διεθνές Δικαστήριο Δικαιοσύνης (ICJ),lieuInstitution,"Το δικαστικό όργανο του ΟΗΕ με έδρα τη Χάγη, το οποίο επιλύει διαφορές μεταξύ κρατών. Σε αντίθεση με το ΔΠΔ (το οποίο κρίνει άτομα), κρίνει κράτη. Οι αποφάσεις της είναι δεσμευτικές αλλά δεν έχει μηχανισμό επιβολής.",short_form
course_27_la_naissance_de_l_ue_de_la_ceca_a_maastr,Συνθήκη του Μάαστριχτ,Η Συνθήκη του Μάαστριχτ,evenementConnexe,"Ιδρυτική συνθήκη της Ευρωπαϊκής Ένωσης για τη δημιουργία ευρωπαϊκής ιθαγένειας, έναρξη της διαδικασίας του ενιαίου νομίσματος (το ευρώ το 2002), καθιέρωση κοινής εξωτερικής πολιτικής και αυστηρά κριτήρια οικονομικής σύγκλισης.",short_form
course_28_le_genocide_rwandais_1994,Συμφωνίες της Αρούσα,Οι Συμφωνίες της Αρούσα,evenementConnexe,"Ειρηνευτική συμφωνία μεταξύ της κυβέρνησης Χούτου και του RPF (Πατριωτικό Μέτωπο της Ρουάντα). Οι εξτρεμιστές Χούτου, αρνούμενοι κάθε κατανομή εξουσίας, οργάνωσαν τη γενοκτονία για να αποτρέψουν την εφαρμογή της.",short_form
course_29_la_chute_du_mur_de_berlin_1989,Άνοιξη της Πράγας,Η Άνοιξη της Πράγας,evenementConnexe,"Φιλελεύθερη μεταρρύθμιση του κομμουνισμού στην Τσεχοσλοβακία, συντριβή από την εισβολή των σοβιετικών αρμάτων μάχης. Η απόφαση του Γκορμπατσόφ να μην επαναλάβει αυτή την παρέμβαση το 1989 ήταν επομένως ιστορικά επαναστατική.",short_form
course_30_la_blitzkrieg_1940,γραμμή Maginot,Η γραμμή Maginot,referenceHistorique,"Γραμμή οχυρώσεων που χτίστηκε από τη Γαλλία τη δεκαετία του 1930 κατά μήκος των γαλλογερμανικών συνόρων. Το Blitzkrieg το παρέκαμψε μέσα από τις βελγικές Αρδέννες, που υποτίθεται ότι ήταν αδιάβατο για τανκς - καθιστώντας τη γραμμή Maginot εντελώς άχρηστη.",short_form
course_30_la_blitzkrieg_1940,σχέδιο Sichelschnitt (δρεπανοκοπή),Το σχέδιο Sichelschnitt (δρεπανοκοπή),concept,"Το σχέδιο του στρατηγού φον Μανστάιν: συγκέντρωση τεθωρακισμένων μονάδων στις Αρδέννες για να σπάσουν το κέντρο και να φτάσουν στη Μάγχη, περικυκλώνοντας τους γαλλο-βρετανικούς στρατούς που εμπλέκονται στο Βέλγιο. Τολμηρό και ριψοκίνδυνο, αυτό το σχέδιο είχε απόλυτη επιτυχία.",short_form
course_30_la_blitzkrieg_1940,Δουνκέρκη,Επιχείρηση Dynamo (Δουνκέρκη),evenementConnexe,"Ναυτική εκκένωση 338.000 Γάλλων και Βρετανών στρατιωτών που περικυκλώθηκαν στη Δουνκέρκη από έναν αυτοσχέδιο στολίσκο στρατιωτικών και πολιτικών σκαφών. Αυτό το «θαύμα» επέτρεψε στη Μεγάλη Βρετανία να συνεχίσει τον πόλεμο, αλλά άφησε τη Γαλλία χωρίς στρατό.",short_form
course_30_la_blitzkrieg_1940,σχέδιο Sichelschnitt,Το σχέδιο Sichelschnitt,concept,"Το σχέδιο του στρατηγού φον Μανστάιν: συγκέντρωση τεθωρακισμένων μονάδων στις Αρδέννες για να σπάσουν το κέντρο και να φτάσουν στη Μάγχη, περικυκλώνοντας τους γαλλο-βρετανικούς στρατούς που εμπλέκονται στο Βέλγιο. Τολμηρό και ριψοκίνδυνο, αυτό το σχέδιο είχε απόλυτη επιτυχία.",short_form
course_30_la_blitzkrieg_1940,Σχέδιο Sichelschnitt,Σχέδιο Sichelschnitt (δρεπανοκοπή),concept,"Το σχέδιο του στρατηγού φον Μανστάιν: συγκέντρωση τεθωρακισμένων μονάδων στις Αρδέννες για να σπάσουν το κέντρο και να φτάσουν στη Μάγχη, περικυκλώνοντας τους γαλλο-βρετανικούς στρατούς που εμπλέκονται στο Βέλγιο. Τολμηρό και ριψοκίνδυνο, αυτό το σχέδιο είχε απόλυτη επιτυχία.",short_form
course_31_le_plan_marshall_1947_1952,The Kominform,The Kominform (1947),evenementConnexe,"Διεθνής κομμουνιστική οργάνωση που δημιουργήθηκε από τον Στάλιν ως απάντηση στο Σχέδιο Μάρσαλ, για να συντονίσει τα ευρωπαϊκά κομμουνιστικά κόμματα. Ανάγκασε την Τσεχοσλοβακία και την Πολωνία, που είχαν δεχθεί τη βοήθεια του Μάρσαλ, να την αρνηθούν.",short_form
course_31_le_plan_marshall_1947_1952,γερμανικό Wirtschaftswunder,Το γερμανικό Wirtschaftswunder,concept,"«Οικονομικό θαύμα» της Δυτικής Γερμανίας: μεταξύ 1950 και 1960, το ΑΕΠ της τριπλασιάστηκε, μεταβαίνοντας από μια ερειπωμένη οικονομία στην κορυφαία ευρωπαϊκή οικονομική δύναμη. Εν μέρει χρηματοδοτείται από το Σχέδιο Μάρσαλ και ευνοείται από τη νομισματική μεταρρύθμιση του 1948.",short_form
course_31_le_plan_marshall_1947_1952,Kominform,Η Kominform,evenementConnexe,"Διεθνής κομμουνιστική οργάνωση που δημιουργήθηκε από τον Στάλιν ως απάντηση στο Σχέδιο Μάρσαλ, για να συντονίσει τα ευρωπαϊκά κομμουνιστικά κόμματα. Ανάγκασε την Τσεχοσλοβακία και την Πολωνία, που είχαν δεχθεί τη βοήθεια του Μάρσαλ, να την αρνηθούν.",short_form
course_32_la_guerre_du_vietnam_1955_1975,θεωρία του ντόμινο,Η θεωρία του ντόμινο,concept,"Η αμερικανική εξωτερική πολιτική θεωρία σύμφωνα με την οποία αν μια χώρα γινόταν κομμουνιστική, οι γείτονές της θα έπεφταν ο ένας μετά τον άλλο. Δικαιολογούσε τη δέσμευση στο Βιετνάμ να «σταματήσει την κομμουνιστική πρόοδο στη Νοτιοανατολική Ασία».",short_form
