id,Nom,Rareté,Cours
k_8jzmh570enj7,Königin Victoria,Legendär,Die Belle Époque (1871-1914)
k_sbt7ehtqenj7,Nikita Chruschtschow,Selten,Die Kubakrise (1962)
k_4eeh4oxtenj6,Fidel Castro,Legendär,Die Kubakrise (1962)
k_rbd56821enj6,Leo Trotzki,Selten,Die Russische Revolution (1917)
k_pdaexjgvenj6,Nikolaus II.,Selten,Die Russische Revolution (1917)
k_qlckfgbienj6,Ludwig XVI.,Legendär,Der Sturm auf die Bastille (1789)
k_g7gf1nppenj6,Sancho Pansa,Selten,"Don Quijote, Cervantes"
k_ensj0jgwenj6,Gavroche,Selten,"Die Elenden, Victor Hugo | Die Freiheit führt das Volk, Delacroix"
k_wz5uunkmenj6,Javert,Selten,"Die Elenden, Victor Hugo"
k_vdzoatm8enj6,Cosette,Selten,"Die Elenden, Victor Hugo"
k_hri0022nenj6,Pangloss,Gewöhnlich,"Candide, Voltaire"
k_u05rcmh9enj6,Guy Montag,Selten,"Fahrenheit 451, Bradbury"
k_ggzgmrkzenj6,Gandalf,Legendär,"Der Herr der Ringe, Tolkien"
k_dnh7i0ovenj6,Frodo Beutlin,Legendär,"Der Herr der Ringe, Tolkien"
k_6l9ew771enj6,Atticus Finch,Selten,"Wer die Nachtigall stört, Harper Lee"
k_7giotpwuenj6,Raskolnikow,Selten,"Schuld und Sühne, Dostojewski"
k_kvy4lo3senj6,Mustapha Mond,Gewöhnlich,"Schöne neue Welt, Aldous Huxley"
k_3e098262enj6,Winston Smith,Selten,"1984, George Orwell"
k_jk4921seenj6,Kapitän Ahab,Selten,"Moby-Dick, Melville"
k_y54bytr8enj6,Vergil,Gewöhnlich,Aeneas und die Gründung Roms (Vergil)
k_06kqqaslenj6,Sphinx,Gewöhnlich,Ödipus und die Sphinx
k_0ztgkna6enj6,Kreon,Gewöhnlich,"Antigone, Sophokles | Antigone: Familienpflicht vs. Staatsgesetz"
k_nzl2a2rxenj6,Penelope,Gewöhnlich,"Die Odyssee, Homer"
k_94wafcfpenj6,Helena von Troja,Gewöhnlich,Der Trojanische Krieg und das hölzerne Pferd
k_blexv5vmenj6,Paris,Gewöhnlich,Der Trojanische Krieg und das hölzerne Pferd
k_uiuto3qfenj6,Hektor,Gewöhnlich,"Die Ilias, Homer | Der Trojanische Krieg und das hölzerne Pferd"
k_zutx4z59enj6,Polyphem,Gewöhnlich,Odysseus und der Kyklop
k_y3l7j485enj6,Eurydike,Gewöhnlich,Orpheus und Eurydike
k_9tivxzmienj6,Kronos,Gewöhnlich,"Die Geburt der griechischen Götter (Kronos, Zeus, Olymp) | Die Titanen gegen die Götter (Titanomachie)"
k_c4e0tg9acm0y,Perikles,Gewöhnlich,Die athenische Demokratie
k_511bjpy9cm0y,Abraham Lincoln,Legendär,Der Amerikanische Bürgerkrieg (1861-1865)
k_3g79sg21cm0y,Guinevere,Gewöhnlich,"Lancelot, Guinevere und die Tafelrunde"
k_cdwysl61cm0y,Shiva,Legendär,Vishnu und Shiva (hinduistische Mythologie)
k_qd0899ytcm0y,Vishnu,Legendär,Vishnu und Shiva (hinduistische Mythologie)
k_axk6yms8cm0y,Seth,Gewöhnlich,Osiris und Set (ägyptische Mythologie)
k_8dmkzdlkcm0y,Minotaurus,Gewöhnlich,Theseus und der Minotaurus
k_j2vx29w3cm0y,Hephaistos,Gewöhnlich,Pandora und die Büchse | Prometheus: Der Feuerbringer
k_tgyj8vbvcm0y,Perseus,Gewöhnlich,Medusa und Perseus
k_oyjt0lq6cm0y,Daidalos,Gewöhnlich,Ikarus und Daidalos
k_y8oqgtp2cm0y,Moctezuma II.,Gewöhnlich,Das Aztekenteich
k_3imy57g7cm0y,Robert Oppenheimer,Gewöhnlich,Hiroshima und Nagasaki (1945)
k_iupi7oa1cm0y,Lenin,Legendär,Die Russische Revolution (1917)
k_vbbosp6jcm0y,Mehmed II.,Gewöhnlich,Der Fall von Konstantinopel (1453)
k_xzvwjrl8cm0y,Konstantin XI.,Gewöhnlich,Der Fall von Konstantinopel (1453)
k_5xlg998yzjjr,Michail Gorbatschow,Episch,Der Fall der Berliner Mauer (1989) | Die Katastrophe von Tschernobyl (1986)
k_adut669nzjjr,John F. Kennedy,Episch,Die Kubakrise (1962)
k_xnb909ztzjjr,Ho Chi Minh,Gewöhnlich,Die Schlacht von Dien Bien Phu (1954) | Die Dekolonisierung: Panorama (1945–1975)
k_676gqpy1zjjr,Harry S. Truman,Gewöhnlich,Hiroshima und Nagasaki (1945) | Der Marshallplan (1947–1952)
k_8ti7fz02zjjr,Charles de Gaulle,Episch,Der Blitzkrieg (1940) | Die Dekolonisierung: Panorama (1945–1975) | Der Algerienkrieg (1954-1962)
g_mpzyw5pq_1qf3l,Urban II.,Gewöhnlich,Der Aufruf Urbans II. und der 1. Kreuzzug (1095)
g_mpzyw5pq_2nw7n,Alarich,Gewöhnlich,Die Plünderung Roms durch die Westgoten (410)
g_mpzyw5pq_3tcd9,Karl der Große,Episch,Die Kaiserkrönung Karls des Großen (800)
g_mpzyw5pq_45zh4,Leo III.,Gewöhnlich,Die Kaiserkrönung Karls des Großen (800)
g_mpzyw5pq_5vji0,Johann Ohneland,Gewöhnlich,Magna Carta (1215)
g_mpzyw5pq_6k4jo,Jeanne d'Arc,Episch,Jeanne d’Arc und der Hundertjährige Krieg (1429)
g_mpzyw5pq_7voeu,Christoph Kolumbus,Episch,Die Entdeckung Amerikas (1492)
g_mpzyw5pq_8f3k9,Napoleon Bonaparte,Episch,"Napoleons Strategie bei Ulm (1805) | Die Schlacht bei Waterloo (1815) | Rot und Schwarz, Stendhal"
g_mpzyw5pq_9ua1p,Herzog von Wellington,Gewöhnlich,Die Schlacht bei Waterloo (1815)
g_mpzyw5pq_a0yhn,Marschall Blücher,Gewöhnlich,Die Schlacht bei Waterloo (1815)
g_mpzyw5pq_bnz9p,Rosa Parks,Gewöhnlich,Rosa Parks und Montgomery (1955)
g_mpzyw5pq_coto2,George Marshall,Gewöhnlich,Der Marshallplan (1947–1952)
g_mpzyw5pq_d5dug,Nelson Mandela,Episch,Die Apartheid und Mandela (1948–1994)
g_mpzyw5pq_eebm6,Mao Zedong,Episch,Die Kulturrevolution in China (1966-1976)
g_mpzyw5pq_f5cv8,Alexander Fleming,Gewöhnlich,"Die Entdeckung des Penicillins (Fleming, 1928)"
g_mpzyw5pq_g6uj4,Wilhelm Röntgen,Gewöhnlich,"Die Entdeckung der Röntgenstrahlen (Röntgen, 1895)"
g_mpzyw5pq_hfud3,Isaac Newton,Episch,"Die Gravitationstheorie (Newton, 1687) | Die Relativitätstheorie für alle"
g_mpzyw5pq_ihh74,Marie Curie,Episch,Die Entdeckung der Radioaktivität (Marie Curie)
g_mpzyw5pq_jlyf3,James Watson,Gewöhnlich,"Die Struktur der DNA (Watson & Crick, 1953)"
g_mpzyw5pq_k2vzh,Francis Crick,Gewöhnlich,"Die Struktur der DNA (Watson & Crick, 1953)"
g_mpzyw5pq_l550l,Charles Darwin,Episch,Darwins Evolutionstheorie (1859)
g_mpzyw5pq_ms1zg,Albert Einstein,Episch,Was ist ein Schwarzes Loch? | Die Relativitätstheorie für alle
g_mpzyw5pq_ne1ty,Homer,Episch,"Die Odyssee, Homer | Die Ilias, Homer | Werke und Tage, Hesiod | Der Trojanische Krieg und das hölzerne Pferd"
g_mpzyw5pq_o9a0x,Odysseus,Episch,"Die Odyssee, Homer | Odysseus und der Kyklop | Odysseus und die Sirenen"
g_mpzyw5pq_p5hdr,Sophokles,Gewöhnlich,"König Ödipus, Sophokles | Antigone, Sophokles | Antigone: Familienpflicht vs. Staatsgesetz"
g_mpzyw5pq_q9t83,Ödipus,Gewöhnlich,"König Ödipus, Sophokles | Ödipus und die Sphinx | Antigone: Familienpflicht vs. Staatsgesetz"
g_mpzyw5pq_r47o7,Antigone,Gewöhnlich,"Antigone, Sophokles | Antigone: Familienpflicht vs. Staatsgesetz"
g_mpzyw5pq_s24ac,Platon,Episch,"Das Gastmahl, Platon | Der Staat, Platon | Apologie des Sokrates, Platon"
g_mpzyw5pq_te9vw,Sokrates,Episch,"Der Staat, Platon | Apologie des Sokrates, Platon"
g_mpzyw5pq_u83z2,Aristoteles,Episch,"König Ödipus, Sophokles | Poetik, Aristoteles"
g_mpzyw5pq_vihiv,Hesiod,Gewöhnlich,"Werke und Tage, Hesiod"
g_mpzyw5pq_wbro4,Euripides,Gewöhnlich,"Medea, Euripides"
g_mpzyw5pq_xb49q,Medea,Gewöhnlich,"Medea, Euripides"
g_mpzyw5pq_yw77m,Victor Hugo,Episch,"Die Elenden, Victor Hugo"
g_mpzyw5pq_zacl3,Jean Valjean,Gewöhnlich,"Die Elenden, Victor Hugo"
g_mpzyw5pq_10cpy6,Gustave Flaubert,Episch,"Madame Bovary, Flaubert"
g_mpzyw5pq_11k4kx,Emma Bovary,Gewöhnlich,"Madame Bovary, Flaubert"
g_mpzyw5pq_12wag1,Stendhal,Gewöhnlich,"Rot und Schwarz, Stendhal"
g_mpzyw5pq_13jcyt,Julien Sorel,Gewöhnlich,"Rot und Schwarz, Stendhal"
g_mpzyw5pq_14frbd,Voltaire,Episch,"Candide, Voltaire"
g_mpzyw5pq_15wczf,Jean-Jacques Rousseau,Episch,"Die Bekenntnisse, Rousseau"
g_mpzyw5pq_164vl6,Albert Camus,Episch,"Der Fremde, Camus | Der Mythos des Sisyphos, Camus"
g_mpzyw5pq_1783r1,Meursault,Gewöhnlich,"Der Fremde, Camus"
g_mpzyw5pq_18gljr,Marcel Proust,Episch,"Auf der Suche nach der verlorenen Zeit, Proust"
g_mpzyw5pq_19hly1,Honoré de Balzac,Episch,"Vater Goriot, Balzac"
g_mpzyw5pq_1aryty,Vater Goriot,Gewöhnlich,"Vater Goriot, Balzac"
g_mpzyw5pq_1bsk51,Charles Baudelaire,Episch,"Die Blumen des Bösen, Baudelaire"
g_mpzyw5pq_1cieb3,George Orwell,Episch,"1984, George Orwell | Farm der Tiere, George Orwell"
g_mpzyw5pq_1dncjb,Big Brother,Gewöhnlich,"1984, George Orwell"
g_mpzyw5pq_1e6aud,William Shakespeare,Episch,"Hamlet, Shakespeare | Romeo und Julia, Shakespeare | Das Theater von Shakespeare"
g_mpzyw5pq_1fwap9,Hamlet,Gewöhnlich,"Hamlet, Shakespeare"
g_mpzyw5pq_1g0t6k,Romeo,Gewöhnlich,"Romeo und Julia, Shakespeare"
g_mpzyw5pq_1hr893,Julia,Gewöhnlich,"Romeo und Julia, Shakespeare"
g_mpzyw5pq_1ircss,Aldous Huxley,Gewöhnlich,"Schöne neue Welt, Aldous Huxley"
g_mpzyw5pq_1jgt08,Mary Shelley,Gewöhnlich,"Frankenstein, Mary Shelley"
g_mpzyw5pq_1kk26z,Victor Frankenstein,Gewöhnlich,"Frankenstein, Mary Shelley"
g_mpzyw5pq_1l5owy,Fjodor Dostojewski,Episch,"Schuld und Sühne, Dostojewski"
g_mpzyw5pq_1mgfv7,Franz Kafka,Episch,"Der Process, Kafka | Die Verwandlung, Kafka"
g_mpzyw5pq_1nuijl,Josef K.,Gewöhnlich,"Der Process, Kafka"
g_mpzyw5pq_1ony8e,Miguel de Cervantes,Episch,"Don Quijote, Cervantes"
g_mpzyw5pq_1p2dxy,Don Quijote,Episch,"Don Quijote, Cervantes"
g_mpzyw5pq_1q1855,John Steinbeck,Gewöhnlich,"Früchte des Zorns, Steinbeck"
g_mpzyw5pq_1r214f,Harper Lee,Gewöhnlich,"Wer die Nachtigall stört, Harper Lee"
g_mpzyw5pq_1s15gd,F. Scott Fitzgerald,Gewöhnlich,"Der große Gatsby, Fitzgerald"
g_mpzyw5pq_1tdl2f,Jay Gatsby,Gewöhnlich,"Der große Gatsby, Fitzgerald"
g_mpzyw5pq_1ujxuw,J.R.R. Tolkien,Episch,"Der Herr der Ringe, Tolkien"
g_mpzyw5pq_1v8zp8,Ray Bradbury,Gewöhnlich,"Fahrenheit 451, Bradbury"
g_mpzyw5pq_1wq2t4,Gabriel García Márquez,Gewöhnlich,"Hundert Jahre Einsamkeit, García Márquez"
g_mpzyw5pq_1x2is5,Gregor Samsa,Gewöhnlich,"Die Verwandlung, Kafka"
g_mpzyw5pq_1ywoml,Michail Bulgakow,Gewöhnlich,"Der Meister und Margarita, Bulgakow"
g_mpzyw5pq_1zt86w,Herman Melville,Gewöhnlich,"Moby-Dick, Melville"
g_mpzyw5pq_208lh7,Antoine de Saint-Exupéry,Episch,"Der kleine Prinz, Saint-Exupéry"
g_mpzyw5pq_21ibna,Der kleine Prinz,Selten,"Der kleine Prinz, Saint-Exupéry"
g_mpzyw5pq_22rdie,Paulo Coelho,Gewöhnlich,"Der Alchemist, Paulo Coelho"
g_mpzyw5pq_23r9qk,Claude Monet,Selten,"Die Geburt des Impressionismus | Impression, Sonnenaufgang, Monet"
g_mpzyw5pq_24kuff,Caravaggio,Gewöhnlich,Caravaggio und das Chiaroscuro
g_mpzyw5pq_25p4or,Rembrandt,Selten,Rembrandt und die flämische Schule
g_mpzyw5pq_26sr6p,Delacroix,Gewöhnlich,"Die Romantik in der Malerei (Delacroix, Géricault) | Die Freiheit führt das Volk, Delacroix"
g_mpzyw5pq_27yl4z,Géricault,Gewöhnlich,"Die Romantik in der Malerei (Delacroix, Géricault)"
g_mpzyw5pq_28ndlh,Pablo Picasso,Selten,"Der Kubismus: Picasso und Braque | Guernica, Picasso | Les Demoiselles d’Avignon, Picasso"
g_mpzyw5pq_29g3v9,Georges Braque,Gewöhnlich,Der Kubismus: Picasso und Braque
g_mpzyw5pq_2aen6y,Salvador Dalí,Selten,"Der Surrealismus: Dalí und Magritte | Die Beständigkeit der Erinnerung, Dalí"
g_mpzyw5pq_2bvl75,René Magritte,Gewöhnlich,Der Surrealismus: Dalí und Magritte
g_mpzyw5pq_2cno65,Edvard Munch,Gewöhnlich,Der Expressionismus: Munch und Der Schrei
g_mpzyw5pq_2dowsp,Wassily Kandinsky,Gewöhnlich,Die abstrakte Kunst: Kandinsky und Mondrian
g_mpzyw5pq_2e9f4f,Piet Mondrian,Gewöhnlich,Die abstrakte Kunst: Kandinsky und Mondrian
g_mpzyw5pq_2flyhe,Andy Warhol,Selten,Die Pop Art: Warhol und Lichtenstein
g_mpzyw5pq_2g1nqn,Roy Lichtenstein,Gewöhnlich,Die Pop Art: Warhol und Lichtenstein
g_mpzyw5pq_2hwava,Bob Dylan,Selten,Bob Dylan und der Protest-Folk
g_mpzyw5pq_2irvrj,Giuseppe Verdi,Gewöhnlich,Verdis Oper
g_mpzyw5pq_2jbnzj,Wolfgang Amadeus Mozart,Selten,Mozart: Wunderkind und tragisches Leben
g_mpzyw5pq_2k3jnf,Ludwig van Beethoven,Selten,Beethoven: Genie und Taubheit
g_mpzyw5pq_2lm8xi,Johann Sebastian Bach,Selten,Bach und die Barockmusik
g_mpzyw5pq_2mopkr,Charlie Chaplin,Selten,Charlie Chaplin und der Stummfilm
g_mpzyw5pq_2ngk9s,Orson Welles,Gewöhnlich,Orson Welles und Citizen Kane
g_mpzyw5pq_2ooou3,Stanley Kubrick,Gewöhnlich,Kubrick: 2001: Odyssee im Weltraum
g_mpzyw5pq_2pdkn8,Alfred Hitchcock,Selten,Hitchcock und der Suspense
g_mpzyw5pq_2q0zwi,Leonardo da Vinci,Selten,Mona Lisa
g_mpzyw5pq_2rb4ua,Vincent Van Gogh,Selten,"Sternennacht, Van Gogh"
g_mpzyw5pq_2sgxy6,Michelangelo,Selten,"Die Erschaffung Adams, Michelangelo"
g_mpzyw5pq_2tuyyf,Edward Hopper,Gewöhnlich,"Nighthawks, Hopper"
g_mpzyw5pq_2u2262,Zeus,Selten,Pandora und die Büchse | Die Titanen gegen die Götter (Titanomachie)
g_mpzyw5pq_2ve1ko,Prometheus,Gewöhnlich,Prometheus: Der Feuerbringer
g_mpzyw5pq_2wker6,Pandora,Gewöhnlich,Pandora und die Büchse
g_mpzyw5pq_2xvfg9,Demeter,Gewöhnlich,Demeter und Persephone (die Jahreszeiten)
g_mpzyw5pq_2y8oag,Persephone,Gewöhnlich,Demeter und Persephone (die Jahreszeiten)
g_mpzyw5pq_2zid7i,Orpheus,Gewöhnlich,Orpheus und Eurydike
g_mpzyw5pq_306uzt,Narziss,Gewöhnlich,Narziss und Echo
g_mpzyw5pq_31xp2u,Ikarus,Gewöhnlich,Ikarus und Daidalos
g_mpzyw5pq_322s83,Sisyphos,Gewöhnlich,"Der Mythos des Sisyphos, Camus | Sisyphos: ewige Bestrafung"
g_mpzyw5pq_33k5d2,Tantalos,Gewöhnlich,Tantalos und seine Qualen
g_mpzyw5pq_348stm,Medusa,Gewöhnlich,Medusa und Perseus
g_mpzyw5pq_350sh9,Herkules,Selten,Herkules und seine 12 Taten
g_mpzyw5pq_36i31c,Theseus,Gewöhnlich,Theseus und der Minotaurus
g_mpzyw5pq_37f9ct,Jason,Gewöhnlich,Jason und das Goldene Vlies
g_mpzyw5pq_38ftpe,Achilleus,Gewöhnlich,Achilleus: die Ferse und die Unverwundbarkeit
g_mpzyw5pq_39pbrr,Thor,Selten,Thor und Loki (nordische Mythologie)
g_mpzyw5pq_3ai3i6,Loki,Gewöhnlich,Thor und Loki (nordische Mythologie)
g_mpzyw5pq_3bvoe4,Osiris,Gewöhnlich,Osiris und Set (ägyptische Mythologie)
g_mpzyw5pq_3ctx3u,Gilgamesch,Gewöhnlich,Gilgamesch: der erste Held der Geschichte
g_mpzyw5pq_3dhjhk,Romulus,Gewöhnlich,Romulus und Remus: die Gründung Roms
g_mpzyw5pq_3ekptk,Remus,Gewöhnlich,Romulus und Remus: die Gründung Roms
g_mpzyw5pq_3fvao3,Odin,Gewöhnlich,Die Walküren und Walhall
g_mpzyw5pq_3go8r8,Dionysos,Gewöhnlich,Dionysos: der Gott des Weines und des Übermaßes
g_mpzyw5pq_3hcarf,Aeneas,Gewöhnlich,Aeneas und die Gründung Roms (Vergil)
g_mpzyw5pq_3ib4ze,Quetzalcoatl,Gewöhnlich,Quetzalcoatl
g_mpzyw5pq_3jybz6,Lanzelot,Gewöhnlich,"Lancelot, Guinevere und die Tafelrunde"
g_mpzyw5pq_3krbi6,Merlin,Selten,Merlin der Zauberer
g_mpzyw5pq_3ln0h0,Scheherazade,Gewöhnlich,Tausendundeine Nacht (Scheherazade)
g_mpzyw5pq_3md901,Sindbad der Seefahrer,Gewöhnlich,Sindbad der Seefahrer
g_mpzyw5pq_3nfhpx,Wladimir Putin,Selten,Putins Russland
