# Geschichte
32,Geschichte,Kalter Krieg & zeitgenössische Welt,Der Vietnamkrieg (1955–1975),Was ist die Hauptquelle der Fragilität des Regimes von Ngo Dinh Diem in Südvietnam?,"Es ist ein autoritäres und katholisches Regime, das eine mehrheitlich buddhistische Bevölkerung gegen sich aufbringt",Er lehnt die amerikanische Finanzhilfe aus Nationalismus ab,Er ist heimlich Mitglied der Kommunistischen Partei des Nordens,"Er tritt bereits 1960 zurück, um den amerikanischen Militärs Platz zu machen","Das Diem-Regime wurde als korrupte Diktatur wahrgenommen, die von den religiösen (Buddhismus) und sozialen Realitäten der Mehrheit der Vietnamesen entfremdet war.","Welches Ereignis ermöglicht es Lyndon B. Johnson, massiv Truppen nach Vietnam zu schicken, ohne eine Kriegserklärung abzugeben?",Die Resolution zum Golf von Tonkin im Jahr 1964,Die Genfer Abkommen von 1954,Die Tet-Offensive von 1968,Die Unterzeichnung des Pariser Friedensabkommens,"Nach einem (tatsächlichen oder vermeintlichen) Zwischenfall zur See verabschiedet der Kongress diese Resolution, die dem Präsidenten „Carte blanche“ für militärische Interventionen gibt.",Warum wird die Tet-Offensive von 1968 als der entscheidende Wendepunkt des Krieges betrachtet?,"Sie führt zu einer psychologischen Niederlage der USA, indem sie zeigt, dass der Krieg nicht gewonnen war",Sie markiert den Kriegseintritt der Sowjetunion und Chinas,Sie ermöglicht den USA die endgültige Invasion Nordvietnams,Sie führt zur sofortigen Gefangennahme von Präsident Richard Nixon,"Obwohl die FNL schwere militärische Verluste erlitt, brach die mediale Wirkung der Offensive das Vertrauen der amerikanischen Öffentlichkeit in ihre Regierung.",Was versteht man unter der von Richard Nixon propagierten „Vietnamisierung“ des Konflikts?,"Der Abzug der amerikanischen Truppen, um die südvietnamesische Armee die Kämpfe allein führen zu lassen",Die gewaltsame Annexion Nordvietnams durch die USA,"Die Verpflichtung für alle amerikanischen Soldaten, Vietnamesisch zu sprechen",Der Ersatz von Soldaten durch Hightech-Bots,"Die Vietnamisierung zielte darauf ab, die USA aus einem unpopulären Konflikt herauszuziehen und gleichzeitig den Süden weiterhin materiell zu unterstützen.",Welches Bild symbolisiert das Ende der US-Präsenz in Vietnam im April 1975?,Die Evakuierung per Hubschrauber vom Dach der US-Botschaft in Saigon,Die Unterzeichnung des Friedensvertrags durch Ho Chi Minh im Weißen Haus,Die Siegesparade der US-Truppen in Hanoi,Die totale Zerstörung der Stadt Saigon durch eine Atombombe,Der Fall von Saigon und die überstürzte Evakuierung des letzten US-Personals markieren auf ikonische Weise das totale Scheitern der Intervention.
33,Geschichte,Kalter Krieg & zeitgenössische Welt,Der Nürnberger Prozess (1945–1946),Welche Position vertrat Churchill ursprünglich in Bezug auf das Schicksal der Nazi-Führer?,Sie ohne Prozess durch eine politische Entscheidung hinzurichten,"Sie zu amnestieren, um den Frieden in Europa zu fördern","Sie vor einem Gericht zu verurteilen, das nur aus neutralen Richtern besteht",Sie lebenslang in einer fernen Strafkolonie einzusperren,"Im Gegensatz zu den Amerikanern, die einen Prozess wollten, befürchtete Churchill (und anfänglich die Briten), dass ein Prozess den Nazis als Tribüne dienen könnte, und bevorzugte eine standrechtliche Hinrichtung.",Welcher amerikanische Jurist war der Hauptarchitekt des Prozesses und der Beweisstrategie?,Robert Jackson,Thomas Jefferson,George Marshall,Franklin Roosevelt,"Robert Jackson, Generalstaatsanwalt der Vereinigten Staaten, setzte die Idee eines Prozesses durch, der auf unwiderlegbaren dokumentarischen Beweisen statt auf einfachen Zeugenaussagen basierte.","Welcher Anklagepunkt wurde speziell geschaffen, um die Ausrottung von Bevölkerungen zu verurteilen?",Das Verbrechen gegen die Menschlichkeit,Das Verbrechen des Hochverrats,Das klassische Kriegsverbrechen,Das Verbrechen der internationalen Aufwiegelung,"Das Verbrechen gegen die Menschlichkeit wurde beim Nürnberger Prozess definiert, um Taten der Verfolgung und systematischen Ausrottung zu bezeichnen, die nicht in den klassischen Rahmen der Kriegsverbrechen fielen.",Wie ging das Nürnberger Tribunal mit der Verteidigungsstrategie „Ich habe nur Befehle befolgt“ um?,Sie wurde als Grund für eine Haftungsbefreiung abgelehnt,Sie wurde für alle Soldaten niederen Rangs akzeptiert,Sie ermöglichte den Freispruch der Hälfte der Angeklagten,Sie wurde nur für die zivilen Minister als zulässig erachtet,"Nürnberg etablierte den Grundsatz, dass ein rechtswidriger Befehl kein Verbrechen rechtfertigt. Jeder Einzelne bleibt für seine Taten gegenüber der Menschheit verantwortlich, selbst wenn er einem Vorgesetzten gehorcht.",Was war laut den Staatsanwälten die Hauptrolle der dokumentarischen Beweise?,Eine unanfechtbare historische Wahrheit für die Zukunft zu etablieren,"Den Prozess zu beschleunigen, um vor dem Winter 1945 fertig zu werden","Zu beweisen, dass die alliierten Soldaten keine Fehler begangen hatten","Zu vermeiden, dass die Überlebenden der Lager als zu traumatisierte Zeugen aussagen müssen","Robert Jackson wollte, dass die von den Nazis selbst verfassten Dokumente als endgültiger historischer Beweis dienen, um künftigen Negationismus zu verhindern."
34,Geschichte,Kalter Krieg & zeitgenössische Welt,Die Dekolonisierung: Panorama (1945–1975),"Welches Dokument aus dem Jahr 1941, unterzeichnet von Churchill und Roosevelt, verkündet das Selbstbestimmungsrecht der Völker?",Atlantik-Charta,Erklärung der Vereinten Nationen,Marshallplan,Charta von San Francisco,"Diese im August 1941 unterzeichnete Erklärung definiert die Kriegsziele der Alliierten und legt die Grundlagen für eine auf Selbstbestimmung basierende Welt, obwohl Churchill versuchte, seine Kolonien davon auszuschließen.",Was ist das Hauptmerkmal der britischen Dekolonisierung?,"Eine überwiegend ausgehandelte Dekolonisierung, um wirtschaftliche Bindungen aufrechtzuerhalten",Eine systematische Aufrechterhaltung durch militärische Gewalt in Indien,Ein totaler und sofortiger Verzicht auf finanzielle Interessen,"Das Verbot für ehemalige Kolonien, dem Commonwealth beizutreten","Das Vereinigte Königreich bevorzugte den Dialog mit den nationalistischen Eliten, um sein Empire in eine Handels-Einflusszone namens Commonwealth umzuwandeln.",Warum plädierte die OUA 1963 für die Unantastbarkeit der Grenzen?,"Um zu verhindern, dass deren Infragestellung systematisch Kriege auslöst",Weil diese Grenzen perfekt mit den lokalen Ethnien übereinstimmten,"Auf ausdrücklichen Wunsch der UNO, um die humanitäre Hilfe zu erleichtern",Weil sie auf perfekten natürlichen geographischen Kriterien basierten,"Obwohl die aus der Kolonialisierung hervorgegangenen Grenzen als ungerecht und künstlich erachtet wurden, fürchteten die afrikanischen Staatsführer, dass der Wunsch nach ihrer Änderung eine Büchse der Pandora unendlicher territorialer Konflikte öffnen würde.",Welches wichtige Ereignis markiert 1955 den Eintritt der „Dritten Welt“ auf die diplomatische Bühne?,Bandung-Konferenz,Abkommen von Évian,Gründung der UNO,Proklamation der Unabhängigkeit von Ghana,"Die Bandung-Konferenz brachte 29 afrikanische und asiatische Länder zusammen, die ihren Willen bekräftigten, nicht mehr von den Großmächten abhängig zu sein, und den Kolonialismus verurteilten.",Was ist das Konzept des „Neokolonialismus“?,Neokolonialismus,Die Rückkehr von Militärtruppen zur Wiederbesetzung der Gebiete,"Eine künstlerische Bewegung, die von alten Kolonialkulturen inspiriert ist","Das Recht der Kolonisatoren, ihre Staatsbürgerschaft nach der Unabhängigkeit zu behalten","Der Neokolonialismus bezeichnet die Aufrechterhaltung ungleicher Machtverhältnisse durch Schulden, Investitionen multinationaler Konzerne oder die Kontrolle von Ressourcen ohne direkte territoriale Kontrolle."
35,Geschichte,Kalter Krieg & zeitgenössische Welt,Die Apartheid und Mandela (1948–1994),"Welches Gesetz von 1950 bildet die Grundlage der Apartheid, indem es jeden Einwohner in eine Rassenkategorie einteilt?",Der Population Registration Act,Der Bantu Education Act,Der Group Areas Act,Die Verfassung von Pretoria,"Der Population Registration Act von 1950 ist das grundlegende Gesetz, das die Rassenkategorien (Weiße, Schwarze, Metis, Inder) definiert, auf denen das gesamte juristische Gebäude der Apartheid ruht.","Wie lange blieb Nelson Mandela inhaftiert, bevor er 1990 freigelassen wurde?",27 Jahre,15 Jahre,32 Jahre,46 Jahre,"Mandela war von 1963 bis 1990 inhaftiert. Diese 27 Jahre Gefangenschaft, die er hauptsächlich im Gefängnis von Robben Island verbrachte, machten ihn zum weltweiten Symbol des Widerstands gegen Unterdrückung.","Welches dramatische Ereignis von 1960 veranlasste Mandela dazu, den bewaffneten Flügel des ANC zu gründen?",Das Massaker von Sharpeville,Der Rivonia-Prozess,Die Soweto-Aufstände,Die Verhaftung von Steve Biko,"Nach dem Massaker von Sharpeville (69 Tote) kam Mandela zu dem Schluss, dass die Strategie der systematischen Gewaltlosigkeit angesichts der Brutalität des Regimes unwirksam war, und gründete 'Der Speer der Nation' mit.",Welches Ergebnis erzielten der ANC und Nelson Mandela bei den Wahlen von 1994?,"62,6% der Stimmen","51,2% der Stimmen","82,4% der Stimmen","95,0% der Stimmen","Mandela wurde bei den ersten multirassischen Wahlen mit 62,6% der Stimmen zum Präsidenten gewählt, ein klarer Sieg, der jedoch die Bildung einer Regierung der nationalen Einheit erforderte, um die Stabilität zu wahren.",Was war das Grundprinzip der Wahrheits- und Versöhnungskommission?,Amnestie gegen ein vollständiges Geständnis,Die systematische Verurteilung ehemaliger Minister,Die Ausweisung der ehemaligen weißen Machthaber,Die obligatorische Zahlung von Entschädigungen durch den Staat,"Die CVR basierte auf dem Austausch von Wahrheit gegen Amnestie: Die Täter politischer Verbrechen wurden begnadigt, wenn sie ihre Taten öffentlich und vollständig vor den Opfern schilderten."
36,Geschichte,Kalter Krieg & zeitgenössische Welt,Die Kulturrevolution in China (1966-1976),Welches dramatische Ereignis schwächte Maos Macht vor 1966?,Die große Hungersnot infolge vom Großer Sprung nach vorn,Die Niederlage gegen Japan in der Mandschurei,Die Invasion Chinas durch die Sowjetunion,Der Boxeraufstand in Peking,"Das wirtschaftliche Scheitern vom Großer Sprung nach vorn (1958-1962) verursachte Millionen von Toten und zwang Mao dazu, Macht an die Pragmatiker abzugeben, was ihn dazu brachte, die Kulturrevolution als Racheakt zu starten.",Wer sind die Rote Garden während der Kulturrevolution?,"Schüler und Studenten, die durch Maos Ideologie radikalisiert wurden",Die Elite der professionellen chinesischen Armee,Von westlichen Mächten bezahlte Söldner,"Ältere Bauern, die die Kollektivierung ablehnten","Die Rote Garden waren hauptsächlich junge Menschen (Studenten und Schüler), die von Mao mobilisiert wurden, um die Gesellschaft von ihren 'konterrevolutionären' Elementen zu säubern.",Welches Schicksal sieht Mao für die städtische Jugend am Ende der 1960er Jahre vor?,"Sie werden aufs Land geschickt, um von den Bauern umerzieht zu werden",Sie werden in die Spitzenfabriken von Shanghai integriert,Sie dürfen zum Studium an westliche Universitäten gehen,Sie werden zu Führungskräften der Kommunistischen Partei ernannt,"Um dem anarchischen Chaos der **Rote Garden** ein Ende zu setzen, ordnet Mao ihre Deportation in abgelegene ländliche Gebiete an, damit sie im Kontakt mit der harten bäuerlichen Realität 'umerzogen' werden.",Welches **Ereignis** markiert das symbolische und **Politik**e Ende der Kulturrevolution?,Der Tod von Mao Zedong und die Verhaftung der **Bande des Quatre**,Die Krönung von **Napoleon III.** in Peking,Die totale Zerstörung der Verbotenen Stadt durch die Massen,"Die Unabhängigkeit von **Taiwan**, die von China anerkannt wird","Der Tod von Mao im September 1976 und der sofortige Sturz der Radikalen (die **Bande des Quatre**) ermöglichen es den Gemäßigten, die Macht wieder zu übernehmen und die **Bewegung** zu stoppen.",Was ist die offizielle Position der Kommunistischen Partei zu dieser **Periode** seit 1981?,"Es ist ein 'schwerer Fehler', der von Mao Zedong begangen wurde",Es ist das goldene Zeitalter der chinesischen technologischen Entwicklung,"Es ist ein unbedeutendes **Ereignis**, das die **Geschichte** des Landes kaum geprägt hat",Es ist ein glänzender Sieg gegen die amerikanische Invasion,"Im Jahr 1981 gab die Partei offiziell zu, dass die Kulturrevolution ein katastrophaler Fehler war, während sie gleichzeitig die Figur Maos als historischen Gründer des Regimes bewahrte."
37,Geschichte,Kalter Krieg & zeitgenössische Welt,Die Shoah: Mechanismen eines Völkermords,"Was legen die **Gesetz**e von Nürnberg fest, die im September 1935 verabschiedet wurden?",Den Juden wird die deutsche Staatsbürgerschaft entzogen und Eheschließungen zwischen Juden und Nichtjuden werden verboten,Juden müssen in der Öffentlichkeit einen gelben Stern tragen und sind in öffentlichen Schulen verboten,Alle Juden ausländischer Staatsangehörigkeit werden aus dem Reich deportiert,"Juden sind verpflichtet, ihre Geschäfte sofort an arische Bürger zu verkaufen","Die Nürnberger **Gesetz**e legen den rechtlichen Rahmen für den rassischen Ausschluss fest, indem sie die Staatsbürgerschaft und die 'Reinheit des Blutes' betreffen. Der gelbe Stern wurde erst später, während des Krieges, eingeführt.",Was war die Hauptvorgehensweise der **Einsatzgruppen** ab 1941?,Das Massaker durch Massenerschießungen am Rande von Massengräbern (**Gewöhnlich**) in Osteuropa,Der Transport der Opfer mit Lastwagen in die Vernichtungslager in Polen,Die Internierung der jüdischen Bevölkerung in überfüllten Ghettos,Der Einsatz von Gaswagen für die mobile Vernichtung politischer Gegner,"Die Einsatzgruppen praktizierten die „Shoah durch Erschießung“, direkte Exekutionen hinter der sowjetischen Front. Die Vernichtungszentren (Vergasung) entstanden erst später, um den Prozess zu industrialisieren.",Was war die Hauptfunktion der Wannseekonferenz (1942)?,Die administrative Logistik und den Transport zwischen den verschiedenen Ministerien zu koordinieren,Zum ersten Mal die formelle Entscheidung zur Ermordung der Juden zu treffen,Einen Waffenstillstand zwischen Nazi-Deutschland und der Sowjetunion zu unterzeichnen,"Rassische Kriterien auszuarbeiten, um gemäß dem Gesetz zu definieren, wer Jude ist","Die Konferenz beschließt nicht die Vernichtung (die bereits im Gange war), sondern organisiert die bürokratische Zusammenarbeit, die unerlässlich war, um 11 Millionen Menschen auf europäischer Ebene zu deportieren.","Was geschah in Auschwitz-Birkenau mit den Personen, die bei ihrer Ankunft als „arbeitsunfähig“ eingestuft wurden?",Sie wurden sofort in die Gaskammern geführt,Sie wurden mit dem Zug in ihr Herkunftsland zurückgeschickt,Sie wurden vor ihrer Freilassung in eine medizinische Quarantäne gesteckt,Sie wurden sofort für landwirtschaftliche Zwangsarbeit eingeteilt,"Bei der Selektion auf der Rampe wurden diejenigen, die nicht als Arbeitskraft dienen konnten (Kinder, Greise), noch am selben Tag eliminiert, um die Aufnahmekapazität des Lagers aufrechtzuerhalten.",Welcher Anteil der europäischen jüdischen Bevölkerung wurde während der Shoah vernichtet?,Zwei Drittel (etwa 6 Millionen von 9 Millionen),Die Hälfte der jüdischen Weltbevölkerung der damaligen Zeit,Ein Viertel der Gesamtbevölkerung Mitteleuropas,Fast 95 % der in Westeuropa ansässigen Juden,Die Zahl von 6 Millionen Opfern entspricht etwa 66 % der jüdischen Bevölkerung Europas vor dem Krieg (9 Millionen).
38,Geschichte,Kalter Krieg & zeitgenössische Welt,Der 11. September 2001,In welcher Verbindung stand Osama bin Laden ursprünglich zu den Vereinigten Staaten?,"Er profitierte von indirekter logistischer Unterstützung über Pakistan, um die sowjetische Besatzung in Afghanistan zu bekämpfen","Er war ein Geheimagent, der direkt von der CIA unter Deckmantel in New York angestellt war",Er erhielt eine Ausbildung zum Jagdflieger auf Luftwaffenstützpunkten in Florida,"Er war der persönliche Berater von Präsident Bush für Ölangelegenheiten, bevor er sich der Religion zuwandte","Während des sowjetisch-afghanischen Krieges unterstützten die Vereinigten Staaten die Mudschaheddin (darunter bin Laden), um die UdSSR zu schwächen, was es dem zukünftigen Anführer von Al-Qaida ermöglichte, sein Netzwerk zu strukturieren.",Um wie viel Uhr schlägt das erste Flugzeug in das World Trade Center ein?,Um 8:46 Uhr,Um 9:03 Uhr,Um 9:11 Uhr,Um 9:37 Uhr,Um 8:46 Uhr trifft American-Airlines-Flug 11 den Nordturm. Das zweite Flugzeug (United-Flug 175) trifft den Südturm um 9:03 Uhr.,"Warum stürzte United-Flug 93 in ein Feld, anstatt ein wichtiges Ziel zu treffen?","Die Passagiere führten eine Revolte gegen die Terroristen an, um die Kontrolle über das Flugzeug zurückzugewinnen","Das Flugzeug wurde von einer Rakete der US-Luftwaffe abgeschossen, um Washington zu schützen",Die Entführer haben sich infolge eines GPS-Systemausfalls in der Richtung geirrt,Dem Flugzeug ging aufgrund einer erheblichen Verzögerung beim Abflug der Kerosin aus,"Durch Telefonanrufe erfuhren die Passagiere von Flug 93 von den anderen Attentaten und griffen die Terroristen an, was das Flugzeug zwang, vor Erreichen seines Ziels (das Kapitol oder das Weiße Haus) abzustürzen.",Welches Land überfallen die USA unmittelbar im Oktober 2001?,Afghanistan,Der Irak,Iran,Pakistan,"Afghanistan wird zuerst besetzt, da das Regime der Taliban dort Osama bin Laden und die Trainingslager von Al-Qaida schützte.",Was war eine der wichtigsten legislativen Auswirkungen in den USA nach dem 11. September?,"Die Verabschiedung des PATRIOT Act, der die Überwachungsbefugnisse massiv ausweitete",Das vollständige Einreiseverbot für arabische Staatsangehörige in das US-Territorium,"Die Abschaffung der CIA, um sie durch einen einzigen Geheimdienst zu ersetzen","Die Verpflichtung für jeden Bürger, eine Schusswaffe zu besitzen, um künftige Entführungen zu verhindern","Der PATRIOT Act, der im Oktober 2001 verabschiedet wurde, hat das amerikanische Recht tiefgreifend verändert, indem er Abhörmaßnahmen und Überwachung ohne richterlichen Beschluss zur Terrorbekämpfung erleichterte."
39,Geschichte,Kalter Krieg & zeitgenössische Welt,Die athenische Demokratie,"Welche Reform führt Solon 594 v. Chr. ein, um die soziale Krise in Athen zu lösen?",Er schafft die Schuldknechtschaft ab und erlässt den Bauern ihre Schulden,Er stellt die totale Gleichheit zwischen Reichen und Armen her,Er führt das Losverfahren für alle öffentlichen Ämter ein,Er verleiht verdienten Sklaven die Staatsbürgerschaft,"Solon beendete die 'seisachtheia' (das Abschütteln der Lasten) und befreite die Bauern, deren Körper den Gläubigern als Sicherheit diente.","Welche Institution ist dafür zuständig, die in der Ekklesia debattierten Gesetze vorzubereiten?",Die Boule (Rat der Fünfhundert),Das Gericht der Heliaia,Der Rat der Strategen,Das Kollegium der Archonten,"Die Boule ist der durch Los bestimmte technische Rat, der die Tagesordnung der Ekklesia und die tägliche Verwaltung der Stadt verwaltet.",Was war die Hauptrolle des unter Perikles eingeführten 'Misthos'?,"Armen Bürgern die Teilnahme am Politikleben zu ermöglichen, ohne ihr Einkommen zu verlieren",Die Soldaten für ihre Feldzüge zu bezahlen,Den Bau der Tempel auf der Akropolis zu finanzieren,Den Metöken bei der Zahlung ihrer Steuern zu helfen,"Durch die Vergütung der öffentlichen Teilnahme machte Perikles die Demokratie für diejenigen zugänglich, die arbeiten mussten, um zu leben.",Warum wird die athenische Demokratie als ausschließend bezeichnet?,Sie behält die Macht einer Minderheit freier Männer vor (etwa 10-15 % der Bevölkerung),Sie verbot den Armen trotz der Reformen das Wählen,"Sie verlangte, lesen und schreiben zu können, um Zugang zur Ekklesia zu erhalten","Sie bestrafte jeden Bürger, der nicht wählte, mit dem Tod","Die Staatsbürgerschaft war ein geschlossenes Privileg, das Frauen, Sklaven und Metöken, also die große Mehrheit der Einwohner, ausschloss.",Welche Kritik äußerte Platon gegenüber der Demokratie?,Er sah darin die instabile Herrschaft der Meinung und der Demagoge,"Er dachte, dass das Losverfahren zu langsam für die Verwaltung sei","Er warf der Ekklesia vor, nicht genügend Militärbudgets zu verabschieden","Er war der Meinung, dass Frauen an der Macht hätten teilhaben sollen","Platon fürchtete, dass die Menge, manipuliert von geschickten Rednern (Demagoge), ungerechte oder irrationale Entscheidungen treffen würde."
40,Geschichte,Kalter Krieg & zeitgenössische Welt,Der Amerikanische Bürgerkrieg (1861-1865),Wie viele Sklaven arbeiteten am Vorabend des Sezessionskrieges im amerikanischen Süden?,4 Millionen Sklaven,500.000 Sklaven,10 Millionen Sklaven,1 Million Sklaven,"Das Wirtschaftssystem des Südens stützte sich auf eine Bevölkerung von 4 Millionen Gefangenen, was eine enorme finanzielle und soziale Herausforderung für die Plantagenbesitzer darstellte.",Welches politische Ereignis löste 1860 die Sezession der ersten Südstaaten aus?,Die Wahl von Abraham Lincoln zum Präsidenten,Die Ermordung des amtierenden Präsidenten,Die sofortige Abstimmung über den 13. Verfassungszusatz,Die offizielle Kriegserklärung des Nordens,"Lincoln wurde ohne eine einzige Stimme aus dem Süden gewählt, was die Südstaaten davon überzeugte, dass sie keinen Einfluss mehr innerhalb der Union hatten.",Welche Schlacht im September 1862 ist als der blutigste Tag der amerikanischen Geschichte dokumentiert?,Antietam,Gettysburg,Fort Sumter,Appomattox,Die Schlacht von Antietam forderte 23.000 Opfer an einem einzigen Tag und übertraf damit alle anderen Einzelgefechte in der Geschichte der Vereinigten Staaten.,Was war der wesentliche diplomatische Effekt der Emanzipationsproklamation von 1863?,"Sie verhinderte, dass die europäischen Mächte die Konföderation unterstützten",Sie löste den sofortigen Kriegseintritt Frankreichs gegen den Norden aus,Sie beendete sofort die Kämpfe in Georgia,"Sie zwang den General Lee, von seinem Kommando zurückzutreten","Indem Lincoln die Abschaffung der Sklaverei zum Kriegsziel machte, wurde es für England oder Frankreich moralisch unmöglich, sich mit dem Süden zu verbünden.",Wo und wann unterzeichnet der Allgemein Robert E. Lee die Kapitulation seiner Armee?,In Appomattox im April 1865,In Gettysburg im Juli 1863,In Washington im Dezember 1865,In Fort Sumter im April 1861,Die Kapitulation in Appomattox Court House am 9. April 1865 markiert das effektive Ende der größeren militärischen Operationen für die Konföderation.

# Wissenschaften
"ID",Matière,Sous-catégorie,Titre,QCM1 — Question,QCM1 — ✅ Bonne réponse,QCM1 — ❌ Mauvaise 1,QCM1 — ❌ Mauvaise 2,QCM1 — ❌ Mauvaise 3,QCM1 — Explication,QCM2 — Question,QCM2 — ✅ Bonne réponse,QCM2 — ❌ Mauvaise 1,QCM2 — ❌ Mauvaise 2,QCM2 — ❌ Mauvaise 3,QCM2 — Explication,QCM3 — Question,QCM3 — ✅ Bonne réponse,QCM3 — ❌ Mauvaise 1,QCM3 — ❌ Mauvaise 2,QCM3 — ❌ Mauvaise 3,QCM3 — Explication,QCM4 — Question,QCM4 — ✅ Bonne réponse,QCM4 — ❌ Mauvaise 1,QCM4 — ❌ Mauvaise 2,QCM4 — ❌ Mauvaise 3,QCM4 — Explication,QCM5 — Question,QCM5 — ✅ Bonne réponse,QCM5 — ❌ Mauvaise 1,QCM5 — ❌ Mauvaise 2,QCM5 — ❌ Mauvaise 3,QCM5 — Explication
1,Wissenschaften,Unser Alltag erklärt,Warum ist der Himmel blau?,Wie viel besser wird Blau im Vergleich zu Rot durch die Atmosphäre gestreut?,9-mal mehr,2-mal mehr,50-mal mehr,Es wird nicht besser gestreut,"Nach dem Gesetz von Rayleigh ist die Streuung umgekehrt proportional zur vierten Potenz der Wellenlänge, was Blau etwa 9-mal stärker streut als Rot.",Warum nehmen unsere Augen den Himmel eher blau als violett wahr?,Die Sonne strahlt mehr Blau aus und unsere Augen sind dafür empfindlicher,Violett wird vollständig durch den Weltraum absorbiert,Violettes Licht dringt nicht durch die Atmosphäre,"Blau ist die einzige Farbe, die durch Stickstoff gestreut wird","Obwohl Violett stärker gestreut wird, enthält das Sonnenspektrum mehr Blau, und die Physiologie des menschlichen Auges bevorzugt die Erkennung von Blau gegenüber Violett.",Welcher Physiker hat dieses Streuphänomen im Jahr 1871 theoretisch begründet?,Lord Rayleigh,Isaac Newton,Albert Einstein,James Clerk Maxwell,"John William Strutt, bekannt als Lord Rayleigh, beschrieb 1871 mathematisch, wie Licht durch Moleküle gestreut wird, die viel kleiner als seine Wellenlänge sind.","Warum erscheint die Sonne rot, wenn sie untergeht?","Das Licht durchquert mehr Luft, wodurch alles Blau gefiltert wird",Die Sonne kühlt am Abend ab und ändert ihre Farbe,Die Erde entfernt sich am Ende des Tages von der Sonne,Die Luftmoleküle verändern bei Dunkelheit ihre Beschaffenheit,"Am Horizont ist der Weg des Lichts durch die Atmosphäre länger; die kurzen Wellen (Blau) werden gestreut, bevor sie ankommen, sodass nur das Rot durchgelassen wird.",Was ist die dominierende Farbe des Mars-Himmels am helllichten Tag?,Rosa-orange,Azurblau,Smaragdgrün,Tiefschwarz,"Die Marsatmosphäre ist reich an Eisenoxidstaub, der das Licht anders als auf der Erde streut und dem Himmel oft einen rosa oder orangefarbenen Ton verleiht."
2,Wissenschaften,Unser Alltag erklärt,Warum träumen wir?,In welcher Schlafphase treten die allermeisten komplexen Träume auf?,Der REM-Schlaf,Der tiefe NREM-Schlaf,Der leichte NREM-Schlaf,Die Einschlafphase,"Der REM-Schlaf zeichnet sich durch eine intensive Gehirnaktivität aus, während der Körper eine vollständige Muskelatonie erfährt.",Welche vermutete Rolle spielt die Theorie der „Bedrohungssimulation“?,"Das Gehirn darauf trainieren, reale Gefahren in einer risikofreien Umgebung zu bewältigen",Die in den Muskeln über den Tag angesammelten Toxine eliminieren,Zukünftige Ereignisse durch unbewusste Signale vorhersagen,"Verhindern, dass das Gehirn durch visuelle Reize zu früh aufwacht","Diese Theorie legt nahe, dass der Traum es ermöglicht, Reaktionen auf Angriffe oder Gefahren zu testen, um die Überlebenschancen zu verbessern.",Welche neurochemische Erklärung rechtfertigt das Vergessen von Träumen beim Aufwachen?,"Der drastische Abfall des Spiegels an Noradrenalin, der die Langzeitspeicherung verhindert","Das Gehirn löscht Träume aktiv, um zu vermeiden, dass sie mit der Realität verwechselt werden",Das Tageslicht zerstört sofort die traumbezogenen Neurotransmitter,Die zerebrale Glukose ist am Ende der REM-Phase vollständig aufgebraucht,Ohne Noradrenalin kann das Gehirn die Trauminformationen nicht in den dauerhaften Gedächtnisspeicher übertragen.,Was charakterisiert biologisch einen luziden Traum?,"Die Reaktivierung vom Präfrontaler Cortex, dem Sitz der Logik und der Selbstreflexion","Ein teilweises Erwachen des Motorsystems, das eine Bewegung während des Traums ermöglicht",Eine perfekte Synchronisation der beiden Gehirnhälften,Das vollständige Fehlen von schnellen Augenbewegungen während der REM-Phase,"Der luzide Traum tritt auf, wenn ein mit dem kritischen Bewusstsein verbundener Bereich (der Präfrontaler Cortex) aktiviert wird, während der Rest des Gehirns träumt.",Welche Funktion hat der Mechanismus der Muskelatonie während des Traums?,"Den Schläfer daran hindern, die geträumten Handlungen physisch auszuführen","Den Gelenken ermöglichen, sich ohne Druck zu regenerieren","Das Gehirn zwingen, nachts weniger Sauerstoff zu verbrauchen","Einen Blutdruckabfall herbeiführen, um das Herz zu schützen","Das Gehirn lähmt die willkürlichen Muskeln, um das Individuum zu schützen und so Verletzungen durch schroffe Bewegungen zu vermeiden."
