courseId,aliasTerm,canonicalDisplayTerm,classification,explanation,source
course_4_le_couronnement_de_charlemagne_800,Heilige Römische Reich,Das Heilige Römische Reich,concept,"Politische Einheit, die aus der Kaiserkrönung Karls des Großen hervorging und den Anspruch erhob, die Kontinuität des Römischen Reiches im Westen unter christlicher Autorität zu verkörpern. Sie bestand bis 1806 fort und strukturierte den germanischen Raum über tausend Jahre lang.",short_form
course_4_le_couronnement_de_charlemagne_800,Missi Dominici,Die Missi Dominici,concept,"Karolingische „Boten des Herrn“: königliche Inspektoren, die paarweise (ein Bischof, ein Laie) entsandt wurden, um die lokale Verwaltung zu kontrollieren und im Namen des Kaisers Recht zu sprechen. Ein Schlüsselinstrument der karolingischen Regierung über ein riesiges Territorium.",short_form
course_4_le_couronnement_de_charlemagne_800,Langobarden,Langobarde,concept,"Germanisches Volk, das sich ab dem 6. Jahrhundert in Norditalien niederließ und dessen Königreich 774 von Karl dem Großen erobert wurde.",content_link
course_4_le_couronnement_de_charlemagne_800,missi dominici,Missi Dominici,concept,"Karolingische „Boten des Herrn“: königliche Inspektoren, die paarweise (ein Bischof, ein Laie) entsandt wurden, um die lokale Verwaltung zu kontrollieren und im Namen des Kaisers Recht zu sprechen. Ein Schlüsselinstrument der karolingischen Regierung über ein riesiges Territorium.",content_link
course_5_la_magna_carta_1215,Feudalsystem,Das Feudalsystem,concept,"Mittelalterliche Organisation, die auf persönlichen Bindungen basierte: Der Lehnsherr gewährt Land (Lehen) im Austausch für Militärdienst und Treue. Die Magna Carta wurde in diesem vertraglichen Rahmen erzwungen: Die Barone erinnerten den König an seine Verpflichtungen.",short_form
course_5_la_magna_carta_1215,1204,Der Verlust der Normandie (1204),evenementConnexe,"Bedeutendes Ereignis, bei dem Johann Ohneland seine Besitzungen an Philipp II. August verlor, was die Finanzkrise auslöste, die zur Magna Carta führte.",short_form
course_5_la_magna_carta_1215,Der Verlust der Normandie,Der Verlust der Normandie (1204),evenementConnexe,"Bedeutendes Ereignis, bei dem Johann Ohneland seine Besitzungen an Philipp II. August verlor, was die Finanzkrise auslöste, die zur Magna Carta führte.",short_form
course_5_la_magna_carta_1215,Verlust der Normandie (1204),Der Verlust der Normandie (1204),evenementConnexe,"Bedeutendes Ereignis, bei dem Johann Ohneland seine Besitzungen an Philipp II. August verlor, was die Finanzkrise auslöste, die zur Magna Carta führte.",short_form
course_5_la_magna_carta_1215,habeas corpus,Habeas Corpus,concept,Rechtsprinzip zum Schutz vor willkürlicher Verhaftung: Jede festgenommene Person muss einem Richter vorgeführt werden. Als direktes Erbe aus Klausel 39 der Magna Carta wurde es zu einem Pfeiler des angelsächsischen Rechts.,content_link
course_6_la_peste_noire_en_europe_1347_1353,Miasmentheorie,Die Miasmentheorie,concept,"Mittelalterlicher medizinischer Glaube, wonach Krankheiten durch verunreinigte Dämpfe verursacht wurden, die aus stehenden Gewässern und Leichen austraten. Sie erklärt die völlige Hilflosigkeit der Medizin gegenüber der Pest – man konnte nicht heilen, was man nicht verstand.",short_form
course_6_la_peste_noire_en_europe_1347_1353,italienischen Handelsrepubliken,Die italienischen Handelsrepubliken,lieuInstitution,"Genua und Venedig, deren Handelsschiffe das Schwarze Meer mit Europa verbanden, waren die Überträger der Epidemie. Genuesische Schiffe brachten die Pest 1347 nach Sizilien und verbreiteten das Bakterium über ihre mediterranen Handelsnetze.",short_form
course_6_la_peste_noire_en_europe_1347_1353,1348-1349,Die Judenpogrome (1348-1349),evenementConnexe,"Unter der Anschuldigung, Brunnen zu vergiften, wurden während der Pest zehntausende Juden in Deutschland und Frankreich massakriert. Papst Clemens VI. verteidigte sie, fand jedoch in den verwüsteten Städten, die nach Sündenböcken suchten, kaum Gehör.",short_form
course_6_la_peste_noire_en_europe_1347_1353,Die Judenpogrome,Die Judenpogrome (1348-1349),evenementConnexe,"Unter der Anschuldigung, Brunnen zu vergiften, wurden während der Pest zehntausende Juden in Deutschland und Frankreich massakriert. Papst Clemens VI. verteidigte sie, fand jedoch in den verwüsteten Städten, die nach Sündenböcken suchten, kaum Gehör.",short_form
course_6_la_peste_noire_en_europe_1347_1353,Judenpogrome (1348-1349),Die Judenpogrome (1348-1349),evenementConnexe,"Unter der Anschuldigung, Brunnen zu vergiften, wurden während der Pest zehntausende Juden in Deutschland und Frankreich massakriert. Papst Clemens VI. verteidigte sie, fand jedoch in den verwüsteten Städten, die nach Sündenböcken suchten, kaum Gehör.",short_form
course_7_jeanne_d_arc_et_la_guerre_de_cent_ans_14,1420,Der Vertrag von Troyes (1420),evenementConnexe,"Abkommen, durch das Karl VI. von Frankreich seinen Sohn, den Dauphin Karl, zugunsten des englischen Königs Heinrich V. enterbte und so eine französisch-englische Dynastieunion schuf.",short_form
course_7_jeanne_d_arc_et_la_guerre_de_cent_ans_14,Der Vertrag von Troyes,Der Vertrag von Troyes (1420),evenementConnexe,"Abkommen, durch das Karl VI. von Frankreich seinen Sohn, den Dauphin Karl, zugunsten des englischen Königs Heinrich V. enterbte und so eine französisch-englische Dynastieunion schuf.",short_form
course_7_jeanne_d_arc_et_la_guerre_de_cent_ans_14,Vertrag von Troyes (1420),Der Vertrag von Troyes (1420),evenementConnexe,"Abkommen, durch das Karl VI. von Frankreich seinen Sohn, den Dauphin Karl, zugunsten des englischen Königs Heinrich V. enterbte und so eine französisch-englische Dynastieunion schuf.",short_form
course_7_jeanne_d_arc_et_la_guerre_de_cent_ans_14,Krönung in Reims,Die Krönung in Reims,concept,"Zeremonie, bei der der König von Frankreich mit heiligem Öl gesalbt wurde, was ihm einen fast heiligen Charakter verlieh. Nur ein in Reims gekrönter König war in den Augen der Kirche und des Volkes vollkommen legitim – daher die Dringlichkeit für Johanna, Karl VII. dorthin zu führen.",short_form
course_7_jeanne_d_arc_et_la_guerre_de_cent_ans_14,Burgunder,Die Burgunder,referenceHistorique,"Französische Fraktion, die mit den Engländern verbündet war und vom Herzog von Burgund (Philipp dem Guten im Jahr 1429) angeführt wurde. Ihr Bündnis mit England wurde 1435 durch den Vertrag von Arras gebrochen.",short_form
course_8_la_chute_de_constantinople_1453,1204,Die Plünderung Konstantinopels durch den 4. Kreuzzug (1204),evenementConnexe,"Die Kreuzfahrer, die von Venedig umgeleitet worden waren, plünderten das christliche Konstantinopel im Jahr 1204 drei Tage lang. Dieses Trauma schwächte Byzanz dauerhaft und erklärt das byzantinische Misstrauen gegenüber dem Westen während der Belagerung von 1453.",short_form
course_8_la_chute_de_constantinople_1453,Die Plünderung Konstantinopels durch den 4. Kreuzzug,Die Plünderung Konstantinopels durch den 4. Kreuzzug (1204),evenementConnexe,"Die Kreuzfahrer, die von Venedig umgeleitet worden waren, plünderten das christliche Konstantinopel im Jahr 1204 drei Tage lang. Dieses Trauma schwächte Byzanz dauerhaft und erklärt das byzantinische Misstrauen gegenüber dem Westen während der Belagerung von 1453.",short_form
course_8_la_chute_de_constantinople_1453,Plünderung Konstantinopels durch den 4. Kreuzzug (1204),Die Plünderung Konstantinopels durch den 4. Kreuzzug (1204),evenementConnexe,"Die Kreuzfahrer, die von Venedig umgeleitet worden waren, plünderten das christliche Konstantinopel im Jahr 1204 drei Tage lang. Dieses Trauma schwächte Byzanz dauerhaft und erklärt das byzantinische Misstrauen gegenüber dem Westen während der Belagerung von 1453.",short_form
course_8_la_chute_de_constantinople_1453,griechische Diaspora und die Renaissance,Die griechische Diaspora und die Renaissance,referenceHistorique,"Griechische Gelehrte, die aus Konstantinopel flohen, brachten ihre Manuskripte nach Italien und trugen so entscheidend zur Renaissance bei. Paradoxerweise beschleunigte der Fall von Byzanz die intellektuelle Erneuerung des Westens.",short_form
course_8_la_chute_de_constantinople_1453,byzantinische Recht und das römische Erbe,Das byzantinische Recht und das römische Erbe,concept,"Konstantinopel hatte das römische Recht, die griechische Philosophie und die christliche Theologie über tausend Jahre lang bewahrt und weitergegeben. Sein Fall beendete diese lebendige Kontinuität zwischen der Antike und der modernen Welt.",short_form
course_9_l_empire_azteque,Kosmogonie der Fünf Sonnen,Die Kosmogonie der Fünf Sonnen,concept,Aztekischer Mythos: Das Universum wurde bereits viermal erschaffen und zerstört. Die gegenwärtige fünfte Sonne wird nur durch Menschenopfer am Leben erhalten. Diese Kosmologie machte Opferungen kosmisch notwendig – ohne sie würde die Sonne stillstehen.,short_form
course_9_l_empire_azteque,Chinampas,Die Chinampas,concept,"„Schwimmende Gärten“, die im Texcoco-See angelegt wurden: künstliche Inseln aus Schlamm und Pflanzen, die eine hochproduktive Landwirtschaft ermöglichten. Tenochtitlán war von einem Netz aus Kanälen und Anbauflächen umgeben, die 200.000 Einwohner ernährten.",short_form
course_9_l_empire_azteque,Tenochtitlán,Tenochtitlán und Mexiko-Stadt,lieuInstitution,"Aztekische Hauptstadt, die 1325 auf einer kleinen Insel im Texcoco-See gegründet wurde, dort wo sich heute Mexiko-Stadt befindet. Sie war 1519 eine der größten Städte der Welt mit einem ausgeklügelten Netz von Aquädukten und Kanälen.",content_link
course_10_la_decouverte_de_l_amerique_1492,1492,Die spanische Reconquista (1492),evenementConnexe,"Der Triumph der Einnahme von Granada setzte Ressourcen frei und erzeugte einen Impuls nationalen Ehrgeizes, der die Unterstützung von Isabella von Kastilien für Kolumbus erklärt.",short_form
course_10_la_decouverte_de_l_amerique_1492,Die spanische Reconquista,Die spanische Reconquista (1492),evenementConnexe,"Der Triumph der Einnahme von Granada setzte Ressourcen frei und erzeugte einen Impuls nationalen Ehrgeizes, der die Unterstützung von Isabella von Kastilien für Kolumbus erklärt.",short_form
course_10_la_decouverte_de_l_amerique_1492,spanische Reconquista (1492),Die spanische Reconquista (1492),evenementConnexe,"Der Triumph der Einnahme von Granada setzte Ressourcen frei und erzeugte einen Impuls nationalen Ehrgeizes, der die Unterstützung von Isabella von Kastilien für Kolumbus erklärt.",short_form
course_10_la_decouverte_de_l_amerique_1492,1494,Der Vertrag von Tordesillas (1494),evenementConnexe,"Vom Papst vermitteltes Abkommen, das die Welt in zwei Einflusssphären zwischen Spanien (West) und Portugal (Ost) aufteilte.",short_form
course_10_la_decouverte_de_l_amerique_1492,Der Vertrag von Tordesillas,Der Vertrag von Tordesillas (1494),evenementConnexe,"Vom Papst vermitteltes Abkommen, das die Welt in zwei Einflusssphären zwischen Spanien (West) und Portugal (Ost) aufteilte.",short_form
course_10_la_decouverte_de_l_amerique_1492,Vertrag von Tordesillas (1494),Der Vertrag von Tordesillas (1494),evenementConnexe,"Vom Papst vermitteltes Abkommen, das die Welt in zwei Einflusssphären zwischen Spanien (West) und Portugal (Ost) aufteilte.",short_form
course_10_la_decouverte_de_l_amerique_1492,Semmelweis und Lister,Antisepsis (Semmelweis und Lister),concept,"Noch vor der Anästhesie töteten postoperative Infektionen die Patienten. Semmelweis (1847) und später Lister (1867) setzten die Hygiene durch: Händewaschen, sterilisierte Instrumente. Diese beiden Revolutionen – Anästhesie und Antisepsis – verwandelten die Chirurgie.",short_form
course_10_la_decouverte_de_l_amerique_1492,Antisepsis,Antisepsis (Semmelweis und Lister),concept,"Noch vor der Anästhesie töteten postoperative Infektionen die Patienten. Semmelweis (1847) und später Lister (1867) setzten die Hygiene durch: Händewaschen, sterilisierte Instrumente. Diese beiden Revolutionen – Anästhesie und Antisepsis – verwandelten die Chirurgie.",short_form
course_10_la_decouverte_de_l_amerique_1492,Spanische Reconquista (1492),spanische Reconquista (1492),evenementConnexe,"Der Triumph der Einnahme von Granada setzte Ressourcen frei und erzeugte einen Impuls nationalen Ehrgeizes, der die Unterstützung von Isabella von Kastilien für Kolumbus erklärt.",content_link
course_11_la_prise_de_la_bastille_1789,Lettre de cachet,Der Lettre de cachet,concept,"Vom König unterzeichneter königlicher Befehl zur Inhaftierung ohne Gerichtsverfahren oder Begründung. Die Bastille symbolisierte diese königliche Willkür, auch wenn sie im Juli 1789 nur 7 Gefangene beherbergte – ihr Wert war rein symbolisch.",short_form
course_12_la_strategie_de_napoleon_a_ulm_1805,napoleonische Armeekorps,Das napoleonische Armeekorps,concept,"Eine autonome Militäreinheit von 15.000 bis 30.000 Mann, die alle Waffengattungen umfasste und in der Lage war, mehrere Tage lang allein zu kämpfen. Diese organisatorische Innovation ermöglichte die Schnelligkeit der Manöver, die Napoleons Stärke ausmachte.",short_form
course_12_la_strategie_de_napoleon_a_ulm_1805,21. Oktober 1805,Die Schlacht von Trafalgar (21. Oktober 1805),evenementConnexe,"Nelsons entscheidender Seesieg über die französisch-spanische Flotte in derselben Woche wie Ulm. Dies beendete die Pläne für eine Invasion Englands und erklärt, warum Napoleon die britische Seemacht nie besiegen konnte.",short_form
course_12_la_strategie_de_napoleon_a_ulm_1805,Die Schlacht von Trafalgar,Die Schlacht von Trafalgar (21. Oktober 1805),evenementConnexe,"Nelsons entscheidender Seesieg über die französisch-spanische Flotte in derselben Woche wie Ulm. Dies beendete die Pläne für eine Invasion Englands und erklärt, warum Napoleon die britische Seemacht nie besiegen konnte.",short_form
course_12_la_strategie_de_napoleon_a_ulm_1805,Schlacht von Trafalgar (21. Oktober 1805),Die Schlacht von Trafalgar (21. Oktober 1805),evenementConnexe,"Nelsons entscheidender Seesieg über die französisch-spanische Flotte in derselben Woche wie Ulm. Dies beendete die Pläne für eine Invasion Englands und erklärt, warum Napoleon die britische Seemacht nie besiegen konnte.",short_form
course_12_la_strategie_de_napoleon_a_ulm_1805,Kontinentalsperre,Die Kontinentalsperre,concept,"Napoleonische Wirtschaftspolitik (1806), die jeglichen europäischen Handel mit England untersagte, um das Land wirtschaftlich zu ruinieren. Die mangelhafte Umsetzung zwang Napoleon dazu, erst die Iberische Halbinsel und dann Russland zu überfallen.",short_form
course_12_la_strategie_de_napoleon_a_ulm_1805,Napoleonisches Armeekorps,napoleonische Armeekorps,concept,"Eine autonome Militäreinheit von 15.000 bis 30.000 Mann, die alle Waffengattungen umfasste und in der Lage war, mehrere Tage lang allein zu kämpfen. Diese organisatorische Innovation ermöglichte die Schnelligkeit der Manöver, die Napoleons Stärke ausmachte.",content_link
course_12_la_strategie_de_napoleon_a_ulm_1805,Schlacht von Trafalgar,Die Schlacht von Trafalgar,evenementConnexe,"Nelsons entscheidender Seesieg über die französisch-spanische Flotte in derselben Woche wie Ulm. Dies beendete die Pläne für eine Invasion Englands und erklärt, warum Napoleon die britische Seemacht nie besiegen konnte.",content_link
course_13_la_bataille_de_waterloo_1815,1814-1815,Der Wiener Kongress (1814-1815),evenementConnexe,"Zusammenkunft der europäischen Mächte zum Wiederaufbau der post-napoleonischen Ordnung. Er zeichnete die Landkarte Europas neu, restaurierte die Monarchien und schuf das „Europäische Konzert“, das fast ein Jahrhundert lang einen relativen Frieden aufrechterhielt.",short_form
course_13_la_bataille_de_waterloo_1815,Der Wiener Kongress,Der Wiener Kongress (1814-1815),evenementConnexe,"Zusammenkunft der europäischen Mächte zum Wiederaufbau der post-napoleonischen Ordnung. Er zeichnete die Landkarte Europas neu, restaurierte die Monarchien und schuf das „Europäische Konzert“, das fast ein Jahrhundert lang einen relativen Frieden aufrechterhielt.",short_form
course_13_la_bataille_de_waterloo_1815,Wiener Kongress (1814-1815),Der Wiener Kongress (1814-1815),evenementConnexe,"Zusammenkunft der europäischen Mächte zum Wiederaufbau der post-napoleonischen Ordnung. Er zeichnete die Landkarte Europas neu, restaurierte die Monarchien und schuf das „Europäische Konzert“, das fast ein Jahrhundert lang einen relativen Frieden aufrechterhielt.",short_form
course_13_la_bataille_de_waterloo_1815,Heilige Allianz,Die Heilige Allianz,concept,"Ein 1815 zwischen Russland, Österreich und Preußen unterzeichneter Pakt zur Verteidigung monarchischer Prinzipien gegen revolutionäre Ideen. Er war das Instrument zur Unterdrückung der liberalen Aufstände in den Jahren 1820-1830.",short_form
course_13_la_bataille_de_waterloo_1815,Wiener Kongress,Der Wiener Kongress,evenementConnexe,"Zusammenkunft der europäischen Mächte zum Wiederaufbau der post-napoleonischen Ordnung. Er zeichnete die Landkarte Europas neu, restaurierte die Monarchien und schuf das „Europäische Konzert“, das fast ein Jahrhundert lang einen relativen Frieden aufrechterhielt.",content_link
course_14_la_commune_de_paris_1871,1870-1871,Der Deutsch-Französische Krieg (1870-1871),evenementConnexe,"Ein von Napoleon III. ausgelöster Konflikt, der mit der schmetternden Niederlage bei Sedan und der Gefangennahme des Kaisers endete. Die demütigende Kapitulation und die Belagerung von Paris bildeten den Nährboden für die Kommune.",short_form
course_14_la_commune_de_paris_1871,Der Deutsch-Französische Krieg,Der Deutsch-Französische Krieg (1870-1871),evenementConnexe,"Ein von Napoleon III. ausgelöster Konflikt, der mit der schmetternden Niederlage bei Sedan und der Gefangennahme des Kaisers endete. Die demütigende Kapitulation und die Belagerung von Paris bildeten den Nährboden für die Kommune.",short_form
course_14_la_commune_de_paris_1871,Deutsch-Französische Krieg (1870-1871),Der Deutsch-Französische Krieg (1870-1871),evenementConnexe,"Ein von Napoleon III. ausgelöster Konflikt, der mit der schmetternden Niederlage bei Sedan und der Gefangennahme des Kaisers endete. Die demütigende Kapitulation und die Belagerung von Paris bildeten den Nährboden für die Kommune.",short_form
course_14_la_commune_de_paris_1871,1. Internationale,Die Arbeiter-Internationale (1. Internationale),lieuInstitution,"1864 in London gegründete Organisation, die Gewerkschaften und Arbeiterparteien mehrerer Länder vereinte. Obwohl die Kommune nicht ihr direktes **Werk** war, feierte Marx sie als erste Erfahrung einer Arbeitermacht.",short_form
course_14_la_commune_de_paris_1871,Die Arbeiter-Internationale,Die Arbeiter-Internationale (1. Internationale),lieuInstitution,"1864 in London gegründete Organisation, die Gewerkschaften und Arbeiterparteien mehrerer Länder vereinte. Obwohl die Kommune nicht ihr direktes **Werk** war, feierte Marx sie als erste Erfahrung einer Arbeitermacht.",short_form
course_14_la_commune_de_paris_1871,Arbeiter-Internationale (1. Internationale),Die Arbeiter-Internationale (1. Internationale),lieuInstitution,"1864 in London gegründete Organisation, die Gewerkschaften und Arbeiterparteien mehrerer Länder vereinte. Obwohl die Kommune nicht ihr direktes **Werk** war, feierte Marx sie als erste Erfahrung einer Arbeitermacht.",short_form
course_14_la_commune_de_paris_1871,I. Internationale,Internationale Arbeiterassoziation (I. Internationale),lieuInstitution,"1864 in London gegründete Organisation, die Gewerkschaften und Arbeiterparteien mehrerer Länder vereinte. Obwohl die Kommune nicht ihr direktes Werk war, feierte Marx sie als erste Erfahrung der Arbeitermacht.",short_form
course_14_la_commune_de_paris_1871,Internationale Arbeiterassoziation,Internationale Arbeiterassoziation (I. Internationale),lieuInstitution,"1864 in London gegründete Organisation, die Gewerkschaften und Arbeiterparteien mehrerer Länder vereinte. Obwohl die Kommune nicht ihr direktes Werk war, feierte Marx sie als erste Erfahrung der Arbeitermacht.",short_form
course_14_la_commune_de_paris_1871,Deutsch-Französischer Krieg,Der Deutsch-Französische Krieg,evenementConnexe,"Ein von Napoleon III. ausgelöster Konflikt, der mit der schmetternden Niederlage bei Sedan und der Gefangennahme des Kaisers endete. Die demütigende Kapitulation und die Belagerung von Paris bildeten den Nährboden für die Kommune.",content_link
course_14_la_commune_de_paris_1871,Arbeiterinternationale,Die Arbeiter-Internationale,lieuInstitution,"1864 in London gegründete Organisation, die Gewerkschaften und Arbeiterparteien mehrerer Länder vereinte. Obwohl die Kommune nicht ihr direktes **Werk** war, feierte Marx sie als erste Erfahrung einer Arbeitermacht.",content_link
course_15_la_belle_epoque_1871_1914,1894-1906,Die Dreyfus-Affäre (1894-1906),evenementConnexe,"Alfred Dreyfus, ein jüdischer Offizier, wurde von einem antisemitischen Generalstab fälschlicherweise wegen Spionage verurteilt. Die Affäre zerriss Frankreich in Dreyfusarden und Antidreyfusarden und legte die tiefen Spannungen der französischen Gesellschaft offen.",short_form
course_15_la_belle_epoque_1871_1914,Die Dreyfus-Affäre,Die Dreyfus-Affäre (1894-1906),evenementConnexe,"Alfred Dreyfus, ein jüdischer Offizier, wurde von einem antisemitischen Generalstab fälschlicherweise wegen Spionage verurteilt. Die Affäre zerriss Frankreich in Dreyfusarden und Antidreyfusarden und legte die tiefen Spannungen der französischen Gesellschaft offen.",short_form
course_15_la_belle_epoque_1871_1914,Dreyfus-Affäre (1894-1906),Die Dreyfus-Affäre (1894-1906),evenementConnexe,"Alfred Dreyfus, ein jüdischer Offizier, wurde von einem antisemitischen Generalstab fälschlicherweise wegen Spionage verurteilt. Die Affäre zerriss Frankreich in Dreyfusarden und Antidreyfusarden und legte die tiefen Spannungen der französischen Gesellschaft offen.",short_form
course_15_la_belle_epoque_1871_1914,1884-1885,Die Berliner Konferenz (1884-1885),evenementConnexe,"Versammlung der europäischen Mächte, um die Aufteilung Afrikas ohne Krieg untereinander zu regeln. Innerhalb weniger Jahrzehnte kolonisierte Europa 90 % des afrikanischen Kontinents und zog willkürliche Grenzen, die bis heute Konflikte verursachen.",short_form
course_15_la_belle_epoque_1871_1914,Die Berliner Konferenz,Die Berliner Konferenz (1884-1885),evenementConnexe,"Versammlung der europäischen Mächte, um die Aufteilung Afrikas ohne Krieg untereinander zu regeln. Innerhalb weniger Jahrzehnte kolonisierte Europa 90 % des afrikanischen Kontinents und zog willkürliche Grenzen, die bis heute Konflikte verursachen.",short_form
course_15_la_belle_epoque_1871_1914,Berliner Konferenz (1884-1885),Die Berliner Konferenz (1884-1885),evenementConnexe,"Versammlung der europäischen Mächte, um die Aufteilung Afrikas ohne Krieg untereinander zu regeln. Innerhalb weniger Jahrzehnte kolonisierte Europa 90 % des afrikanischen Kontinents und zog willkürliche Grenzen, die bis heute Konflikte verursachen.",short_form
course_15_la_belle_epoque_1871_1914,Positivismus von Auguste Comte,Der Positivismus von Auguste Comte,concept,"Philosophie, nach der die Wissenschaft alle menschlichen Probleme lösen wird. Als dominante Doktrin der Belle Époque erklärt sie den Optimismus dieser **Periode** und dessen jähe Erschütterung durch den Krieg von 1914.",short_form
course_15_la_belle_epoque_1871_1914,1894–1906,Dreyfus-Affäre (1894–1906),evenementConnexe,"Ein jüdischer Offizier, Alfred Dreyfus, wurde von einem antisemitischen Generalstab zu Unrecht wegen Spionage verurteilt. Die Affäre zerriss Frankreich zwischen Dreyfusarden und Anti-Dreyfusarden und legte die tiefen Spannungen in der französischen Gesellschaft offen.",short_form
course_15_la_belle_epoque_1871_1914,Dreyfus-Affäre,Dreyfus-Affäre (1894–1906),evenementConnexe,"Ein jüdischer Offizier, Alfred Dreyfus, wurde von einem antisemitischen Generalstab zu Unrecht wegen Spionage verurteilt. Die Affäre zerriss Frankreich zwischen Dreyfusarden und Anti-Dreyfusarden und legte die tiefen Spannungen in der französischen Gesellschaft offen.",short_form
course_15_la_belle_epoque_1871_1914,Berliner Konferenz,Die Berliner Konferenz,evenementConnexe,"Versammlung der europäischen Mächte, um die Aufteilung Afrikas ohne Krieg untereinander zu regeln. Innerhalb weniger Jahrzehnte kolonisierte Europa 90 % des afrikanischen Kontinents und zog willkürliche Grenzen, die bis heute Konflikte verursachen.",content_link
course_16_la_bataille_de_verdun_1916,1916,Die Schlacht an der Somme (1916),evenementConnexe,"Französisch-britische Offensive, die am 1. Juli 1916 gestartet wurde, um Verdun zu entlasten. Sie forderte allein am ersten Tag 60.000 britische Opfer – der verlustreichste Tag in der britischen Militärgeschichte.",short_form
course_16_la_bataille_de_verdun_1916,Die Schlacht an der Somme,Die Schlacht an der Somme (1916),evenementConnexe,"Französisch-britische Offensive, die am 1. Juli 1916 gestartet wurde, um Verdun zu entlasten. Sie forderte allein am ersten Tag 60.000 britische Opfer – der verlustreichste Tag in der britischen Militärgeschichte.",short_form
course_16_la_bataille_de_verdun_1916,Schlacht an der Somme (1916),Die Schlacht an der Somme (1916),evenementConnexe,"Französisch-britische Offensive, die am 1. Juli 1916 gestartet wurde, um Verdun zu entlasten. Sie forderte allein am ersten Tag 60.000 britische Opfer – der verlustreichste Tag in der britischen Militärgeschichte.",short_form
course_16_la_bataille_de_verdun_1916,Stellungskrieg,Der Stellungskrieg,concept,"Seit 1914 hatte sich die Westfront in einem Netz von Schützengräben von der Nordsee bis zur Schweiz stabilisiert. Dieser Stellungskrieg erklärt, warum Schlachten wie Verdun monatelang auf wenigen Quadratkilometern ausgetragen wurden.",short_form
course_16_la_bataille_de_verdun_1916,schwere Artillerie des Ersten Weltkriegs,Die schwere Artillerie des Ersten Weltkriegs,concept,"Die Artillerie war für 60-70 % der Verluste im Erster Weltkrieg verantwortlich. Die technischen Fortschritte seit 1870 hatten die Offensivwaffen weitaus mächtiger als die Verteidigungsanlagen gemacht, was zur Sackgasse des Stellungskriegs führte.",short_form
