# História
21,Ciências,A Terra e o Universo,O Big Bang,Qual é o erro conceitual mais comum sobre o Big Bang?,Que é uma explosão expandindo-se num vácuo preexistente,Que o universo está em expansão,Que o tempo começou com este Evento,Que o universo era muito quente no início,"O Big Bang não é uma explosão de matéria no espaço vazio, mas uma expansão rápida do próprio espaço; não havia 'vácuo' ao redor porque o espaço ainda não existia.",Qual cientista inventou o termo « Big Bang » para gozar com a ideia?,Fred Hoyle,Edwin Hubble,Albert Einstein,Arno Penzias,"Fred Hoyle, defensor do modelo do Estado Estacionário, utilizou este termo em 1949 durante uma crónica na BBC para ridicularizar a ideia de um começo súbito do universo.",O que é a radiação cósmica de fundo?,"Uma radiação de micro-ondas uniforme, eco térmico do Big Bang",O ruído produzido pela colisão de duas galáxias,Uma nuvem de poeira ocultando o centro do universo,A Somme da luz de todas as estrelas atuais,"É uma radiação fóssil emitida 380.000 anos após o Big Bang, quando o universo se tornou transparente, captada acidentalmente por Penzias e Wilson em 1965.",Em que momento da história cósmica se formaram os primeiros átomos neutros?,Cerca de 380.000 anos após o início,Logo nos primeiros 3 minutos,No momento exato do tempo de Planck,"Aquando do nascimento do Sol há 4,6 mil milhões de anos","Durante os primeiros 3 minutos, apenas os núcleos fundiram. Foi necessário esperar 380.000 anos para que o universo arrefecesse o suficiente para que os eletrões se ligassem aos núcleos e formassem átomos estáveis.",Como se chama o limiar temporal além do qual as nossas leis físicas deixam de funcionar?,O Tempo de Planck,O horizonte de eventos,O limite de Hubble,A constante cosmológica,"O Tempo de Planck (10⁻⁴³ segundo) representa o limite das nossas teorias físicas atuais face às condições extremas (densidade, temperatura) do próprio início do universo."
22,Ciências,A Terra e o Universo,Porque é que os vulcões entram em erupção?,Por que três razões a rocha do manto pode fundir e formar magma?,"Um aumento da temperatura, uma diminuição da pressão durante o afastamento das placas, ou a adição de água que baixa o ponto de fusão","Um aumento da pressão, a presença de enxofre que catalisa a fusão, ou um choque meteorítico","A radioatividade natural das rochas, as fricções entre placas, ou o calor residual do núcleo terrestre","A compressão das placas tectónicas, a infiltração de água do mar, ou as marés terrestres","A fusão é desencadeada pela temperatura, pela descompressão (nas dorsais) ou pela hidratação das rochas (nas zonas de subducção).",Porque é que uma erupção havaiana é muito diferente de uma erupção do Pinatubo?,"O magma basáltico havaiano é fluido e pouco viscoso, o gás escapa facilmente",O Havai é uma ilha oceânica cujos vulcões são menos profundos,"O Pinatubo é alimentado por uma câmara magmática maior, acumulando mais pressão",Os vulcões havaianos são menos ativos do que os das Filipinas,"A baixa viscosidade do magma basáltico permite uma libertação de gases calma (efusão), enquanto um magma viscoso retém os gases e provoca explosões.",Qual é o maior impacto climático das grandes erupções explosivas como a do Tambora?,Um arrefecimento global causado pelos aerossóis de enxofre e pelas cinzas na Estratosfera,Um aquecimento climático imediato devido ao calor da lava emitida,Um aumento da camada de ozono protegendo mais a Terra dos UV,O fim definitivo das correntes de convecção no manto sob o vulcão,"As partículas projetadas na alta atmosfera refletem a radiação solar, baixando a temperatura média mundial.",Qual é a espessura da crosta terrestre?,"De 5 a 70 km dependendo do local, mais fina sob os oceanos e mais espessa sob os continentes",Entre 1 e 10 km de forma uniforme em todo o planeta,"Entre 100 e 300 km, semelhante à da Lua","Exatamente 35 km em todo o lado, segundo o modelo geológico padrão",A crosta oceânica é fina e densa (cerca de 5-7 km) enquanto a crosta continental é mais espessa (até 70 km sob as montanhas).,Qual é o limite inferior do manto terrestre ?,Cerca de 2.900 km de profundidade,700 km de profundidade,6.371 km (o centro da Terra),35 km de profundidade,"O manto estende-se desde a base da crosta até ao limite com o núcleo externo, situado a cerca de 2.900 km."
23,Ciências,A Terra e o Universo,Como se formam os sismos?,"A que velocidade as placas tectónicas se deslocam, em média ?",1 a 10 cm por ano,1 a 10 metros por ano,1 a 10 km por ano,"0,1 mm por século","A velocidade de deslocação das placas é comparável à do crescimento das unhas, ou seja, alguns centímetros por ano.",Porque é que as tensões se acumulam ao longo das falhas antes de um sismo ?,A fricção mantém as rochas no lugar,As rochas solidificam-se bruscamente,A água solidifica a falha,O núcleo da Terra aspira a falha,"A rugosidade das paredes da falha cria um atrito (fricção) que impede o deslizamento contínuo das placas, forçando a rocha a deformar-se elasticamente até à rutura.","Na escala de magnitude de momento, qual é o fator de energia entre um sismo de magnitude 6 e 7 ?",Cerca de 32 vezes,10 vezes,2 vezes,100 vezes,A escala é logarítmica: um aumento de 1 ponto na escala de magnitude corresponde a uma libertação de energia sismológica cerca de 32 vezes superior.,Qual é o sismo mais forte alguma vez registado instrumentalmente ?,Valdivia (Chile) em 1960,Sumatra (Indonésia) em 2004,Tohoku (Japão) em 2011,San Francisco (EUA) em 1906,"O sismo de Valdivia no Chile em 1960 detém o recorde com uma magnitude de 9,5.",Onde ocorre a maioria dos sismos ?,Nas fronteiras entre as placas tectónicas,No centro dos oceanos unicamente,No polo Norte e no polo Sul,Unicamente sob os vulcões ativos,"É nos limites das placas (divergência, convergência ou deslizamento) que as interações e as tensões de fricção são as mais fortes."
24,Ciências,A Terra e o Universo,A catástrofe de Chernobil (1986),Qual era o objetivo inicial do teste de segurança realizado na noite de 26 de abril de 1986 ?,Verificar se a Inércia das turbinas poderia alimentar as bombas de arrefecimento em caso de corte de energia,Testar a resistência máxima da laje de betão superior a uma explosão interna,Simular um ataque aéreo para testar a reatividade dos sistemas de defesa da central,Medir a velocidade de propagação de uma nuvem radioativa fictícia para treinar as populações,O teste visava preencher uma falha de segurança: o intervalo de 40 segundos necessário para o arranque dos geradores de emergência em caso de falha elétrica.,Qual característica física do reator RBMK favoreceu a explosão ?,O coeficiente de vazio positivo que acelera a reação nuclear em presença de vapor,A utilização de chumbo líquido como líquido de arrefecimento principal,A ausência total de barras de controlo para regular a potência,A utilização de urânio altamente enriquecido de tipo militar num reator civil,"O defeito maior do RBMK é que o aparecimento de vapor (o vazio) na água de arrefecimento aumenta a reatividade, criando um círculo vicioso que leva ao sobreaquecimento.",Porque é que a cidade de Pripyat só foi evacuada 36 horas após a explosão ?,Devido à negação das autoridades locais e à lentidão da tomada de decisão em Moscovo,Porque o vento soprava inicialmente na direção oposta à cidade,Porque um exercício de evacuação geral já estava previsto para o dia seguinte,Porque as radiações só atingiram a cidade após o segundo dia devido a uma mudança de meteorologia,"O segredo e a rigidez burocrática soviéticos atrasaram o alerta, expondo desnecessariamente 50 000 civis durante mais de um dia inteiro.",Como se chama o gigantesco arco de aço instalado sobre o reator em 2016 ?,O Novo Confinamento de Segurança (New Safe Confinement),O Sarcófago de titânio,O Domo Glasnost,O Escudo Leopoldo,"O Novo Confinamento de Segurança é a maior estrutura móvel jamais construída, concebida para isolar o local por pelo menos um século.",Que impacto majoritário o desastre teve na vida política da URSS ?,Forçou a implementação da Glasnost (transparência) perante a impossibilidade de esconder a verdade,Levou a um aumento massivo do orçamento militar para assegurar as centrais,Provocou uma guerra imediata com os países vizinhos contaminados,Conduziu à substituição de Gorbachev por um comité de engenheiros nucleares,"Chernobyl provou que o segredo de Estado era perigoso, levando Gorbachev a acelerar as suas reformas de transparência política."
25,Ciências,A Terra e o Universo,Porque é que a Lua não cai na Terra?,Que metáfora Newton utiliza para explicar intuitivamente o que é uma órbita ?,Um canhão disparando uma bala a uma velocidade tal que a curvatura da sua queda acompanha a da Terra,Uma bola rolando sem fim num grande funil celeste,Um íman gigante que repele a Lua quando esta se aproxima demasiado,Um pássaro gigante cujas asas compensam o peso do astro,"A bala 'cai' continuamente, mas como a Terra é redonda e ela vai suficientemente depressa, o solo afasta-se sob ela à mesma velocidade, criando uma órbita.",A que distância a Lua orbita e qual é a sua velocidade lateral média ?,384 000 km a uma velocidade de cerca de 1 km/s,"400 km a uma velocidade de 7,7 km/s",1 milhão de km a uma velocidade de 10 km/s,384 000 km a uma velocidade de 100 km/h,"A esta distância, 1 km/s é a velocidade necessária para que a força centrífuga compense exatamente a gravidade terrestre.","Porque é que a Lua se afasta da Terra 3,8 cm por ano ?",Devido à transferência de energia ligada às fricções das marés oceânicas,Porque o Sol a atrai cada vez com mais força,Devido à pressão exercida pelos ventos solares,Porque a massa da Terra diminui a cada ano,"A protuberância das marés trava a rotação da Terra e transfere essa energia para a Lua, o que a empurra para uma órbita mais alta.",Qual é a consequência da proximidade da Lua na inclinação da Terra ?,"Ela estabiliza o eixo de rotação terrestre, garantindo um clima regular",Ela provoca uma inclinação caótica do eixo a cada dez anos,Ela é responsável pelo aparecimento do campo magnético terrestre,Ela anula totalmente a inclinação da Terra em relação ao Sol,"Sem o efeito de estabilização gravitacional da Lua, o eixo da Terra oscilaria de forma imprevisível, impedindo a estabilidade climática necessária à vida.",Porque é que a ISS (Estação Espacial) deve ir muito mais depressa do que a Lua ?,"Porque está muito mais próxima da Terra, onde a gravidade é mais forte",Para escapar à atração da Lua que a tentaria capturar,Porque é muito mais leve do que a Lua,Para evitar arder nas camadas altas da atmosfera,"A gravidade é inversamente proporcional ao **Quadrado** da distância : a 400 km, a atração é enorme, é portanto necessário ir muito rápido (7,7 km/s) para não se despenhar."
26,Ciências,A Terra e o Universo,Haverá vida noutros locais do Universo?,O que é a « **zona habitable** » de uma estrela ?,A região em redor de uma estrela onde a temperatura permite que a água exista no estado líquido à superfície de um planeta,A zona onde um planeta pode ter uma atmosfera suficientemente densa para proteger a vida,A região onde as radiações estelares são suficientemente fracas para não desnaturar as proteínas,A distância para além da qual um planeta não pode ser capturado pela gravidade de uma estrela,"A **zona habitable** é definida pela distância orbital ideal que permite à água permanecer líquida, condição considerada sine qua non para a vida tal como a conhecemos.","Como é que o oceano de Europa, lua de **Júpiter**, pode permanecer líquido apesar da sua distância em relação ao Sol ?",Graças ao aquecimento interno produzido por **As forças de maré** de **Júpiter**,Por um **efeito de estufa** massivo causado por uma atmosfera de metano,Apenas pela desintegração de elementos radioativos no seu núcleo,Pela absorção direta da radiação infravermelha de **Júpiter**,"A atração de **Júpiter** deforma fisicamente a lua Europa, criando uma fricção que gera calor suficiente para manter um oceano líquido sob o gelo.",O enunciado correto do Paradoxo de Fermi é :,"Se a vida inteligente é provável estatisticamente, por que não temos nenhuma prova dela ?","Se o universo é infinito, então tudo o que é possível deve existir em algum lugar","Se os extraterrestres existem, eles deveriam necessariamente ser mais avançados do que nós","Se não ouvimos nada, é porque somos a única forma de vida do Universo",O paradoxo sublinha a contradição entre a imensidão do cosmos (estatísticas favoráveis) e o silêncio observado (ausência de contacto).,Qual programa é dedicado à escuta de sinais de rádio artificiais provenientes do espaço ?,SETI,James Webb,Cassini,Voyager,O SETI (Search for Extraterrestrial Intelligence) utiliza radiotelescópios para tentar detetar sinais tecnológicos emitidos por outras civilizações.,Qual Técnica utiliza o telescópio James Webb para analisar a atmosfera dos exoplanetas ?,A espectroscopia,A ecolocalização espacial,A fotogrametria,A carotagem laser,"Ao analisar a decomposição da luz que atravessa a atmosfera de um planeta, a espectroscopia permite identificar os gases presentes, como o oxigénio ou o metano."
27,Ciências,A Terra e o Universo,O que é um buraco negro ?,Como se forma um buraco negro estelar ?,Via o colapso de uma estrela de pelo menos 20-25 massas solares,Pela acumulação de gás num planeta gigante,Pelo arrefecimento de uma anã branca,Pela explosão de uma estrela do tamanho do Sol,Apenas as estrelas massivas têm uma força de gravidade suficiente para colapsar em singularidade após a sua supernova. O Sol é demasiado pequeno para isso.,Por que razão um buraco negro não é um « aspirador cósmico » ?,"À distância, a sua gravidade comporta-se como a de qualquer astro",Possui uma força de repulsão magnética,O horizonte de eventos bloqueia a aspiração,Ele atrai apenas a luz e não a matéria,"A gravidade depende da massa: se o Sol fosse substituído por um buraco negro de mesma massa, a órbita dos planetas não mudaria porque a força de atração permaneceria idêntica.",Qual destes buracos negros foi o primeiro a ser fotografado?,M87*,Sagittarius A*,Cygnus X-1,Gargantua,"O Event Horizon Telescope publicou a imagem de M87* em 2019. Sagittarius A*, no centro da nossa galáxia, só foi fotografado em 2022.",O que é a « spaghettification » mencionada no curso?,O alongamento de um Objeto devido à diferença de gravidade entre as suas duas extremidades,A mistura da matéria no interior da singularidade,A transformação da luz em ondas de rádio,A evaporação final de um buraco negro por radiação,"É um efeito de maré extremo: a gravidade exercida sobre a parte mais próxima do buraco negro é muito mais forte do que na parte distanciada, provocando um alongamento vertical.",Qual descoberta de 2015 permite estudar a fusão dos buracos negros?,A deteção das ondas gravitacionais,A fotografia do disco de acreção,A medição da radiação Hawking,A descoberta dos quasares,"O LIGO detetou em 2015 as vibrações do espaço-tempo causadas pela fusão de dois buracos negros, abrindo uma nova janela para a astrofísica."
28,Ciências,A Terra e o Universo,A teoria da relatividade para todos,Quais são os dois postulados de base da Relatividade restrita de Einstein (1905)?,"As leis da física são as mesmas para todos os observadores em Movimento uniforme, e a velocidade da luz é constante para todos","A energia e a massa são equivalentes, e a gravidade curva o espaço-tempo em torno dos objetos massivos","Nada pode ultrapassar a velocidade da luz, e o tempo passa mais lentamente num campo gravitacional forte","O espaço e o tempo são relativos ao observador, e a matéria emite uma radiação proporcional à sua massa","A Relatividade restrita baseia-se na invariância das leis físicas para os referenciais inerciais e na universalidade da velocidade da luz, o que impõe a relatividade do tempo.",O que prevê a **Relatividade** **geral** (1915) sobre a natureza da gravitação ?,"As massas curvam o espaço-tempo, e os **objetos** seguem simplesmente os caminhos mais «diretos» nesse espaço-tempo curvado","A gravidade é uma força transmitida instantaneamente entre duas massas, sem necessidade de um meio transportador",A gravidade é a manifestação macroscópica da troca de partículas chamadas gravitons entre as massas,A gravidade resulta da rotação das massas que arrastam o espaço-tempo ao seu redor como um turbilhão,"Ao contrário de **Newton**, Einstein substitui a ideia de 'força' pela de uma deformação geométrica do tecido espaço-tempo pela matéria.",Por que o sistema GPS deve corrigir efeitos relativistas ?,Devido ao atraso ligado à velocidade (**Relatividade** restrita) e ao avanço ligado à gravidade mais fraca (**Relatividade** **geral**),Porque os sinais de rádio sofrem um desvio magnético durante a sua travessia da ionosfera,"Porque a curvatura da Terra mascara por vezes os satélites, criando um desfasamento geométrico",Devido ao envelhecimento prematuro dos componentes eletrónicos sujeitos às radiações solares,"O efeito líquido é um avanço dos relógios de 38 microssegundos por dia (+45 devido à baixa gravidade, -7 devido à alta velocidade).",Por que Einstein utilizou inicialmente a « constante cosmológica » ?,"Para manter um modelo de universo estático, antes de saber que este estava em expansão",Para explicar a força de atração entre as galáxias distantes,Para integrar a constante de Planck nas suas equações sobre o tempo,Para justificar a existência de uma matéria negra invisível no centro das galáxias,"Na época, pensava-se que o Universo era imutável. Einstein adicionou este parâmetro para impedir que as suas equações previssem um universo dinâmico, o que viria a lamentar mais tarde.",Qual é o significado profundo da fórmula **E=mc²** ?,A massa é uma forma de energia extremamente concentrada,A velocidade da luz depende da massa da energia emitida,A energia aumenta proporcionalmente à temperatura do vácuo,O tempo acelera quando a massa de um **objeto** diminui,A fórmula prova que massa e energia são duas faces de uma mesma moeda ; uma pequena quantidade de massa equivale a uma energia desmedida.
29,Ciências,A Terra e o Universo,Como se formam os raios ?,"Até que altitude os **cumulonimbus**, nuvens de tempestade geradoras de raios, podem elevar-se ?",Até 15 km de altitude,Até 3 km,Até 50 km,Até 8 km,"Os cumulonimbus são nuvens de grande desenvolvimento vertical que podem atingir o limite da troposfera, por volta de 15 km de altitude.",Qual é a temperatura aproximada do arco luminoso de um raio ?,30 000°C,300°C,3 000°C,300 000°C,"O raio aquece o ar a cerca de 30 000°C, ou seja, cinco vezes a temperatura da superfície do Sol (cerca de 5 500°C).",Qual processo microscópico é responsável pela eletrização da nuvem ?,A colisão entre cristais de gelo e granizo,A condensação do vapor de água,A radiação solar ultravioleta,A rotação da Terra,É o choque entre as partículas leves (gelo) e pesadas (granizo) que transfere as cargas elétricas por efeito triboelétrico.,"Se você ouvir o trovão 3 segundos após o raio, a que distância está a tempestade ?",Cerca de 1 quilômetro,Cerca de 340 metros,Cerca de 3 quilômetros,Cerca de 10 quilômetros,"Como o som viaja a 340 m/s, 3 segundos correspondem a cerca de 1 020 metros (3 x 340), ou seja, 1 km.",Como se chama o fenômeno de aquecimento do ar que o torna condutor ?,A ionização,A evaporação,A sublimação,A convecção,"A ionização consiste em arrancar elétrons das moléculas de ar, o que transforma o ar isolante num plasma condutor."
30,Ciências,A Terra e o Universo,Como funciona uma vacina ?,Qual é a diferença entre uma vacina de vírus atenuado e uma vacina de vírus inativado ?,"A atenuada contém um vírus vivo cuja virulência é reduzida, a inativada um vírus totalmente morto","A atenuada foca apenas nas bactérias, a inativada foca unicamente nos vírus","A atenuada contém anticorpos já formados, a inativada linfócitos T","A atenuada só funciona em crianças, a inativada em adultos","A vacina atenuada utiliza um agente infecioso vivo, mas enfraquecido, para mimetizar uma infeção natural, enquanto a inativada utiliza um agente morto incapaz de se replicar.",Qual é o limiar de vacinação necessário para travar a circulação do sarampo ?,92 a 95% da população,Cerca de 50% da população,Exatamente 75% da população,"Mais de 99,9% de la população","Sendo o sarampo uma das doenças mais contagiosas do Mundo, exige uma taxa de cobertura muito elevada (92-95%) para atingir a imunidade de grupo.",Como agem as vacinas de ARNm nas nossas células ?,Elas entregam um código temporário para que as nossas células fabriquem uma proteína viral inofensiva,Elas modificam definitivamente o ADN da pessoa vacinada,Elas injetam nanopartículas que comem o vírus diretamente,Elas introduzem vírus mortos no núcleo das nossas células,As vacinas de ARNm utilizam instruções genéticas transitórias (ARN mensageiro) para que o corpo produza ele próprio a proteína-alvo (spike) e aprenda a combatê-la.,Em que ano é que a varíola foi oficialmente declarada erradicada ?,1980,1796,1918,2001,"Após uma campanha mundial de vacinação massiva coordenada pela OMS, a varíola foi declarada extinta em 1980, marcando um sucesso histórico para a medicina.",Qual é o papel principal dos linfócitos B na vacinação ?,Produzir anticorpos específicos para neutralizar o patógeno,Destruir os tecidos saudáveis para dar lugar às células imunitárias,Transportar o oxigénio para as zonas infetadas,Fabricar o invólucro protetor dos vírus,Os linfócitos B são as fábricas de anticorpos do corpo; eles reconhecem o patógeno apresentado pela vacina e registam a sua assinatura para as infeções futuras.
31,Ciências,A Terra e o Universo,O que é o efeito estufa (de verdade) ?,Qual seria a temperatura média da Terra sem o efeito de estufa natural ?,-18°C,+5°C,-3°C,+30°C,"Sem o efeito de estufa, a energia solar voltaria rapidamente para o espaço. A Terra estabilizar-se-ia em -18°C, tornando impossível a vida complexa.",Qual é o principal motor do aquecimento global antropogénico ?,A libertação do carbono armazenado debaixo da terra há milhões de anos,O aumento da atividade vulcânica,O calor direto libertado pelos motores e fábricas,O afinamento da camada de ozono,"Ao queimar energias fósseis, o ser humano reintroduz muito rapidamente na atmosfera o carbono que estava, no entanto, isolado do ciclo climático desde eras geológicas.",Qual é a particularidade do metano (CH₄) em relação ao CO₂ ?,É cerca de 80 vezes mais potente na retenção de calor ao longo de 20 anos,Permanece muito mais tempo na atmosfera do que o CO₂,É o gás mais abundante na atmosfera terrestre,Arrefece a alta atmosfera enquanto aquece o solo,"O metano tem um poder de aquecimento global muito superior ao CO₂ a curto prazo, o que torna as fugas de gás e a pecuária industrial muito problemáticas.",O que é o albedo e como influencia o clima ?,É o poder refletor de uma superfície; a sua diminuição acelera o aquecimento,É a capacidade dos oceanos de absorver o CO₂ dissolvido,É a camada de ozono que protege dos raios UV,É o ciclo natural da inclinação da Terra,"O gelo tem um forte albedo (reflete a luz). Se este derrete, o solo escuro absorve mais calor, o que faz derreter ainda mais gelo: é um círculo vicioso.",Qual era o nível de CO₂ pré-industrial em relação aos 420 ppm atuais ?,Cerca de 280 ppm,Cerca de 150 ppm,Cerca de 350 ppm,Cerca de 100 ppm,"Durante milénios, a taxa de CO₂ permaneceu estável em torno de 280 ppm. O aumento de 50% observado hoje é extremamente brutal à escala geológica."
32,Ciências,A Terra e o Universo,Por que dormimos ?,Quanto tempo pode um rato sobreviver sem sono antes de morrer ?,2 a 3 semanas,2 a 3 dias,Cerca de 6 meses,Exatamente uma semana,"Os estudos mostram que a privação total de sono é tão fatal quanto a fome, provocando a morte em cerca de 21 dias no rato.",Que recorde de privação de sono foi estabelecido por Randy Gardner ?,11 dias,3 dias,21 dias,7 dias,"Em 1964, este estudante aguentou cerca de 264 horas (11 dias), sofrendo alucinações importantes e distúrbios cognitivos.",Por que razão o sono perdido não se recupera realmente no fim de semana ?,O cérebro não pode compensar os danos neurológicos já sofridos,O corpo volta a ficar em dívida logo na segunda-feira de manhã,O sono de recuperação é de má qualidade por natureza,A melatonina não é produzida no fim de semana,"Embora a sensação de fadiga desapareça, a plasticidade neuronal e os processos metabólicos perturbados pela dívida de sono não se restabelecem instantaneamente.",Que hormona é libertada massivamente durante o sono profundo para reparar os tecidos ?,A hormona do crescimento,A melatonina,A leptina,A serotonina,A hormona do crescimento é essencial para a reparação muscular e a síntese de proteínas no adulto como na criança.,Qual é a particularidade do sono dos golfinhos ?,Eles dormem com apenas um hemisfério cerebral de cada vez,Eles param de respirar durante o sono,Eles nunca dormem durante a sua vida adulta,Eles dormem apenas verticalmente,"O sono uni-hemisférico permite aos golfinhos permanecerem conscientes para respirar, enquanto descansam uma parte do seu cérebro."
33,Ciências,A Terra e o Universo,Como o cérebro armazena as memórias ?,Aproximadamente quantos neurónios e sinapses contém o cérebro humano ?,86 mil milhões de neurónios conectados por 100 biliões de sinapses,100 milhões de neurónios e 10 mil milhões de sinapses,1 bilião de neurónios e 1 milhão de sinapses,10 triliões de neurónios e 50 petabytes de sinapses,"A arquitetura cerebral humana baseia-se em cerca de 86 mil milhões de células nervosas, cada uma capaz de estabelecer milhares de conexões sinápticas.",Que princípio rege a potenciação de longa duração (LTP) ?,O reforço das conexões entre neurónios que se ativam em conjunto,A criação de novos neurónios durante a noite,A destruição das sinapses não utilizadas para libertar espaço,O aumento da velocidade da eletricidade nos axónios,"Segundo a Lei de Hebb, a ativação simultânea de neurónios reforça a sua ligação química (sinapse), facilitando assim a passagem futura da informação.",Qual é o papel principal do hipocampo na memorização ?,Ele coordena a Codificação e a distribuição das memórias para o córtex,Serve como unidade de armazenamento definitiva para todas as nossas memórias,Controla apenas os Movimentos automáticos como andar de bicicleta,Ele apaga as memórias traumáticas durante o sono,O hipocampo atua como um centro de triagem que prepara as informações para um armazenamento a longo prazo no córtex cerebral.,O que é que os trabalhos da psicóloga Elizabeth Loftus evidenciaram ?,A maleabilidade da memória e a possibilidade de implantar falsas memórias,A existência de uma zona precisa do cérebro para cada memória,Que a memória funciona exatamente como uma câmara de vídeo,A impossibilidade de esquecer um trauma de infância,Elizabeth Loftus provou que a memória é reconstrutiva e pode ser alterada por influências externas ou perguntas sugestivas.,Qual memória permite conservar competências como tocar piano ?,A memória procedimental,A memória episódica,A memória semântica,A memória a curto prazo,"A memória procedimental armazena as competências motoras de forma inconsciente, frequentemente localizada no cerebelo e nos gânglios da base."
34,Ciências,A Terra e o Universo,Por que algumas espécies são imortais ?,Como a medusa Turritopsis dohrnii pode teórica e indefinidamente viver ?,Por «transdiferenciação»,Por uma divisão celular ultra-rápida,Por uma hibernação em cisto impermeável,Por uma produção massiva de antioxidantes,A transdiferenciação permite à medusa transformar as suas células adultas em células-tronco para voltar a ser um pólipo juvenil.,Qual o papel que desempenham os telômeros no processo de envelhecimento ?,O seu encurtamento a cada divisão acaba por interromper a multiplicação celular,Eles codificam os genes responsáveis pela morte programada,Eles servem de reservatório de energia para as mitocôndrias,Eles regulam a temperatura interna da célula,"Os telômeros protegem os cromossomas mas desgastam-se a cada divisão ; curtos demais, eles desencadeiam a senescência da célula.",Qual é a particularidade biológica da lagosta em relação à sua longevidade ?,"Ela produz telomerase permanentemente, impedindo o desgaste dos seus cromossomas",O seu corpo é composto por 90% de células-tronco,"Ela não respira oxigénio, evitando assim a oxidação",Ela muda de ADN a cada muda,"Graças à telomerase, os telômeros da lagosta não encurtam, o que lhe permite não envelhecer no sentido biológico habitual.",Como se chama a « senescência » ao nível celular ?,Um estado em que a célula para de se dividir mas permanece ativa e nociva,O processo de morte celular programada,A transformação de uma célula saudável em célula cancerosa,A capacidade de uma célula de se transformar em qualquer outra,"As células senescentes são 'células zombies' que não se dividem mais, mas perturbam os tecidos circundantes através de secreções inflamatórias.",Que recorde de longevidade detém a amêijoa Ming ?,507 anos,200 anos,850 anos,150 anos,A amêijoa da Islândia chamada Ming atingiu os 507 anos antes de ser acidentalmente morta durante um estudo científico em 2006.
35,Ciências,A Terra e o Universo,A fotossíntese explicada de forma simples,Qual é a equação química simplificada da fotossíntese ?,6 CO₂ + 6 H₂O + luz → C₆H₁₂O₆ + 6 O₂,O₂ + glicose → CO₂ + H₂O + energia,H₂O + CO₂ + calor → sucrose + O₂ + H₂,6 H₂O + energia → O₂ + 6 H₂,A fotossíntese utiliza o dióxido de carbono e a água sob o efeito da luz para produzir glicose (C₆H₁₂O₆) e oxigénio.,Em que parte precisa do cloroplasto ocorre o ciclo de Calvin ?,O estroma,A membrana externa,Os tilacoides,O núcleo,"O ciclo de Calvin (fase escura) tem lugar no estroma, o meio fluido que rodeia os tilacoides no seio do cloroplasto.",Que Evento histórico permitiu o aparecimento da vida aeróbica complexa ?,A Grande Oxidação,A formação dos oceanos,A expansão das florestas tropicais,O aparecimento do fitoplâncton,"A Grande Oxidação, causada pelas cianobactérias há 2,4 mil milhões de anos, saturou a atmosfera de oxigénio, permitindo a evolução das espécies que respiram o ar.",Qual é o rendimento energético médio da fotossíntese natural?,1 a 3 %,10 a 15 %,30 a 40 %,70 a 80 %,"Apesar da sua importância, apenas uma fração ínfima (1 a 3 %) da energia solar que atinge uma folha é transformada em energia química.",De onde provêm as moléculas de oxigénio libertadas pelas plantas?,Da divisão das moléculas de água (fotólise),Da captura do CO₂,Da respiração da planta,Da transformação da glicose,"Durante a fase luminosa, a luz quebra a água (H₂O) para recuperar eletrões, o que liberta oxigénio (O₂) como subproduto."
