id,Nom,Rareté,Cours
k_7h5vm83hknwx,Jefferson Davis,Rara,A Guerra de Secessão americana (1861-1865)
k_l89k6p83knwx,Franklin D. Roosevelt,Lendária,A Grande Depressão (1929)
k_7gxrm1gvknwx,John Maynard Keynes,Rara,A Grande Depressão (1929)
k_ioq088lbknwx,"Suleimão, o Magnífico",Lendária,A queda de Constantinopla (1453)
k_v9vm9jyxknwx,Jean Monnet,Rara,O nascimento da UE: da CECA a Maastricht
k_sl825i0xjnyk,David Ben Gurion,Rara,O nascimento do conflito israelense-palestino
k_x9i4i5v6jnyk,Hades,Rara,Deméter e Perséfone (as estações)
k_gs97msdzjnyk,Louis Pasteur,Lendária,Como funciona uma vacina ?
k_r9y0tpcyjnyk,Robert Schuman,Rara,O nascimento da UE: da CECA a Maastricht
k_t61ypzg3jnyk,Grigori Rasputin,Rara,A Revolução Russa (1917)
k_zoykdaxwjnyk,Júlio César,Lendária,Eneias e a fundação de Roma (Virgílio)
k_2999c25zjnyk,"Alexandre, o Grande",Lendária,A tragédia grega e o teatro antigo
k_tgqvnd1zjnyk,Martin Luther King Jr.,Lendária,Rosa Parks e Montgomery (1955)
k_kbt6e5mdjnyk,Marco António,Rara,Eneias e a fundação de Roma (Virgílio)
k_8lkhkiwienj7,Enrico Fermi,Rara,Hiroshima e Nagasaki (1945)
k_b7w32ewnenj7,Saladino,Rara,O apelo de Urbano II e a 1ª Cruzada (1095)
k_pnlz2a6genj7,Xi Jinping,Lendária,A rivalidade China–Estados Unidos | A China e o seu modelo económico
k_yprjq5fmenj7,Volodymyr Zelensky,Lendária,A guerra na Ucrânia explicada
k_7r4t75noenj7,Theodor Herzl,Comum,O nascimento do conflito israelense-palestino
k_8jzmh570enj7,Rainha Vitória,Lendária,A Belle Époque (1871-1914)
k_sbt7ehtqenj7,Nikita Khrushchev,Rara,A crise dos mísseis de Cuba (1962)
k_4eeh4oxtenj6,Fidel Castro,Lendária,A crise dos mísseis de Cuba (1962)
k_rbd56821enj6,Leon Trotsky,Rara,A Revolução Russa (1917)
k_pdaexjgvenj6,Nicolau II,Rara,A Revolução Russa (1917)
k_qlckfgbienj6,Luís XVI,Lendária,A queda da Bastilha (1789)
k_g7gf1nppenj6,Sancho Pança,Rara,"Dom Quixote, Cervantes"
k_ensj0jgwenj6,Gavroche,Rara,"Os Miseráveis, Victor Hugo | A Liberdade Guiando o Povo, Delacroix"
k_wz5uunkmenj6,Javert,Rara,"Os Miseráveis, Victor Hugo"
k_vdzoatm8enj6,Cosette,Rara,"Os Miseráveis, Victor Hugo"
k_hri0022nenj6,Pangloss,Comum,"Cândido, Voltaire"
k_u05rcmh9enj6,Guy Montag,Rara,"Fahrenheit 451, Bradbury"
k_ggzgmrkzenj6,Gandalf,Lendária,"O Senhor dos Anéis, Tolkien"
k_dnh7i0ovenj6,Frodo Bolseiro,Lendária,"O Senhor dos Anéis, Tolkien"
k_6l9ew771enj6,Atticus Finch,Rara,"O Sol é para Todos, Harper Lee"
k_7giotpwuenj6,Raskólnikov,Rara,"Crime e Castigo, Dostoiévski"
k_kvy4lo3senj6,Mustapha Mond,Comum,"Admirável Mundo Novo, Aldous Huxley"
k_3e098262enj6,Winston Smith,Rara,"1984, George Orwell"
k_jk4921seenj6,Capitão Ahab,Rara,"Moby Dick, Melville"
k_y54bytr8enj6,Virgílio,Comum,Eneias e a fundação de Roma (Virgílio)
k_06kqqaslenj6,Esfinge,Comum,Édipo e a Esfinge
k_0ztgkna6enj6,Creonte,Comum,"Antígona, Sófocles | Antígona: dever familiar vs lei do Estado"
k_nzl2a2rxenj6,Penélope,Comum,"A Odisseia, Homero"
k_94wafcfpenj6,Helena de Troia,Comum,A guerra de Troia e o cavalo de madeira
k_blexv5vmenj6,Páris,Comum,A guerra de Troia e o cavalo de madeira
k_uiuto3qfenj6,Heitor,Comum,"A Ilíada, Homero | A guerra de Troia e o cavalo de madeira"
k_zutx4z59enj6,Polifemo,Comum,Ulisses e o Ciclope
k_y3l7j485enj6,Eurídice,Comum,Orfeu e Eurídice
k_9tivxzmienj6,Cronos,Comum,"O nascimento dos deuses gregos (Cronos, Zeus, o Olimpo) | Os Titãs vs os Deuses (Titanomaquia)"
k_c4e0tg9acm0y,Péricles,Comum,A democracia ateniense
k_511bjpy9cm0y,Abraham Lincoln,Lendária,A Guerra de Secessão americana (1861-1865)
k_3g79sg21cm0y,Guinevere,Comum,"Lancelot, Genebra e a Távola Redonda"
k_cdwysl61cm0y,Shiva,Lendária,Vishnu e Shiva (mitologia hindu)
k_qd0899ytcm0y,Vishnu,Lendária,Vishnu e Shiva (mitologia hindu)
k_axk6yms8cm0y,Set,Comum,Osíris e Set (mitologia egípcia)
k_8dmkzdlkcm0y,Minotauro,Comum,Teseu e o Minotauro
k_j2vx29w3cm0y,Hefesto,Comum,Pandora e a caixa | Prometeu: o ladrão de fogo
k_tgyj8vbvcm0y,Perseu,Comum,Medusa e Perseu
k_oyjt0lq6cm0y,Dédalo,Comum,Ícaro e Dédalo
k_y8oqgtp2cm0y,Moctezuma II,Comum,O império asteca
k_3imy57g7cm0y,Robert Oppenheimer,Comum,Hiroshima e Nagasaki (1945)
k_iupi7oa1cm0y,Lênin,Lendária,A Revolução Russa (1917)
k_vbbosp6jcm0y,Mehmed II,Comum,A queda de Constantinopla (1453)
k_xzvwjrl8cm0y,Constantino XI,Comum,A queda de Constantinopla (1453)
k_5xlg998yzjjr,Mikhail Gorbachev,Épica,A queda do muro de Berlim (1989) | A catástrofe de Chernobil (1986)
k_adut669nzjjr,John F. Kennedy,Épica,A crise dos mísseis de Cuba (1962)
k_xnb909ztzjjr,Ho Chi Minh,Comum,A batalha de Dien Bien Phu (1954) | A descolonização: panorama (1945-1975)
k_676gqpy1zjjr,Harry S. Truman,Comum,Hiroshima e Nagasaki (1945) | O Plano Marshall (1947-1952)
k_8ti7fz02zjjr,Charles de Gaulle,Épica,A Blitzkrieg (1940) | A descolonização: panorama (1945-1975) | A guerra da Argélia (1954-1962)
g_mpzyw5pq_1qf3l,Urbano II,Comum,O apelo de Urbano II e a 1ª Cruzada (1095)
g_mpzyw5pq_2nw7n,Alarico,Comum,A tomada de Roma pelos Visigodos (410)
g_mpzyw5pq_3tcd9,Carlos Magno,Épica,A coroação de Carlos Magno (800)
g_mpzyw5pq_45zh4,Leão III,Comum,A coroação de Carlos Magno (800)
g_mpzyw5pq_5vji0,João Sem-Terra,Comum,A Magna Carta (1215)
g_mpzyw5pq_6k4jo,Joana d'Arc,Épica,Joana d'Arc e a Guerra dos Cem Anos (1429)
g_mpzyw5pq_7voeu,Cristóvão Colombo,Épica,A descoberta da América (1492)
g_mpzyw5pq_8f3k9,Napoleão Bonaparte,Épica,"A estratégia de Napoleão em Ulm (1805) | A batalha de Waterloo (1815) | O Vermelho e o Negro, Stendhal"
g_mpzyw5pq_9ua1p,Duque de Wellington,Comum,A batalha de Waterloo (1815)
g_mpzyw5pq_a0yhn,Marechal Blücher,Comum,A batalha de Waterloo (1815)
g_mpzyw5pq_bnz9p,Rosa Parks,Comum,Rosa Parks e Montgomery (1955)
g_mpzyw5pq_coto2,George Marshall,Comum,O Plano Marshall (1947-1952)
g_mpzyw5pq_d5dug,Nelson Mandela,Épica,O apartheid e Mandela (1948-1994)
g_mpzyw5pq_eebm6,Mao Zedong,Épica,A Revolução Cultural na China (1966-1976)
g_mpzyw5pq_f5cv8,Alexander Fleming,Comum,"A descoberta da penicilina (Fleming, 1928)"
g_mpzyw5pq_g6uj4,Wilhelm Röntgen,Comum,"A descoberta dos raios X (Röntgen, 1895)"
g_mpzyw5pq_hfud3,Isaac Newton,Épica,"A teoria da gravitação (Newton, 1687) | A teoria da relatividade para todos"
g_mpzyw5pq_ihh74,Marie Curie,Épica,A descoberta da radioatividade (Marie Curie)
g_mpzyw5pq_jlyf3,James Watson,Comum,"A estrutura do ADN (Watson & Crick, 1953)"
g_mpzyw5pq_k2vzh,Francis Crick,Comum,"A estrutura do ADN (Watson & Crick, 1953)"
g_mpzyw5pq_l550l,Charles Darwin,Épica,A teoria da evolução de Darwin (1859)
g_mpzyw5pq_ms1zg,Albert Einstein,Épica,O que é um buraco negro ? | A teoria da relatividade para todos
g_mpzyw5pq_ne1ty,Homero,Épica,"A Odisseia, Homero | A Ilíada, Homero | Os Trabalhos e os Dias, Hesíodo | A guerra de Troia e o cavalo de madeira"
g_mpzyw5pq_o9a0x,Ulisses,Épica,"A Odisseia, Homero | Ulisses e o Ciclope | Ulisses e as Sereias"
g_mpzyw5pq_p5hdr,Sófocles,Comum,"Édipo Rei, Sófocles | Antígona, Sófocles | Antígona: dever familiar vs lei do Estado"
g_mpzyw5pq_q9t83,Édipo,Comum,"Édipo Rei, Sófocles | Édipo e a Esfinge | Antígona: dever familiar vs lei do Estado"
g_mpzyw5pq_r47o7,Antígona,Comum,"Antígona, Sófocles | Antígona: dever familiar vs lei do Estado"
g_mpzyw5pq_s24ac,Platão,Épica,"O Banquete, Platão | A República, Platão | A Apologia de Sócrates, Platão"
g_mpzyw5pq_te9vw,Sócrates,Épica,"A República, Platão | A Apologia de Sócrates, Platão"
g_mpzyw5pq_u83z2,Aristóteles,Épica,"Édipo Rei, Sófocles | A Poética, Aristóteles"
g_mpzyw5pq_vihiv,Hesíodo,Comum,"Os Trabalhos e os Dias, Hesíodo"
g_mpzyw5pq_wbro4,Eurípides,Comum,"Medreia, Eurípides"
g_mpzyw5pq_xb49q,Medeia,Comum,"Medreia, Eurípides"
g_mpzyw5pq_yw77m,Victor Hugo,Épica,"Os Miseráveis, Victor Hugo"
g_mpzyw5pq_zacl3,Jean Valjean,Comum,"Os Miseráveis, Victor Hugo"
g_mpzyw5pq_10cpy6,Gustave Flaubert,Épica,"Madame Bovary, Flaubert"
g_mpzyw5pq_11k4kx,Emma Bovary,Comum,"Madame Bovary, Flaubert"
g_mpzyw5pq_12wag1,Stendhal,Comum,"O Vermelho e o Negro, Stendhal"
g_mpzyw5pq_13jcyt,Julien Sorel,Comum,"O Vermelho e o Negro, Stendhal"
g_mpzyw5pq_14frbd,Voltaire,Épica,"Cândido, Voltaire"
g_mpzyw5pq_15wczf,Jean-Jacques Rousseau,Épica,"As Confissões, Rousseau"
g_mpzyw5pq_164vl6,Albert Camus,Épica,"O Estrangeiro, Camus | O Mito de Sísifo, Camus"
g_mpzyw5pq_1783r1,Meursault,Comum,"O Estrangeiro, Camus"
g_mpzyw5pq_18gljr,Marcel Proust,Épica,"Em Busca do Tempo Perdido, Proust"
g_mpzyw5pq_19hly1,Honoré de Balzac,Épica,"O Pai Goriot, Balzac"
g_mpzyw5pq_1aryty,O Pai Goriot,Comum,"O Pai Goriot, Balzac"
g_mpzyw5pq_1bsk51,Charles Baudelaire,Épica,"As Flores do Mal, Baudelaire"
g_mpzyw5pq_1cieb3,George Orwell,Épica,"1984, George Orwell | A Revolução dos Bichos, George Orwell"
g_mpzyw5pq_1dncjb,Big Brother,Comum,"1984, George Orwell"
g_mpzyw5pq_1e6aud,William Shakespeare,Épica,"Hamlet, Shakespeare | Romeu e Julieta, Shakespeare | O teatro de Shakespeare"
g_mpzyw5pq_1fwap9,Hamlet,Comum,"Hamlet, Shakespeare"
g_mpzyw5pq_1g0t6k,Romeu,Comum,"Romeu e Julieta, Shakespeare"
g_mpzyw5pq_1hr893,Julieta,Comum,"Romeu e Julieta, Shakespeare"
g_mpzyw5pq_1ircss,Aldous Huxley,Comum,"Admirável Mundo Novo, Aldous Huxley"
g_mpzyw5pq_1jgt08,Mary Shelley,Comum,"Frankenstein, Mary Shelley"
g_mpzyw5pq_1kk26z,Victor Frankenstein,Comum,"Frankenstein, Mary Shelley"
g_mpzyw5pq_1l5owy,Fiódor Dostoiévski,Épica,"Crime e Castigo, Dostoiévski"
g_mpzyw5pq_1mgfv7,Franz Kafka,Épica,"O Processo, Kafka | A Metamorfose, Kafka"
g_mpzyw5pq_1nuijl,Josef K.,Comum,"O Processo, Kafka"
g_mpzyw5pq_1ony8e,Miguel de Cervantes,Épica,"Dom Quixote, Cervantes"
g_mpzyw5pq_1p2dxy,Dom Quixote,Épica,"Dom Quixote, Cervantes"
g_mpzyw5pq_1q1855,John Steinbeck,Comum,"As Vinhas da Ira, Steinbeck"
g_mpzyw5pq_1r214f,Harper Lee,Comum,"O Sol é para Todos, Harper Lee"
g_mpzyw5pq_1s15gd,F. Scott Fitzgerald,Comum,"O Grande Gatsby, Fitzgerald"
g_mpzyw5pq_1tdl2f,Jay Gatsby,Comum,"O Grande Gatsby, Fitzgerald"
g_mpzyw5pq_1ujxuw,J.R.R. Tolkien,Épica,"O Senhor dos Anéis, Tolkien"
g_mpzyw5pq_1v8zp8,Ray Bradbury,Comum,"Fahrenheit 451, Bradbury"
g_mpzyw5pq_1wq2t4,Gabriel García Márquez,Comum,"Cem Anos de Solidão, García Márquez"
g_mpzyw5pq_1x2is5,Gregor Samsa,Comum,"A Metamorfose, Kafka"
g_mpzyw5pq_1ywoml,Mikhail Bulgakov,Comum,"O Mestre e Margarida, Bulgákov"
g_mpzyw5pq_1zt86w,Herman Melville,Comum,"Moby Dick, Melville"
g_mpzyw5pq_208lh7,Antoine de Saint-Exupéry,Épica,"O Pequeno Príncipe, Saint-Exupéry"
g_mpzyw5pq_21ibna,O Pequeno Príncipe,Rara,"O Pequeno Príncipe, Saint-Exupéry"
g_mpzyw5pq_22rdie,Paulo Coelho,Comum,"O Alquimista, Paulo Coelho"
g_mpzyw5pq_23r9qk,Claude Monet,Rara,"O nascimento do impressionismo | Impressão, nascer do sol, Monet"
g_mpzyw5pq_24kuff,Caravaggio,Comum,Caravaggio e o chiaroscuro
g_mpzyw5pq_25p4or,Rembrandt,Rara,Rembrandt e a escola flamenga
g_mpzyw5pq_26sr6p,Eugène Delacroix,Comum,"O romantismo na pintura (Delacroix, Géricault) | A Liberdade Guiando o Povo, Delacroix"
g_mpzyw5pq_27yl4z,Théodore Géricault,Comum,"O romantismo na pintura (Delacroix, Géricault)"
g_mpzyw5pq_28ndlh,Pablo Picasso,Rara,"O cubismo: Picasso e Braque | Guernica, Picasso | Les Demoiselles d'Avignon, Picasso"
g_mpzyw5pq_29g3v9,Georges Braque,Comum,O cubismo: Picasso e Braque
g_mpzyw5pq_2aen6y,Salvador Dalí,Rara,"O surrealismo: Dalí e Magritte | A Persistência da Memória, Dalí"
g_mpzyw5pq_2bvl75,René Magritte,Comum,O surrealismo: Dalí e Magritte
g_mpzyw5pq_2cno65,Edvard Munch,Comum,O expressionismo: Munch e O Grito
g_mpzyw5pq_2dowsp,Wassily Kandinsky,Comum,A arte abstrata: Kandinsky e Mondrian
g_mpzyw5pq_2e9f4f,Piet Mondrian,Comum,A arte abstrata: Kandinsky e Mondrian
g_mpzyw5pq_2flyhe,Andy Warhol,Rara,A Pop Art: Warhol e Lichtenstein
g_mpzyw5pq_2g1nqn,Roy Lichtenstein,Comum,A Pop Art: Warhol e Lichtenstein
g_mpzyw5pq_2hwava,Bob Dylan,Rara,Bob Dylan e a folk protest
g_mpzyw5pq_2irvrj,Giuseppe Verdi,Comum,A ópera de Verdi
g_mpzyw5pq_2jbnzj,Wolfgang Amadeus Mozart,Rara,Mozart: prodígio infantil e vida trágica
g_mpzyw5pq_2k3jnf,Ludwig van Beethoven,Rara,Beethoven: génio e surdez
g_mpzyw5pq_2lm8xi,Johann Sebastian Bach,Rara,Bach e a música barroca
g_mpzyw5pq_2mopkr,Charlie Chaplin,Rara,Charlie Chaplin e o cinema mudo
g_mpzyw5pq_2ngk9s,Orson Welles,Comum,Orson Welles e Citizen Kane
g_mpzyw5pq_2ooou3,Stanley Kubrick,Comum,"Kubrick: 2001, uma Odisseia no Espaço"
g_mpzyw5pq_2pdkn8,Alfred Hitchcock,Rara,Hitchcock e o suspense
g_mpzyw5pq_2q0zwi,Leonardo da Vinci,Rara,A Mona Lisa
g_mpzyw5pq_2rb4ua,Vincent Van Gogh,Rara,"A Noite Estrelada, Van Gogh"
g_mpzyw5pq_2sgxy6,Michelangelo,Rara,"A Criação de Adão, Michelangelo"
g_mpzyw5pq_2tuyyf,Edward Hopper,Comum,"Nighthawks, Hopper"
g_mpzyw5pq_2u2262,Zeus,Rara,Pandora e a caixa | Os Titãs vs os Deuses (Titanomaquia)
g_mpzyw5pq_2ve1ko,Prometeu,Comum,Prometeu: o ladrão de fogo
g_mpzyw5pq_2wker6,Pandora,Comum,Pandora e a caixa
g_mpzyw5pq_2xvfg9,Deméter,Comum,Deméter e Perséfone (as estações)
g_mpzyw5pq_2y8oag,Perséfone,Comum,Deméter e Perséfone (as estações)
g_mpzyw5pq_2zid7i,Orfeu,Comum,Orfeu e Eurídice
g_mpzyw5pq_306uzt,Narciso,Comum,Narciso e Eco
g_mpzyw5pq_31xp2u,Ícaro,Comum,Ícaro e Dédalo
g_mpzyw5pq_322s83,Sísifo,Comum,"O Mito de Sísifo, Camus | Sísifo: punição eterna"
g_mpzyw5pq_33k5d2,Tântalo,Comum,Tântalo e seu suplício
g_mpzyw5pq_348stm,Medusa,Comum,Medusa e Perseu
g_mpzyw5pq_350sh9,Hércules,Rara,Hércules e seus 12 trabalhos
g_mpzyw5pq_36i31c,Teseu,Comum,Teseu e o Minotauro
g_mpzyw5pq_37f9ct,Jasão,Comum,Jasão e o Velo de Ouro
g_mpzyw5pq_38ftpe,Aquiles,Comum,Aquiles: o calcanhar e a invulnerabilidade
g_mpzyw5pq_39pbrr,Thor,Rara,Thor e Loki (mitologia nórdica)
g_mpzyw5pq_3ai3i6,Loki,Comum,Thor e Loki (mitologia nórdica)
g_mpzyw5pq_3bvoe4,Osíris,Comum,Osíris e Set (mitologia egípcia)
g_mpzyw5pq_3ctx3u,Gilgamesh,Comum,Gilgamesh: o primeiro herói da história
g_mpzyw5pq_3dhjhk,Rômulo,Comum,Rômulo e Remo: a fundação de Roma
g_mpzyw5pq_3ekptk,Remo,Comum,Rômulo e Remo: a fundação de Roma
g_mpzyw5pq_3fvao3,Odin,Comum,As Valquírias e o Valhalla
g_mpzyw5pq_3go8r8,Dionísio,Comum,Dionísio: o deus do vinho e do excesso
g_mpzyw5pq_3hcarf,Enéas,Comum,Eneias e a fundação de Roma (Virgílio)
g_mpzyw5pq_3ib4ze,Quetzalcóatl,Comum,Quetzalcóatl
g_mpzyw5pq_3jybz6,Lancelot,Comum,"Lancelot, Genebra e a Távola Redonda"
g_mpzyw5pq_3krbi6,Merlin,Rara,"Merlin, o Encantador"
g_mpzyw5pq_3ln0h0,Sherazade,Comum,As Mil e Uma Noites (Sherazade)
g_mpzyw5pq_3md901,"Sindbad, o Marujo",Comum,"Sindbad, o Marujo"
g_mpzyw5pq_3nfhpx,Vladimir Putin,Rara,A Rússia de Putin
