# Historia
40,Historia,Guerra Fría y mundo contemporáneo,La guerra de Secesión estadounidense (1861-1865),¿Cuántos esclavos trabajan en el Sur estadounidense en vísperas de la guerra de Secesión?,4 millones de esclavos,500 000 esclavos,10 millones de esclavos,1 millón de esclavos,"El sistema económico del Sur se basaba en una población de 4 millones de cautivos, lo que representaba un desafío financiero y social colosal para los plantadores.",¿Qué **Evento** **política** desencadena la secesión de los primeros Estados del Sur en 1860?,La elección de Abraham Lincoln a la presidencia,El asesinato del presidente en ejercicio,El voto inmediato de la 13.ª enmienda,La declaración de guerra oficial del Norte,"Lincoln fue elegido sin ningún voto del Sur, lo que convenció a los Estados del sur de que ya no tenían influencia dentro de la Unión.",¿Qué batalla de septiembre de 1862 está documentada como el día más sangriento de la **Historia** estadounidense?,Antietam,Gettysburg,Fort Sumter,Appomattox,"La batalla de Antietam causó 23 000 víctimas en un solo día, superando todos los demás enfrentamientos únicos de la **Historia** de los Estados Unidos.",¿Cuál es el efecto diplomático mayor de la **Proclamación de Emancipación** de 1863?,Impide que las potencias europeas apoyen a la Confederación,Provoca la entrada en guerra inmediata de Francia contra el Norte,Pone fin instantáneamente a los combates en Georgia,Fuerza al **general** Lee a dimitir de su mando,"Al hacer de la abolición el objetivo de la guerra, Lincoln hizo moralmente imposible para Inglaterra o Francia aliarse con el Sur.",¿Dónde y cuándo el **general** **Robert E. Lee** firma la capitulación de su ejército?,En Appomattox en abril de 1865,En Gettysburg en julio de 1863,En Washington en diciembre de 1865,En Fort Sumter en abril de 1861,La rendición en Appomattox Court House el 9 de abril de 1865 marca el fin efectivo de las operaciones militares mayores para la Confederación.

# Ciencias
"ID",Matière,Sous-catégorie,Titre,QCM1 — Question,QCM1 — ✅ Bonne réponse,QCM1 — ❌ Mauvaise 1,QCM1 — ❌ Mauvaise 2,QCM1 — ❌ Mauvaise 3,QCM1 — Explication,QCM2 — Question,QCM2 — ✅ Bonne réponse,QCM2 — ❌ Mauvaise 1,QCM2 — ❌ Mauvaise 2,QCM2 — ❌ Mauvaise 3,QCM2 — Explication,QCM3 — Question,QCM3 — ✅ Bonne réponse,QCM3 — ❌ Mauvaise 1,QCM3 — ❌ Mauvaise 2,QCM3 — ❌ Mauvaise 3,QCM3 — Explication,QCM4 — Question,QCM4 — ✅ Bonne réponse,QCM4 — ❌ Mauvaise 1,QCM4 — ❌ Mauvaise 2,QCM4 — ❌ Mauvaise 3,QCM4 — Explication,QCM5 — Question,QCM5 — ✅ Bonne réponse,QCM5 — ❌ Mauvaise 1,QCM5 — ❌ Mauvaise 2,QCM5 — ❌ Mauvaise 3,QCM5 — Explication
1,Ciencias,Nuestro día a día explicado,¿Por qué el cielo es azul?,¿Cuántas veces se dispersa mejor el azul que el rojo en la atmósfera?,9 veces más,2 veces más,50 veces más,No se dispersa mejor,"Según la Ley de Rayleigh, la dispersión es inversamente proporcional a la cuarta potencia de la longitud de onda, lo que hace que el azul sea aproximadamente 9 veces más difuso que el rojo.",¿Por qué nuestros ojos perciben el cielo azul en lugar de violeta?,El Sol emite más azul y nuestros ojos son más sensibles a él,El violeta es totalmente absorbido por el espacio,La luz violeta no atraviesa la atmósfera,El azul es el único color dispersado por el nitrógeno,"Aunque el violeta se dispersa más, el espectro solar contiene más azul y la fisiología del ojo humano favorece la detección del azul frente al violeta.",¿Qué físico teorizó este fenómeno de dispersión en 1871?,Lord Rayleigh,Isaac Newton,Albert Einstein,James Clerk Maxwell,"John William Strutt, conocido como Lord Rayleigh, describió matemáticamente en 1871 cómo la luz es dispersada por moléculas mucho más pequeñas que su longitud de onda.",¿Por qué el sol parece rojo cuando se pone?,"La luz atraviesa más aire, filtrando todo el azul",El sol se enfría por la noche y cambia de color,La Tierra se aleja del sol al final del día,Las moléculas de aire cambian de naturaleza con la oscuridad,"En el horizonte, el trayecto de la luz en la atmósfera es más largo; las ondas cortas (azul) se dispersan antes de llegar, dejando pasar solo el rojo.",¿Cuál es el color dominante del cielo de Marte en pleno día?,Rosa-anaranjado,Azul azur,Verde esmeralda,Negro profundo,"La atmósfera de Marte es rica en polvos de óxido de hierro que difunden la luz de manera diferente a la Tierra, dando a menudo un tono rosado o anaranjado al cielo."
2,Ciencias,Nuestro día a día explicado,¿Por qué soñamos?,¿Durante qué fase del sueño ocurre la gran mayoría de los sueños complejos?,El sueño paradójico (REM),El sueño lento profundo,El sueño lento ligero,La fase de adormecimiento,El sueño paradójico se caracteriza por una actividad cerebral intensa mientras que el cuerpo sufre una atonía muscular completa.,¿Cuál es el papel supuesto de la teoría de la 'simulación de amenaza'?,Entrenar al cerebro para gestionar peligros reales en un entorno sin riesgo,Eliminar las toxinas acumuladas en los músculos durante el día,Predecir los eventos futuros a través de señales inconscientes,Impedir que el cerebro se despierte demasiado pronto por estímulos visuales,Esta teoría sugiere que el sueño permite probar reacciones ante agresiones o peligros para mejorar las posibilidades de supervivencia.,¿Qué explicación neuroquímica justifica el olvido de los sueños al despertar?,La caída drástica de la tasa de noradrenalina que impide la memorización a largo plazo,El cerebro borra activamente los sueños para evitar confundirlos con lo real,La luz del día destruye instantáneamente los neurotransmisores oníricos,El glucosa cerebral está totalmente agotado al final de la fase REM,"Sin noradrenalina, el cerebro no puede transferir las informaciones del sueño hacia el almacenamiento de memoria permanente.",¿Qué caracteriza biológicamente a un sueño lúcido?,"La reactivación del córtex prefrontal, sede de la lógica y de la autorreflexión",Un despertar parcial del sistema motor que permite moverse durante el sueño,Una sincronización perfecta de los dos hemisferios cerebrales,La ausencia total de movimientos oculares rápidos durante la fase REM,El sueño lúcido ocurre cuando una zona ligada a la conciencia crítica (el córtex prefrontal) se activa mientras el resto del cerebro sueña.,¿Cuál es la función del mecanismo de atonía muscular durante el sueño?,Evitar que el durmiente realice físicamente las acciones que sueña,Permitir que las articulaciones se regeneren sin presión,Forzar al cerebro a consumir menos oxígeno durante la noche,Inducir una bajada de la presión arterial para proteger el corazón,"El cerebro paraliza los músculos voluntarios para proteger al individuo, evitando así lesiones causadas por movimientos bruscos."
3,Ciencias,Nuestro día a día explicado,¿Por qué flota el hielo?,¿A qué temperatura es máxima la densidad del agua líquida?,4°C,0°C,100°C,20°C,"A 4°C, las moléculas de agua están lo más cerca posible las unas de las otras. Por debajo, la organización precristalina comienza a alejarlas.",¿En qué porcentaje aumenta el volumen del agua aproximadamente al pasar al estado sólido?,9%,1%,25%,50%,"La estructura cristalina hexagonal del hielo impone un espaciamiento que aumenta el volumen en un 9%, reduciendo así la densidad en la misma proporción.",¿Qué estructura adoptan las moléculas de agua al congelarse?,Una estructura cristalina hexagonal,Una estructura cúbica compacta,Una cadena lineal rígida,Un apilamiento esférico aleatorio,Los enlaces de hidrógeno estabilizados a 0°C imponen esta geometría hexagonal que crea 'huecos' característicos en el hielo.,¿Por qué puede sobrevivir la vida acuática bajo un lago congelado?,El hielo en la superficie actúa como un aislante térmico para el agua líquida debajo,El hielo libera oxígeno al derretirse por la parte inferior,Los peces producen su propio calor para derretir el hielo,La presión del hielo impide que el agua alcance los 0°C,"La baja conductividad térmica de la capa de hielo superficial impide la congelación total del volumen de agua, manteniendo el fondo entre 0 y 4°C.",¿Cómo se llama el fenómeno de fragmentación de las rocas debido a la congelación del agua?,La criofracturación,La sedimentación de hidrógeno,La expansión térmica,La sublimación cristalina,Es uno de los efectos mecánicos del aumento del volumen de agua al congelarse (9%) que ejerce una presión destructiva en las grietas.
4,Ciencias,Nuestro día a día explicado,¿Por qué es salada el agua del mar?,¿Cuál es la concentración media de sal en el agua de mar?,Aproximadamente de 35 a 37 gramos por litro,"3,5 gramos por litro",100 gramos por litro,1 gramo por litro,"La salinidad media del océano mundial es de aproximadamente un 3,5 %, lo que corresponde a 35-37 gramos de minerales disueltos por litro de agua.",¿Cuál es la principal fuente inicial de iones de sodio y cloruro en los océanos?,La erosión de las rocas continentales por las lluvias ácidas,El derretimiento de los glaciares polares,La transpiración de los organismos marinos,La contaminación humana industrial,"Las lluvias cargadas de ácido carbónico erosionan las rocas de los continentes, liberando minerales que son transportados por los ríos hasta el mar.",¿Por qué la sal no se escapa de los océanos durante el ciclo del agua?,La sal es demasiado pesada para evaporarse con las moléculas de agua,La sal es retenida por las algas en el fondo del agua,Las corrientes marinas succionan la sal hacia el centro de la Tierra,La sal es absorbida por las nubes pero vuelve a caer inmediatamente,"La evaporación solo afecta al agua pura; las sales disueltas permanecen en el océano, lo que provoca su concentración progresiva a lo largo de miles de millones de años.",¿Cuál es la característica principal del agua del Mar Muerto ?,Es 10 veces más salada que el océano (340 g/L),Es menos salada que el océano debido a su altitud,Contiene únicamente agua dulce proveniente del Jordán,Su salinidad es la misma que la del Atlántico,"Debido a una evaporación extrema en una cuenca cerrada, el Mar Muerto alcanza una concentración récord que impide la vida macroscópica.",¿Cuál es el impacto de la salinidad en las corrientes oceánicas ?,"Aumenta la densidad del agua, lo que hace que se hunda y cree corrientes profundas","Impide que el agua se congele, ralentizando las corrientes","Hace que el agua sea más ligera, favoreciendo únicamente las corrientes de superficie","No tiene ningún impacto, solo los vientos dirigen los océanos","La sal hace que el agua sea más pesada. En los polos, el agua muy salada y fría se hunde hacia el fondo, accionando la cinta transportadora mundial de La circulación termohalina."
5,Ciencias,Nuestro día a día explicado,¿Por qué hay estaciones?,¿Cuál es el gran error conceptual sobre la causa de las estaciones ?,Las estaciones serían causadas por la distancia Tierra-Sol,Las estaciones serían idénticas en los dos hemisferios,El eje de la Tierra cambiaría de orientación cada mes,Las manchas solares causarían las estaciones de invierno,"Muchos piensan erróneamente que la Tierra está más cerca del Sol en verano, cuando en realidad está en el perihelio (más cerca) en enero.",¿Cuál es el valor de la inclinación del eje de rotación de la Tierra ?,"23,5°",90°,"5,4°","45,5°","La inclinación de 23,5° con respecto al plano de la Eclíptica es la constante fundamental que genera los ciclos estacionales.",¿Hacia qué punto del espacio apunta constantemente el eje terrestre ?,La estrella Polar,El centro de la galaxia,Venus,La estrella Sirio,"El eje de la Tierra mantiene una inclinación fija en el espacio, apuntando siempre hacia la estrella Polar a pesar del Movimiento de la Tierra alrededor del Sol.",¿De qué manera influye el ángulo de incidencia en el calor recibido en el suelo?,Un rayo oblicuo reparte su energía sobre una superficie mayor,Un rayo oblicuo es más frío debido a su color diferente,Los rayos oblicuos rebotan en el aire antes de tocar el suelo,La distancia recorrida en el espacio es más larga para los rayos oblicuos,"La concentración de energía es máxima cuando los rayos son verticales; cuando son oblicuos, la energía se diluye sobre una superficie más vasta.",¿Por qué las estaciones están invertidas entre Australia y Francia?,Porque la inclinación del eje orienta los dos hemisferios de forma diferente respecto al Sol,Porque Australia está más cerca del Sol en diciembre,Debido a la rotación de la Tierra sobre sí misma en 24h,Australia está situada en el plano de la Eclíptica,"Debido a la inclinación del eje, cuando el hemisferio norte se inclina hacia el Sol, el hemisferio sur se aleja de él, creando estaciones opuestas."
6,Ciencias,Nuestro día a día explicado,¿Cómo vuelan los aviones?,¿Cuáles son las cuatro fuerzas que se equilibran durante un vuelo estable?,"La sustentación (hacia arriba), el peso (hacia abajo), el empuje (hacia adelante) y la resistencia (hacia atrás)","La aspiración (hacia arriba), la gravedad (hacia abajo), la propulsión (hacia adelante) y el rozamiento (hacia atrás)","La sustentación, la atracción terrestre, el impulso y la resistencia aerodinámica","La presión (hacia abajo), la depresión (hacia arriba), la tracción (hacia adelante) y la fricción (hacia atrás)",Estas cuatro fuerzas son los pilares de la aerodinámica: la sustentación contra el peso (eje vertical) y el empuje contra la resistencia (eje horizontal).,¿Por qué la explicación de la sustentación solo por Bernoulli es incompleta?,"La sustentación proviene también de la desviación de l'air hacia abajo por el ala inclinada, por acción-reacción","Bernoulli solo se aplica a los fluidos incompresibles, pero el aire es compresible a alta velocidad","La sustentación de Bernoulli es suficiente únicamente para las alas curvas, no para las alas rectas",El efecto Bernoulli es demasiado débil para levantar aviones pesados,"Si solo el perfil abombado de Bernoulli contara, un avión no podría volar boca abajo; también hay que contar con la desviación de l'air (Leyes de Newton).",¿Qué sistema de control de vuelo sustituye hoy en día las conexiones mecánicas directas?,El fly-by-wire,El piloto automático,El servocontrol,El drive-by-wire,"El fly-by-wire convierte los movimientos del piloto en señales eléctricas procesadas por ordenador, sustituyendo los antiguos cables y poleas.",¿Cuál es la función de los alerones en las alas de un avión?,Controlar el alabeo,Reducir la resistencia a alta velocidad,Aumentar la sustentación al despegue,Controlar el cabeceo,"Los alerones se inclinan de forma opuesta para hacer pivotar el avión sobre su eje longitudinal, lo que se denomina alabeo.",¿Para qué sirven los flaps y los slats de borde de ataque?,Aumentar la sustentación a baja velocidad,Aumentar la velocidad máxima del avión,Reducir el peso del aparato,Evitar las turbulencias a gran altitud,"Al modificar la curvatura del ala, estos dispositivos permiten que el avión se mantenga en el aire incluso cuando reduce la velocidad para aterrizar."
7,Ciencias,Nuestro día a día explicado,¿Por qué bostezamos?,¿Qué teoría popular sobre el bostezo ha sido científicamente refutada?,La teoría de la falta de oxígeno,La teoría de la termorregulación,La teoría de la empatía social,La teoría de la vigilancia,"Los estudios han demostrado que respirar aire enriquecido con oxígeno no disminuye el bostezo, demostrando que no se trata de un reflejo respiratorio.","Según la teoría de la termorregulación, ¿cuál es el efecto del bostezo?",Enfriar el cerebro para mantener su rendimiento,Calentar la sangre antes de que llegue al cerebro,Aumentar la presión arterial en las piernas,Reducir la temperatura de los pulmones únicamente,"El bostezo actúa como un intercambiador térmico, utilizando el aire inspirado y el estiramiento de los senos paranasales para enfriar la zona craneal.",¿Qué sistema neurológico explica el contagio del bostezo?,Las neuronas espejo,El sistema de recompensa (**Dopamina**),Únicamente el nervio óptico,La corteza visual primaria,"Las neuronas espejo nos hacen simular internamente las acciones observadas en los demás, lo que activa el reflejo por empatía.",¿En qué etapa de la vida humana aparecen los primeros bostezos?,En la 11ª semana de embarazo,Desde el parto (primera respiración),Hacia el 6º mes de vida tras el nacimiento,En la 24ª semana de embarazo,"El bostezo es uno de los primeros reflejos observados en el feto, desempeñando un papel fundamental en su desarrollo neurológico.","En el niño, ¿cuándo se vuelve contagioso el bostezo?",Entre los 4 y 5 años,Desde el nacimiento,Hacia los 18 meses de edad,En la adolescencia,El contagio del bostezo requiere capacidades de empatía que no maduran en el niño hasta los 4 o 5 años.
8,Ciencias,Nuestro día a día explicado,¿Cómo funciona la memoria?,¿Cuántos elementos puede retener aproximadamente la memoria de trabajo (corto plazo)?,"7 elementos aproximadamente, más o menos 2",3 elementos,20 elementos,50 elementos,"Según la regla de Miller citada en el curso, la capacidad de procesamiento inmediato del cerebro está limitada a unas 7 unidades de información.",¿Cuál es la principal diferencia entre la memoria episódica y la memoria semántica?,"La episódica se refiere a la experiencia personal, la semántica a los conocimientos generales","La episódica es inconsciente, la semántica requiere un esfuerzo",La episódica dura menos que la semántica,La episódica solo concierne a las emociones fuertes,"La memoria episódica almacena los eventos contextualizados de nuestra vida (recuerdos), mientras que la semántica gestiona los hechos y los conceptos (saberes).",¿Cuál es el rol crucial de El hipocampo según las investigaciones neurocientíficas?,Indexa y transfiere los recuerdos hacia la corteza para su consolidación,Sirve como zona de almacenamiento definitivo para todos los recuerdos,Es únicamente responsable de la memoria procedimental y motora,Destruye los recuerdos inútiles para evitar la saturación,El hipocampo actúa como una pasarela: procesa la información entrante y ayuda a su transferencia hacia el neocórtex durante el sueño.,¿Qué pusieron de relieve los trabajos de Elizabeth Loftus sobre la memoria?,La memoria es una Reconstrucción maleable sujeta a falsos recuerdos,La memoria es un registro infalible si el testigo es sincero,No se pueden implantar falsos recuerdos en un adulto sano,El olvido se debe sistemáticamente a una enfermedad del cerebro,"Sus estudios muestran que sugerencias externas pueden modificar o crear recuerdos de la nada, demostrando que la memoria es una Reconstrucción constante.",¿Qué ocurre específicamente durante el sueño para la memorización?,El hipocampo reproduce la información para estabilizarla en la corteza,El cerebro deja de procesar la información para descansar,La memoria de trabajo se vacía sin transferir nada,Las neuronas se desconectan para borrar el día,El curso precisa que el sueño es la fase de consolidación donde el diálogo entre el hipocampo y el neocórtex perpetúa lo aprendido durante el día.
9,Ciencias,Nuestro día a día explicado,¿Por qué tenemos escalofríos?,¿Mediante qué mecanismo los escalofríos de frío producen calor?,Contracciones musculares rápidas e involuntarias,La aceleración del metabolismo basal,La vasodilatación de los vasos internos,La liberación de cortisol por las glándulas suprarrenales,"El escalofrío de frío es una actividad mecánica de los músculos que, por fricción interna, genera energía térmica para calentar el cuerpo.",¿Cuál es el papel original de la piel de gallina en nuestros ancestros peludos?,Crear una capa de aire aislante para conservar el calor,Favorecer la evacuación del sudor bajo el efecto del viento,Permitir que las feromonas se difundan mejor en el aire,Facilitar la detección de corrientes de aire frío en la piel,"El erizamiento de los vellos atrapa una capa de aire que actúa como aislante térmico, un mecanismo que se ha vuelto ineficaz en el humano por la falta de vellosidad.","¿Qué hormona se libera durante los escalofríos de miedo, preparando al cuerpo para la respuesta de «lucha o huida»?",La adrenalina,La Dopamina,La oxitocina,La melatonina,"La adrenalina es la hormona del estrés por excelencia, movilizando la energía y los músculos para una reacción inmediata ante un peligro.",¿Qué vía neurológica explica los escalofríos estéticos provocados por la Música?,La vía dopaminérgica del sistema de recompensa,La vía serotoninérgica,La vía oxitocinérgica,La vía noradrenérgica,"Los escalofríos musicales activan la liberación de Dopamina en el nucleus accumbens, transformando una estimulación auditiva en una sensación de placer físico.",¿Por qué tiritamos cuando tenemos fiebre?,El Hipotálamo fija un umbral de temperatura más elevado,El cuerpo carece de glucosa para combatir la infección,La sangre se vuelve demasiado líquida bajo el efecto de la inflamación,Los músculos se tensan para proteger las articulaciones,"Durante la fiebre, el termostato interno (Hipotálamo) se ajusta más alto; el cuerpo tiritiza entonces para alcanzar esta nueva temperatura que considera 'normal'."
10,Ciencias,Nuestro día a día explicado,¿Cómo mata el jabón a los virus?,¿Qué virus NO son sensibles a la acción destructora del jabón sobre su membrana?,Los virus sin Envoltura lipídica como el norovirus o el poliovirus,Los virus de ARN como la gripe,Los virus muy pequeños como los parvovirus,Los virus termoestables como el VIH,"El jabón mata al disolver la membrana lipídica (grasa). Los virus 'desnudos' como el norovirus no la tienen y, por lo tanto, solo se eliminan mecánicamente.",¿Qué es una Molécula anfipática y por qué esta propiedad es la clave de la acción del jabón?,Una molécula con una cabeza hidrófila que ama el agua y una cola hidrófoba que ama las grasas,Una molécula que cambia de forma según el pH,Una molécula cargada eléctricamente que neutraliza la carga superficial de los virus para aglomerarlos,Una molécula con dos cabezas activas que puede unirse simultáneamente a dos proteínas virales diferentes,Esta doble naturaleza permite al jabón insertarse en las membranas grasas de los virus (vía la cola lipofílica) mientras permanece unido al agua de enjuague (vía la cabeza hidrófila).,¿Qué ventaja tiene el jabón sobre el gel hidroalcohólico contra los virus sin envoltura?,La fricción mecánica y el enjuague eliminan físicamente los microorganismos de la piel,El pH alcalino del jabón inactiva químicamente las proteínas,El jabón penetra más profundamente en los poros de la epidermis,El jabón actúa más rápido que el alcohol sobre las proteínas,"El gel mata en el lugar pero no elimina nada. El jabón, mediante la fricción y el agua, 'despega' los virus desnudos que el alcohol no puede desintegrar.",¿Qué médico demostró científicamente desde 1847 que el lavado de manos salvaba vidas?,Ignaz Semmelweis,Louis Pasteur,Joseph Lister,Robert Koch,"Semmelweis demostró que el lavado de manos disminuía drásticamente la mortalidad materna, mucho antes de que la Teoría de los gérmenes fuera validada por Pasteur.",¿Por qué los 20 segundos de fricción recomendados al lavarse las manos son cruciales?,Es el tiempo necesario para que las moléculas de jabón penetren y rompan las membranas virales,Es el tiempo necesario para que la espuma cambie de color y se vuelva activa,Es el tiempo mínimo para que el agua caliente dilate los poros y capture los virus,Es la duración exacta del ciclo de replicación de un virus de superficie,La destrucción química no es instantánea. Se necesitan 20 segundos de contacto y fricción para asegurar que el jabón haya actuado en toda la superficie cutánea.
11,Ciencias,Descubrimientos que cambiaron el mundo,"El descubrimiento de la penicilina (Fleming, 1928)",¿Qué bacteria estudiaba Fleming cuando descubrió fortuitamente la penicilina?,El Estafilococo,El bacilo de la tuberculosis,El neumococo,El meningococo,Fleming trabajaba específicamente sobre los estafilococos en el hospital St Mary's para comprender las infecciones cutáneas y sistémicas.,¿Por qué la penicilina siguió siendo una curiosidad de laboratorio durante diez años después de 1928?,La molécula era demasiado inestable y difícil de aislar para convertirla en un tratamiento utilizable,Los médicos de la época consideraban los mohos como venenos,El gobierno británico había clasificado el descubrimiento como 'Secreto de Defensa',Fleming no había publicado sus resultados en una revista científica,"Aunque se constató el efecto bactericida, Fleming no poseía las competencias en bioquímica para purificar y estabilizar la penicilina en masa.",¿Qué Evento geopolítico aceleró la industrialización de la penicilina?,La Segunda Guerra Mundial,La Guerra Fría,La crisis económica de 1929,La epidemia de gripe española,La urgencia de curar las infecciones de los soldados heridos empujó a los Estados Unidos y al Reino Unido a invertir masivamente en la producción desde 1943.,¿A qué hace referencia Fleming durante su advertencia en el Premio Nobel en 1945?,La resistencia de las bacterias en caso de mal uso de los antibióticos,El coste demasiado elevado del medicamento para los países del tercer mundo,Los efectos secundarios alérgicos de la penicilina,La dificultad de fabricar el medicamento a partir de mohos vegetales,Fleming había predicho que la exposición de las bacterias a dosis demasiado bajas o demasiado frecuentes favorecería la aparición de cepas resistentes.,¿Qué gesto ético de Fleming ha quedado como célebre en la historia de la farmacología?,Se negó a patentar la penicilina para que siguiera siendo accesible para todos,Donó la totalidad de su Premio Nobel a la Cruz Roja,Pidió que su nombre no figurase en las cajas de medicamentos,Probó la primera dosis purificada en sí mismo para demostrar su seguridad,Fleming consideraba que un medicamento capaz de salvar tantas vidas no debía ser una fuente de beneficio privado.
12,Ciencias,Descubrimientos que cambiaron el mundo,El descubrimiento de la electricidad y sus aplicaciones,¿Cómo demostró Benjamin Franklin en 1752 que el rayo es electricidad?,Con una cometa equipada con una llave metálica,Capturando el rayo en una botella de Leyde,Midiendo la carga eléctrica del aire,Observando que los pararrayos de hierro atraen el rayo,"Al utilizar la llave como conductor, Franklin pudo observar chispas eléctricas durante una tormenta, demostrando que el rayo era una transferencia de carga estática.",¿Qué principio fundamental descubre Michael Faraday en 1831?,La inducción electromagnética,El efecto fotoeléctrico,La Ley de los circuitos eléctricos,La conservación de la energía,"La inducción es el principio según el cual un campo magnético variable crea una corriente eléctrica, base del funcionamiento de los generadores y motores modernos.",¿Cuál es la ventaja decisiva de la corriente alterna (Tesla) sobre la corriente continua (Edison)?,Transporte a largas distancias con pérdidas mínimas,Menor peligrosidad para el hombre,Producción más fácil a bajo coste,Estabilidad de tensión más constante,"La corriente alterna permite elevar la tensión mediante transformadores, lo que reduce considerablemente las pérdidas de energía por calor durante el transporte a largas distancias.",¿Qué demostración espectacular organiza Edison para desacreditar la corriente alterna?,Electrocución pública de animales para mostrar su «peligrosidad»,Cortocircuitos que incendian casas enteras,Experimentos que demuestran que las bombillas AC parpadean,Demostraciones que muestran que los cables AC provocan incendios,"Dispuesto a todo para proteger su monopolio sobre la corriente continua, Edison publicitó la electrocución de animales (como el elefante Topsy) para asustar a la opinión pública frente a la corriente de Tesla.",¿Qué científico unificó matemáticamente la electricidad y el magnetismo en 1865?,James Clerk Maxwell,Alessandro Volta,Nikola Tesla,George Westinghouse,"Maxwell sintetizó los trabajos de sus predecesores (incluido Faraday) en sus cuatro famosas ecuaciones, fundando la teoría clásica del electromagnetismo."
13,Ciencias,Descubrimientos que cambiaron el mundo,"El descubrimiento de los rayos X (Röntgen, 1895)",¿Qué aparato utilizaba Röntgen cuando descubrió accidentalmente los rayos X el 8 de noviembre de 1895?,Un tubo de Crookes,Un espectroscopio,Un galvanómetro,Una bobina de Ruhmkorff,"Röntgen utilizaba un tubo de Crookes, una ampolla al vacío, para estudiar las corrientes de alta tensión y las emisiones de electrones.","¿Cuál es la primera radiografía de la historia, tomada por el propio Röntgen?",La mano de su mujer Bertha con su anillo de bodas,Su propia mano izquierda en el laboratorio,Una rata de laboratorio viva,Una llave metálica escondida en una caja,"Fue la mano de Bertha Röntgen la que fue inmortalizada el 22 de diciembre de 1895, revelando sus huesos y su anillo de bodas en una placa fotográfica.",¿Qué Premio Nobel recibió Röntgen y en qué año?,El primerísimo Premio Nobel de Física en 1901,El Premio Nobel de Medicina en 1901,El Premio Nobel de Física en 1895,El Premio Nobel de Química en 1905,Röntgen marcó la historia al recibir el primerísimo Premio Nobel de Física en 1901 por su descubrimiento excepcional.,¿Qué investigadora organizó las «petites Curies» durante la Primera Guerra Mundial?,Marie Curie,Lise Meitner,Irène Joliot-Curie,Hertha Ayrton,Marie Curie equipó veinte camiones con material radiológico móvil para atender a los heridos directamente cerca de las líneas de frente.,¿Qué hizo Röntgen con sus derechos de patente sobre los rayos X?,Se negó a registrar patentes,Cedió sus patentes a la Universidad de Wurzburgo,Vendió sus derechos a Siemens,Compartió sus patentes con varios gobiernos,"Fiel a una ética científica desinteresada, Röntgen se negó a patentar su descubrimiento para que la humanidad entera pudiera beneficiarse de ello sin costes."
14,Ciencias,Descubrimientos que cambiaron el mundo,El descubrimiento del microondas (por accidente),¿Para qué empresa trabajaba Percy Spencer cuando descubre los microondas en 1945?,Raytheon,General Electric,Bell Labs,Westinghouse,"Percy Spencer era un ingeniero estrella en Raytheon, donde trabajaba en la producción masiva de magnetrones para los radares militares.",¿Qué alimento prueba voluntariamente Percy Spencer en primer lugar tras la barra de chocolate derretida?,Palomitas de maíz,Pan,Un filete,Mantequilla,"Después del chocolate, Spencer colocó granos de maíz frente al magnetrón, creando así las primeras palomitas cocinadas con microondas.",¿Cuáles eran las características del primer Radarange de 1947?,"1,8 metros de altura y 340 kg",30 cm de altura y 5 kg,80 cm de altura y 100 kg,2 metros de altura y 500 kg,"El primer modelo comercial era gigantesco, pesando 340 kg y requiriendo un sistema de enfriamiento por agua muy aparatoso.",¿Por qué el metal puede provocar chispas en un microondas?,El metal conduce la electricidad y acumula cargas,El metal absorbe las ondas y se funde,El metal transforma las ondas en luz,El metal enfría demasiado rápido las paredes,"Los metales son conductores; las ondas crean corrientes eléctricas que se acumulan en las puntas, provocando arcos eléctricos en el aire (ionización).",¿Cómo calienta el microondas los alimentos?,Vía la fricción causada por la rotación de las moléculas de agua polares,Por el envío de rayos infrarrojos ardientes,Por la transformación del oxígeno en calor,Por conducción térmica desde el plato giratorio,"Los microondas hacen girar las moléculas de agua miles de millones de veces por segundo, creando un calor por fricción interna en el alimento."
